,0,1
1,Write-In cells: 330,
2,Overvote cells: 17,
3,MAX ANDERSON: 0,
4,DMITRI BELSER: 1,
5,0,
6,1,
7,1,
8,1,
9,0,1.0
10,0,
11,0,1.0
12,1,0.0
13,0,
14,1,
15,1,
16,0,
17,0,1.0
18,0,
19,0,
20,0,1.0
21,0,
22,0,1.0
24,0,
25,1,0.0
26,1,
27,1,0.0
28,0,
29,0,1.0
30,0,
31,0,1.0
32,1,0.0
33,0,
34,0,
35,1,
36,0,1.0
37,1,
38,0,1.0
40,1,0.0
41,0,
42,0,
43,0,
45,0,
46,0,1.0
47,0,1.0
48,0,1.0
49,1,
50,1,0.0
52,0,1.0
53,0,
54,0,
55,0,
56,0,
57,0,
58,0,
59,1,0.0
60,0,
61,0,
62,1,0.0
63,0,
64,1,
65,0,1.0
66,0,
67,1,0.0
68,1,0.0
69,0,1.0
70,0,
71,1,0.0
72,0,
73,0,1.0
74,0,1.0
76,0,1.0
77,0,1.0
78,1,
80,0,1.0
84,0,1.0
85,1,
86,1,0.0
89,0,
90,1,
91,1,0.0
92,0,
93,0,
94,0,
96,1,
97,1,
98,0,1.0
99,1,0.0
100,1,0.0
101,0,
102,0,
103,0,1.0
104,0,1.0
105,0,1.0
106,0,
107,0,
108,0,
110,0,
111,0,
112,1,
113,1,
114,0,
115,0,1.0
116,0,
117,0,1.0
118,0,
119,0,
120,1,
121,1,
122,1,
124,1,
125,0,1.0
126,0,1.0
127,0,1.0
128,0,
129,0,1.0
130,0,
132,1,0.0
133,0,
134,1,0.0
135,0,
137,0,
139,0,1.0
140,0,1.0
141,0,1.0
142,1,0.0
143,1,0.0
144,1,
145,1,0.0
146,1,0.0
147,0,
148,0,
149,1,0.0
150,0,
151,0,
152,0,1.0
153,1,
154,0,
156,0,1.0
157,1,
158,1,
161,1,
162,0,
164,0,
166,0,1.0
167,1,
168,1,
169,0,
170,0,
171,1,
172,1,
173,1,
174,1,0.0
175,1,
176,0,
177,1,0.0
178,1,
179,1,0.0
180,0,
181,1,0.0
182,0,1.0
183,1,
184,1,0.0
185,1,0.0
186,1,
187,0,1.0
188,1,0.0
189,1,0.0
190,1,
191,1,
192,1,
194,0,
195,1,0.0
196,1,0.0
197,1,0.0
198,1,
199,0,1.0
200,0,
201,1,
202,1,0.0
203,0,1.0
204,0,1.0
205,1,
207,0,1.0
208,0,1.0
209,0,
210,1,
211,0,
212,1,
213,1,
214,1,
215,1,0.0
216,1,
217,1,0.0
218,0,
219,0,1.0
220,1,
222,1,
224,0,
227,0,1.0
228,0,1.0
229,0,
231,0,1.0
232,0,
233,1,
236,1,
237,0,1.0
238,1,
239,1,
240,1,
241,0,
242,1,
243,1,
244,0,1.0
245,0,
246,1,
247,1,0.0
248,1,0.0
249,0,
250,0,
253,0,
255,1,
256,1,
259,1,0.0
260,0,
261,0,
262,0,
264,0,
265,0,
266,1,0.0
267,0,1.0
268,1,0.0
269,0,1.0
270,0,1.0
271,0,
273,1,
275,0,
277,0,
278,0,
279,1,
281,1,
282,1,
283,0,1.0
284,0,1.0
285,1,
286,0,
287,1,0.0
288,0,
289,1,
290,1,
291,0,
292,1,0.0
293,0,
294,1,
295,0,
296,0,1.0
297,0,
298,0,1.0
300,0,1.0
301,1,
302,1,
303,0,1.0
304,0,1.0
305,0,
306,0,
307,0,
308,1,0.0
309,0,
310,0,
311,0,1.0
312,0,1.0
313,0,1.0
314,0,1.0
315,0,1.0
316,1,
317,1,
318,1,0.0
319,0,1.0
320,0,1.0
321,0,
322,1,0.0
323,1,0.0
324,0,
325,1,
326,1,
327,0,
328,0,
330,0,
331,0,
332,0,1.0
333,0,1.0
334,0,1.0
335,0,1.0
336,0,1.0
337,0,1.0
338,0,
339,0,
340,1,
341,0,
342,1,0.0
343,1,
344,0,1.0
345,1,
346,0,1.0
347,0,
348,1,0.0
349,1,
350,0,
351,1,
352,1,
353,1,
355,0,1.0
357,1,0.0
358,1,0.0
359,1,0.0
360,1,
361,0,1.0
363,1,0.0
364,0,
365,1,
366,0,
367,0,1.0
368,0,1.0
369,0,1.0
370,1,
371,0,
373,1,0.0
375,1,
376,0,
377,0,
378,1,0.0
379,1,
380,0,
381,1,0.0
383,1,
385,0,
386,0,
388,0,
389,0,
390,0,
391,0,
392,0,
393,0,
394,1,
395,1,
396,1,0.0
397,0,
398,1,0.0
399,0,
401,0,
402,0,1.0
403,1,
404,1,
405,0,
406,1,
407,0,
409,1,
410,0,
411,1,
412,1,0.0
413,1,
415,0,1.0
416,1,0.0
417,0,
418,0,
419,1,
420,1,
421,0,
422,0,
423,0,
424,0,
425,1,0.0
426,1,
427,0,1.0
428,0,
429,1,
430,0,
431,0,1.0
432,0,
433,0,1.0
434,0,1.0
435,0,
436,1,0.0
437,0,
439,1,
440,0,1.0
441,0,
442,1,
443,0,1.0
444,0,
445,0,1.0
446,0,
448,1,
449,0,
450,0,
451,1,0.0
452,0,1.0
453,1,0.0
454,1,
455,1,
456,0,
457,1,0.0
458,0,
459,1,
460,1,0.0
461,1,
462,0,
463,0,
464,0,
465,1,0.0
466,0,
467,0,
468,0,1.0
469,0,1.0
470,1,0.0
471,0,1.0
472,0,
473,0,1.0
474,0,
475,0,
476,0,
477,1,0.0
478,1,0.0
480,1,0.0
481,0,
482,0,1.0
483,1,0.0
484,1,
485,1,
486,1,0.0
487,1,0.0
488,1,
489,1,
490,1,
