ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
91910_00000_598562,Ballot 32 - Type 32,Early Voting,Judicial District 3,Judicial,District 30 - Early Voting,District 30 - Early Voting - 1,Region I,"Holmes, Doyle E.","McCabe, Kevin J.",skipped,skipped
30565_00000_011864,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_023463,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_030371,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_045843,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",Write-in,skipped,skipped
30565_00000_051282,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,skipped,skipped,skipped,skipped
30565_00000_087484,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.","Mindiola, L. Joy",skipped,skipped
30565_00000_094906,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_109191,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_111613,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,skipped,skipped,skipped,skipped
30565_00000_128624,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"McCabe, Kevin J.","Holmes, Doyle E.",skipped,skipped
30565_00000_147719,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy","McCabe, Kevin J.",skipped,skipped
30565_00000_153160,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_156007,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"McCabe, Kevin J.",skipped,skipped,skipped
30565_00000_162551,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_170236,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.","McCabe, Kevin J.",skipped,skipped
30565_00000_187032,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.","Mindiola, L. Joy",skipped,skipped
30565_00000_205048,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_208127,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,skipped,skipped,skipped,skipped
30565_00000_226522,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_248293,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_254102,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.",skipped,skipped,skipped
30565_00000_267517,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_269650,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Mindiola, L. Joy",skipped,skipped,skipped
30565_00000_271274,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.","McCabe, Kevin J.",skipped,skipped
30565_00000_272735,Ballot 31 - Type 31,Election Day,Judicial District 4,Judicial,30-565 Denali Park,30-565 Denali Park,Region V,"Holmes, Doyle E.","McCabe, Kevin J.","Mindiola, L. Joy",skipped
