ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
93200_00054_000029,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.",skipped,skipped
93200_00054_000030,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly",skipped,skipped
93200_00054_000031,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000032,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000033,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000034,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000035,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.",skipped,skipped,skipped
93200_00054_000036,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000037,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000038,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000039,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000040,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000041,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.",Write-in,skipped
93200_00054_000042,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.","Dibert, Maxine L.",skipped
93200_00054_000043,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000044,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000045,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","Nash, Kelly","LeBon, Barton S.",skipped
93200_00054_000046,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Dibert, Maxine L.",skipped,skipped
93200_00054_000047,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Dibert, Maxine L.",skipped,skipped
93200_00054_000048,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.",skipped,skipped
93200_00054_000049,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000050,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000051,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000052,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000053,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000054,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.",skipped,skipped
93200_00054_000055,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.","Nash, Kelly",skipped
93200_00054_000056,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","Dibert, Maxine L.","LeBon, Barton S.",skipped
93200_00054_000057,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.",skipped,skipped,skipped
93200_00054_000058,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000059,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly",skipped,skipped
93200_00054_000060,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly",skipped,skipped
93200_00054_000061,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly",skipped,skipped
93200_00054_000062,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000063,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000064,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Dibert, Maxine L.","Nash, Kelly",skipped
93200_00054_000065,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,Write-in,skipped,skipped,skipped
93200_00054_000066,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000067,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000068,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","Nash, Kelly","LeBon, Barton S.",skipped
93200_00054_000069,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000070,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000071,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000072,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.",skipped,skipped
93200_00054_000073,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000074,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly",skipped,skipped
93200_00054_000075,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000076,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000077,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.","Nash, Kelly",skipped
93200_00054_000078,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.",skipped,skipped,skipped
93200_00054_000079,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.",skipped,skipped,skipped
93200_00054_000080,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.","Nash, Kelly",skipped
93200_00054_000081,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.","Dibert, Maxine L.",skipped
93200_00054_000082,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000083,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000084,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000085,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000086,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,Write-in,"Nash, Kelly",skipped,skipped
93200_00054_000087,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly",skipped,skipped,skipped
93200_00054_000088,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000089,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000090,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000091,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000092,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000093,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000094,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","Nash, Kelly","LeBon, Barton S.",skipped
93200_00054_000095,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000096,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Dibert, Maxine L.","Nash, Kelly",skipped
93200_00054_000097,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000098,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000099,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000100,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.","Dibert, Maxine L.",skipped
93200_00054_000101,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000102,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Nash, Kelly","Dibert, Maxine L.",skipped
93200_00054_000103,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000104,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000105,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Nash, Kelly","LeBon, Barton S.","Dibert, Maxine L.",skipped
93200_00054_000106,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000107,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"LeBon, Barton S.","Dibert, Maxine L.","Nash, Kelly",skipped
93200_00054_000108,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.",skipped,skipped,skipped
93200_00054_000109,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000110,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,Write-in,skipped,skipped,skipped
93200_00054_000111,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.",skipped,skipped
93200_00054_000112,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","Nash, Kelly","LeBon, Barton S.",skipped
93200_00054_000113,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","Nash, Kelly","LeBon, Barton S.",skipped
93200_00054_000114,Ballot 33 - Type 33,Absentee,Judicial District 4,Judicial,District 31 - Absentee,District 31 - Absentee,Region III,"Dibert, Maxine L.","LeBon, Barton S.","Nash, Kelly",skipped
