ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
91910_00000_311938,Ballot 6 - Type 6,Early Voting,Judicial District 3,Judicial,District 5 - Early Voting,District 5 - Early Voting,Region I,"Stutes, Louise B.","Vincent, Benjamin T.",skipped
91910_00000_387353,Ballot 6 - Type 6,Early Voting,Judicial District 3,Judicial,District 5 - Early Voting,District 5 - Early Voting,Region I,"Stutes, Louise B.","Vincent, Benjamin T.",skipped
905800_00001_1406994,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_1958703,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Vincent, Benjamin T.",skipped,skipped
905800_00001_2699088,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_2714100,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_3004851,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_3236997,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_3947457,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_4391433,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_5197958,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_5575162,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_5722894,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_5994564,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_6151147,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Vincent, Benjamin T.",skipped,skipped
905800_00001_6596741,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Vincent, Benjamin T.",skipped,skipped
905800_00001_6720540,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.","Vincent, Benjamin T.",skipped
905800_00001_6862682,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Stutes, Louise B.",skipped,skipped
905800_00001_7070838,Ballot 6 - Type 6,Election Day,Judicial District 3,Judicial,05-800 Chiniak,05-800 Chiniak,Region I,"Vincent, Benjamin T.",skipped,skipped
