ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,rank5
92403_00018_000022,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000023,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000024,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000025,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000026,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000027,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000028,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000029,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000030,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000031,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000032,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000033,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000034,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000035,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000036,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000037,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000038,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000039,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000040,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000041,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000042,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000043,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000044,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000045,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000046,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00018_000047,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000001,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000002,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000003,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000004,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000005,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000006,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000007,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000008,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000009,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000010,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000011,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000012,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000013,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000014,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000015,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000016,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000017,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000018,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000019,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000020,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000021,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000022,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000023,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000024,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000025,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000026,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000027,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000028,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000029,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000030,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000031,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000032,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000033,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000034,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000035,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000036,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000037,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000038,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000039,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000040,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000041,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000042,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000043,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000044,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000045,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000046,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000047,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000048,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000049,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000050,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000051,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000052,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000053,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000054,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000055,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000056,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000057,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000058,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000059,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000060,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000061,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000062,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000063,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000064,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000065,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000066,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000067,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000068,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000069,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000070,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000071,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000072,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000073,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000074,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000075,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000076,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000077,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000078,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000079,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000080,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000081,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000082,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000083,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000084,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000085,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000086,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000087,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000088,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000089,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
92403_00017_000090,Ballot 21 - Type 21,Question,Judicial District 3,Judicial,District 20  - Question,District 20  - Question,Region II,skipped,skipped,skipped,skipped,skipped
