ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
91910_00000_743895,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region I,"Schaff, David L.",skipped,skipped
93600_00022_000001,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.",skipped,skipped
93600_00022_000002,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000003,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.","Shaw, Laddie H.",skipped
93600_00022_000004,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000005,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000006,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.",skipped,skipped
93600_00022_000007,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000008,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,skipped,skipped,skipped
93600_00022_000009,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000010,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,"Schaff, David L."
93600_00022_000011,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.","Schaff, David L.",skipped
93600_00022_000012,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,skipped,skipped,skipped
93600_00022_000013,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.",skipped,skipped
93600_00022_000014,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.","Shaw, Laddie H.",skipped
93600_00022_000015,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Shaw, Laddie H.",skipped,skipped
93600_00022_000016,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.","Shaw, Laddie H.",skipped
93600_00022_000017,Ballot 10 - Type 10,Early Voting,Judicial District 3,Judicial,District 9 - Early Voting,District 9 - Early Voting,Region III,"Schaff, David L.","Shaw, Laddie H.",skipped
92607_00001_000001,Ballot 10 - Type 10,Question,Judicial District 3,Judicial,District 9  - Question,District 9  - Question,Region II,skipped,skipped,skipped
92607_00001_000002,Ballot 10 - Type 10,Question,Judicial District 3,Judicial,District 9  - Question,District 9  - Question,Region II,skipped,skipped,skipped
92607_00001_000003,Ballot 10 - Type 10,Question,Judicial District 3,Judicial,District 9  - Question,District 9  - Question,Region II,skipped,skipped,skipped
92607_00001_000004,Ballot 10 - Type 10,Question,Judicial District 3,Judicial,District 9  - Question,District 9  - Question,Region II,skipped,skipped,skipped
