ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
92607_00010_000001,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000002,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000003,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000004,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000005,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000006,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92607_00010_000007,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92506_00010_000001,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000001,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000002,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000003,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000004,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000005,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000006,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000007,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000008,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000009,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000010,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000011,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000012,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000013,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000014,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000015,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000016,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000017,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000018,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000019,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000020,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000021,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000022,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000023,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000024,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000025,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000026,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000027,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000028,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
92403_00014_000029,Ballot 19 - Type 19,Question,Judicial District 3,Judicial,District 18  - Question,District 18  - Question,Region II,skipped,skipped,skipped,skipped
