ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
91902_00000_730730,Ballot 38 - Type 38,Early Voting,Judicial District 4,Judicial,District 36 - Early Voting,District 36 - Early Voting - 2,Region I,"Cronk, Mike",skipped,skipped
936166_00001_1660196,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_1908848,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_1921300,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_2227136,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_2283486,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_3351372,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_4501555,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",skipped,skipped
936166_00001_4709823,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_5961576,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_6289533,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_6522294,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",skipped,skipped
936166_00001_6652139,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",skipped,skipped
936166_00001_6672509,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_7286714,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_8470879,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_8549157,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",Write-in,"Fowler, Angela K. ""Fitch"""
936166_00001_8977413,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_9277442,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_9290313,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",Write-in
936166_00001_9522451,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",skipped,skipped
936166_00001_9528125,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike",skipped,skipped
936166_00001_9748521,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-166 Tetlin,36-166 Tetlin,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",skipped
936142_00001_1881465,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Fowler, Angela K. ""Fitch""",skipped,skipped
936142_00001_1907105,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",skipped
936142_00001_2304511,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike",skipped,skipped
936142_00001_2777030,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike",skipped,skipped
936142_00001_3045320,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike",skipped,skipped
936142_00001_3468652,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Fowler, Angela K. ""Fitch""",skipped,skipped
936142_00001_3517523,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike","Fowler, Angela K. ""Fitch""",skipped
936142_00001_3749013,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Cronk, Mike",skipped,skipped
936142_00001_3807208,Ballot 38 - Type 38,Election Day,Judicial District 4,Judicial,36-142 Ruby,36-142 Ruby,Region III,"Fowler, Angela K. ""Fitch""","Cronk, Mike",skipped
