ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2
37726_00000_026956,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_033824,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_048036,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_054391,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,"Edgmon, Bryce"
37726_00000_069813,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_072178,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_088350,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_095199,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce","Edgmon, Bryce"
37726_00000_107684,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_114206,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_126500,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_133663,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_148225,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_154140,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,skipped
37726_00000_161769,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_173349,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_180571,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_195748,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,"Edgmon, Bryce"
37726_00000_210785,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,"Edgmon, Bryce"
37726_00000_213244,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_225542,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_234601,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_249253,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_253162,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_281567,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",Write-in
37726_00000_282670,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_296726,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_306495,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_309334,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_311886,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_325928,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_347187,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_349018,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_353303,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_362919,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,"Edgmon, Bryce"
37726_00000_368855,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,"Edgmon, Bryce"
37726_00000_370079,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_387476,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_413268,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_416707,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_428606,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_434645,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_435564,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_447732,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_456041,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_481583,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_499299,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_510761,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,skipped
37726_00000_524628,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_531546,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_546790,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,"Edgmon, Bryce"
37726_00000_550083,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_567247,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_571404,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_582689,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_588515,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,"Edgmon, Bryce"
37726_00000_593202,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_608396,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_610818,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_629839,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_636997,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_642111,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_654325,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_655409,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_667972,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_671082,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_682438,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_698057,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_702451,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_713973,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_727914,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,Write-in,Write-in
37726_00000_729850,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_741074,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_742135,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_755440,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_758327,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_760831,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_774166,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_781312,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_809579,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_811743,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_830588,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_833647,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_848291,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_851065,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_887662,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_894220,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_895704,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_907417,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_909358,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,skipped,skipped
37726_00000_928892,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_935901,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_947173,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_956422,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_961877,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_962930,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_970010,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37726_00000_973184,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-726 Lake Iliamna No. 1,37-726 Lake Iliamna No. 1,Region IV,"Edgmon, Bryce",skipped
37728_00000_007274,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_009735,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_014346,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_061489,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_073869,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_080716,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_122196,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_135165,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_138004,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,skipped,skipped
37728_00000_140556,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_159821,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_197639,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_229090,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_236103,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,skipped,skipped
37728_00000_242655,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_255960,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
37728_00000_298523,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,skipped,skipped
37728_00000_302236,Ballot 40 - Type 40,Election Day,Judicial District 3,Judicial,37-728 Lake Iliamna No. 2,37-728 Lake Iliamna No. 2,Region IV,"Edgmon, Bryce",skipped
