ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
93600_00036_000001,Ballot 25 - Type 25,Early Voting,Judicial District 3,Judicial,District 24 - Early Voting,District 24 - Early Voting,Region III,"Nelson, Daryl W.","Saddler, Dan","Jackson, Sharon",skipped
93600_00036_000002,Ballot 25 - Type 25,Early Voting,Judicial District 3,Judicial,District 24 - Early Voting,District 24 - Early Voting,Region III,"Nelson, Daryl W.",skipped,skipped,skipped
93600_00036_000003,Ballot 25 - Type 25,Early Voting,Judicial District 3,Judicial,District 24 - Early Voting,District 24 - Early Voting,Region III,"Jackson, Sharon","Saddler, Dan",skipped,skipped
93600_00036_000004,Ballot 25 - Type 25,Early Voting,Judicial District 3,Judicial,District 24 - Early Voting,District 24 - Early Voting,Region III,"Nelson, Daryl W.",skipped,skipped,skipped
93600_00036_000005,Ballot 25 - Type 25,Early Voting,Judicial District 3,Judicial,District 24 - Early Voting,District 24 - Early Voting,Region III,"Nelson, Daryl W.","Saddler, Dan","Jackson, Sharon",skipped
92607_00016_000001,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000002,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000003,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000004,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000005,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000006,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000007,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000008,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000009,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92607_00016_000010,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000001,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000002,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000003,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000004,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000005,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000006,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000007,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000008,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000009,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000010,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000011,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
92506_00019_000012,Ballot 25 - Type 25,Question,Judicial District 3,Judicial,District 24  - Question,District 24  - Question,Region II,skipped,skipped,skipped,skipped
