ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2
38818_00000_432362,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_488471,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_490943,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_516863,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_535370,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_584483,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_599905,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_601190,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_620623,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_644718,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38818_00000_652002,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_663550,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_675235,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_704053,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_723596,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_745252,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_751126,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_766638,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_778710,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_815875,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_818969,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_839446,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_879107,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_883415,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_886384,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_892806,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_903091,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_921695,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_924534,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_946219,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_950104,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_957020,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_965656,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_979782,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38818_00000_993757,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-818 Eek,38-818 Eek,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_003861,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_018023,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_021165,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_024004,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_032073,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_043545,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_046629,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_050974,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_057880,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_065146,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_079556,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_086903,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_090688,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_105243,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_110439,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_117315,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_124283,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_131716,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_146468,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_150552,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_169458,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_171977,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_172838,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_182254,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_188725,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_193376,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_206221,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_212333,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_225304,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_230734,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_237210,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_245486,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_253744,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_268496,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_277876,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_289753,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_291475,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_294364,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_304843,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_311667,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_319095,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_323066,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_330179,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_337085,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_345642,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_351986,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_366108,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_372657,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_378528,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_385965,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_394509,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_406205,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_409799,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_411412,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_423215,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_428427,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_430758,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_447817,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_451530,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_462359,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_470931,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_487236,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_494388,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_495477,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_503702,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_512317,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_518450,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_520712,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_537279,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_544342,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_552636,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_565322,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_579913,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_586298,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_589737,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_591481,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_603885,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_606949,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_612192,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_624048,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_625167,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_631182,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_646600,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_649597,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_650918,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_668009,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_677631,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,skipped
38813_00000_689826,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_693562,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_706960,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_709807,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_711051,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_713584,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,Write-in,"McCormick, Conrad J. ""C.J."""
38813_00000_725183,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_734061,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_749523,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_753872,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_762124,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_768040,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_770594,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_777655,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
38813_00000_781174,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,skipped
38813_00000_796646,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,skipped,"McCormick, Conrad J. ""C.J."""
38813_00000_804720,Ballot 42 - Type 42,Election Day,Judicial District 4,Judicial,38-813 Chevak,38-813 Chevak,Region IV,"McCormick, Conrad J. ""C.J.""",skipped
