ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
91902_00000_538893,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region I,"Featherly, Walter T.","Bieling, Ross P.",skipped,skipped
93600_00025_000001,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Coulombe, Julie","Bieling, Ross P.","Featherly, Walter T.",skipped
93600_00025_000002,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Bieling, Ross P.",skipped,skipped,skipped
93600_00025_000003,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Featherly, Walter T.",overvote,"Bieling, Ross P.",skipped
93600_00025_000004,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Featherly, Walter T.","Coulombe, Julie",skipped,skipped
93600_00025_000005,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Featherly, Walter T.","Coulombe, Julie",skipped,skipped
93600_00025_000006,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,skipped,skipped,skipped,skipped
93600_00025_000007,Ballot 12 - Type 12,Early Voting,Judicial District 3,Judicial,District 11 - Early Voting,District 11 - Early Voting,Region III,"Featherly, Walter T.","Bieling, Ross P.","Coulombe, Julie",skipped
92607_00003_000001,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000002,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000003,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000004,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000005,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000006,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000007,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000008,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92607_00003_000009,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92506_00003_000001,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92506_00003_000002,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92506_00003_000003,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92506_00003_000004,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
92506_00003_000005,Ballot 12 - Type 12,Question,Judicial District 3,Judicial,District 11  - Question,District 11  - Question,Region II,skipped,skipped,skipped,skipped
