ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
93600_00035_000001,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie","Branson, Roger L.",skipped
93600_00035_000002,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Branson, Roger L.","Allard, Jamie",skipped
93600_00035_000003,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie","Branson, Roger L.",skipped
93600_00035_000004,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie",skipped,skipped
93600_00035_000005,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie",skipped,skipped
93600_00035_000006,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie","Branson, Roger L.",skipped
93600_00035_000007,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Branson, Roger L.","Allard, Jamie",skipped
93600_00035_000008,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Allard, Jamie","Branson, Roger L.",skipped
93600_00035_000009,Ballot 24 - Type 24,Early Voting,Judicial District 3,Judicial,District 23 - Early Voting,District 23 - Early Voting,Region III,"Branson, Roger L.",skipped,skipped
92607_00015_000001,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000002,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000003,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000004,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000005,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000006,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000007,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92607_00015_000008,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000001,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000002,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000003,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000004,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000005,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000006,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000007,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000008,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000009,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000010,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000011,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
92506_00018_000012,Ballot 24 - Type 24,Question,Judicial District 3,Judicial,District 23  - Question,District 23  - Question,Region II,skipped,skipped,skipped
