ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
91902_00000_764881,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region I,"Josephson, Andy",skipped,skipped
93600_00026_000001,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Josephson, Andy","Henslee, Katherine J. ""Kathy""",skipped
93600_00026_000002,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Josephson, Andy",skipped,skipped
93600_00026_000003,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Henslee, Katherine J. ""Kathy""",skipped,skipped
93600_00026_000004,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Henslee, Katherine J. ""Kathy""",skipped,skipped
93600_00026_000005,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Henslee, Katherine J. ""Kathy""",skipped,skipped
93600_00026_000006,Ballot 14 - Type 14,Early Voting,Judicial District 3,Judicial,District 13 - Early Voting,District 13 - Early Voting,Region III,"Josephson, Andy",skipped,skipped
92607_00005_000001,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000002,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000003,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000004,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000005,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000006,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000007,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000008,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000009,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
92607_00005_000010,Ballot 14 - Type 14,Question,Judicial District 3,Judicial,District 13  - Question,District 13  - Question,Region II,skipped,skipped,skipped
