ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3
91910_00000_545794,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region I,"Ortiz, Daniel H. ""Dan""",skipped,skipped
91910_00000_967984,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region I,"Ortiz, Daniel H. ""Dan""",skipped,skipped
93600_00014_000001,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region III,"Ortiz, Daniel H. ""Dan""","Bynum, Jeremy T.",skipped
92900_00018_000001,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region II,"Ortiz, Daniel H. ""Dan""",skipped,skipped
92800_00026_000001,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region II,"Ortiz, Daniel H. ""Dan""","Bynum, Jeremy T.",skipped
92800_00026_000002,Ballot 1 - Type 1,Early Voting,Judicial District 1,Judicial,District 1 - Early Voting,District 1 - Early Voting,Region II,"Ortiz, Daniel H. ""Dan""","Bynum, Jeremy T.",skipped
01660_00000_007001,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Ortiz, Daniel H. ""Dan""",skipped,skipped
01660_00000_014553,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Bynum, Jeremy T.","Ortiz, Daniel H. ""Dan""",skipped
01660_00000_029011,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Bynum, Jeremy T.","Ortiz, Daniel H. ""Dan""",skipped
01660_00000_033020,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Ortiz, Daniel H. ""Dan""","Bynum, Jeremy T.",skipped
01660_00000_036154,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Ortiz, Daniel H. ""Dan""","Bynum, Jeremy T.",skipped
01660_00000_042676,Ballot 1 - Type 1,Election Day,Judicial District 1,Judicial,01-660 Saxman,01-660 Saxman,Region I,"Ortiz, Daniel H. ""Dan""",skipped,skipped
