ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2
40012_00000_814555,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_815699,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_861628,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_873790,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_876237,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_880145,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_883024,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_921469,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_922375,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_938438,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_943849,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_957284,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_959715,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_990987,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40012_00000_997868,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-012 Buckland,40-012 Buckland,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_008882,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_067123,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_071593,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_136733,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_198313,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_235751,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_299381,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_307904,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_309860,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_361024,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_362145,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_373699,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_435795,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_438234,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_497469,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_534216,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_596472,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_602966,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_660046,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_674652,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_701849,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_763101,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_775521,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_833258,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,"Patkotak, Josiah B. ""Aullaqsruaq"""
40014_00000_836717,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_895430,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_898377,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,skipped
40014_00000_907948,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_961008,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40014_00000_964197,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,skipped,"Patkotak, Josiah B. ""Aullaqsruaq"""
40014_00000_973620,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,Write-in,"Patkotak, Josiah B. ""Aullaqsruaq"""
40014_00000_976557,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-014 Deering,40-014 Deering,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_017719,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_019255,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_021613,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_032551,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_043778,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_057032,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_072437,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_085540,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_088624,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_090236,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_105371,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_117893,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_123975,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_126864,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_145085,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_148149,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_151310,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_154484,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_169906,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_172026,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_188463,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_203470,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_206367,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_224963,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_246043,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_250332,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,Write-in,skipped
40032_00000_265880,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_268944,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_277054,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_279125,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_306504,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_312752,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_320655,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_337533,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,skipped,skipped
40032_00000_352090,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_389696,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_391218,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_394787,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_406383,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_412805,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_425876,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
40032_00000_449102,Ballot 45 - Type 45,Election Day,Judicial District 2,Judicial,40-032 Point Hope,40-032 Point Hope,Region IV,"Patkotak, Josiah B. ""Aullaqsruaq""",skipped
