ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4
91902_00000_240386,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region I,"Wells, Denny",skipped,skipped,skipped
91902_00000_635808,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region I,"Wells, Denny","McKay, Thomas W. ""Tom""",skipped,skipped
93600_00028_000001,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000002,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny","Eibeck, David","McKay, Thomas W. ""Tom""",skipped
93600_00028_000003,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"McKay, Thomas W. ""Tom""",skipped,skipped,skipped
93600_00028_000004,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000005,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000006,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000007,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000008,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
93600_00028_000009,Ballot 16 - Type 16,Early Voting,Judicial District 3,Judicial,District 15 - Early Voting,District 15 - Early Voting,Region III,"Wells, Denny",skipped,skipped,skipped
92607_00007_000001,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000002,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000003,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000004,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000005,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000006,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000007,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
92607_00007_000008,Ballot 16 - Type 16,Question,Judicial District 3,Judicial,District 15  - Question,District 15  - Question,Region II,skipped,skipped,skipped,skipped
