Precinct,rank1,rank2,rank3
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Steffanie Musich,Charles Rodgers,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,Steffanie Musich,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
MINNEAPOLIS W-12 P-13,Charles Rodgers,skipped,skipped
