precincts,tally_type,ballotID,rank1,rank2,rank3
311100,Vote by Mail - 400C,000006583,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006584,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006585,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006586,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006587,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006588,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006589,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006590,DON MACLEAY,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006591,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006592,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006593,DON MACLEAY,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006594,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006595,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006596,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006597,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006598,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006599,skipped,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006600,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006601,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006602,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006603,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006604,DON MACLEAY,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006605,JODY LONDON,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006606,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006607,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006608,DON MACLEAY,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006609,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006610,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006611,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006612,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006613,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006614,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006615,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006616,skipped,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006617,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006618,JODY LONDON,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006619,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006620,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006621,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006622,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006623,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006624,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006625,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006626,JODY LONDON,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006627,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006628,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006629,DON MACLEAY,skipped,skipped
311100,Vote by Mail - 400C,000006630,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006631,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006632,JODY LONDON,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006633,JODY LONDON,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006634,DON MACLEAY,JODY LONDON,skipped
311100,Vote by Mail - 400C,000006635,DON MACLEAY,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006636,DON MACLEAY,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006637,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006638,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006639,DON MACLEAY,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006640,JODY LONDON,DON MACLEAY,JODY LONDON
311100,Vote by Mail - 400C,000006641,DON MACLEAY,skipped,skipped
311100,Vote by Mail - 400C,000006642,skipped,skipped,skipped
311100,Vote by Mail - 400C,000006643,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006644,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006645,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006646,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006647,JODY LONDON,DON MACLEAY,DON MACLEAY
311100,Vote by Mail - 400C,000006648,JODY LONDON,DON MACLEAY,skipped
311100,Vote by Mail - 400C,000006649,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006650,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006651,JODY LONDON,JODY LONDON,JODY LONDON
311100,Vote by Mail - 400C,000006652,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006653,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006654,JODY LONDON,skipped,skipped
311100,Vote by Mail - 400C,000006655,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006656,JODY LONDON,JODY LONDON,JODY LONDON
311500,Vote by Mail - 400C,000006657,DON MACLEAY,DON MACLEAY,DON MACLEAY
311500,Vote by Mail - 400C,000006658,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006659,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006660,JODY LONDON,DON MACLEAY,skipped
311500,Vote by Mail - 400C,000006661,JODY LONDON,DON MACLEAY,skipped
311500,Vote by Mail - 400C,000006662,DON MACLEAY,JODY LONDON,skipped
311500,Vote by Mail - 400C,000006663,JODY LONDON,JODY LONDON,JODY LONDON
311500,Vote by Mail - 400C,000006664,DON MACLEAY,DON MACLEAY,DON MACLEAY
311500,Vote by Mail - 400C,000006665,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006666,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006667,skipped,JODY LONDON,DON MACLEAY
311500,Vote by Mail - 400C,000006668,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006669,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006670,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006671,DON MACLEAY,DON MACLEAY,DON MACLEAY
311500,Vote by Mail - 400C,000006672,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006673,DON MACLEAY,JODY LONDON,skipped
311500,Vote by Mail - 400C,000006674,JODY LONDON,DON MACLEAY,DON MACLEAY
311500,Vote by Mail - 400C,000006675,JODY LONDON,DON MACLEAY,skipped
311500,Vote by Mail - 400C,000006676,JODY LONDON,JODY LONDON,JODY LONDON
311500,Vote by Mail - 400C,000006677,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006678,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006679,JODY LONDON,skipped,skipped
311500,Vote by Mail - 400C,000006680,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006681,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006682,DON MACLEAY,skipped,skipped
311500,Vote by Mail - 400C,000006683,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006684,skipped,skipped,skipped
311500,Vote by Mail - 400C,000006685,JODY LONDON,DON MACLEAY,skipped
311500,Vote by Mail - 400C,000006686,JODY LONDON,DON MACLEAY,skipped
311500,Vote by Mail - 400C,000006687,JODY LONDON,DON MACLEAY,skipped
