precincts,tally_type,ballotID,rank1,rank2,rank3
245200,Vote by Mail - 400C,000027934,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027935,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027936,CLARISSA DOUTHERD,skipped,skipped
245200,Vote by Mail - 400C,000027937,CLARISSA DOUTHERD,skipped,skipped
245200,Vote by Mail - 400C,000027938,GARY D. YEE,GARY D. YEE,GARY D. YEE
245200,Vote by Mail - 400C,000027939,GARY D. YEE,GARY D. YEE,CLARISSA DOUTHERD
245200,Vote by Mail - 400C,000027940,GARY D. YEE,CLARISSA DOUTHERD,skipped
245200,Vote by Mail - 400C,000027941,GARY D. YEE,GARY D. YEE,GARY D. YEE
245200,Vote by Mail - 400C,000027942,GARY D. YEE,GARY D. YEE,GARY D. YEE
245200,Vote by Mail - 400C,000027943,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027944,GARY D. YEE,GARY D. YEE,GARY D. YEE
245200,Vote by Mail - 400C,000027945,GARY D. YEE,GARY D. YEE,skipped
245200,Vote by Mail - 400C,000027946,GARY D. YEE,CLARISSA DOUTHERD,skipped
245200,Vote by Mail - 400C,000027947,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027948,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027949,CLARISSA DOUTHERD,GARY D. YEE,skipped
245200,Vote by Mail - 400C,000027950,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027951,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027952,GARY D. YEE,GARY D. YEE,GARY D. YEE
245200,Vote by Mail - 400C,000027953,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027954,skipped,skipped,skipped
245200,Vote by Mail - 400C,000027955,skipped,skipped,skipped
245200,Vote by Mail - 400C,000027956,skipped,skipped,skipped
245200,Vote by Mail - 400C,000027957,CLARISSA DOUTHERD,skipped,skipped
245200,Vote by Mail - 400C,000027958,GARY D. YEE,skipped,skipped
245200,Vote by Mail - 400C,000027959,GARY D. YEE,CLARISSA DOUTHERD,skipped
