precincts,tally_type,ballotID,rank1,rank2,rank3
225810,Election Day - Insight,000077123,AIMEE ENG,AIMEE ENG,AIMEE ENG
225810,Election Day - Insight,000077124,skipped,skipped,skipped
225810,Election Day - Insight,000077125,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077126,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077127,skipped,skipped,skipped
225810,Election Day - Insight,000077128,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077129,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077130,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077131,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077132,skipped,skipped,skipped
225810,Election Day - Insight,000077133,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077134,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077135,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG,skipped
225810,Election Day - Insight,000077136,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG,skipped
225810,Election Day - Insight,000077137,skipped,skipped,skipped
225810,Election Day - Insight,000077138,skipped,skipped,skipped
225810,Election Day - Insight,000077139,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077140,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077141,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077142,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG,skipped
225810,Election Day - Insight,000077143,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077144,AIMEE ENG,AIMEE ENG,AIMEE ENG
225810,Election Day - Insight,000077145,AIMEE ENG,AIMEE ENG,AIMEE ENG
225810,Election Day - Insight,000077146,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077147,AIMEE ENG,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077148,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077149,skipped,skipped,skipped
225810,Election Day - Insight,000077150,skipped,skipped,skipped
225810,Election Day - Insight,000077151,skipped,skipped,skipped
225810,Election Day - Insight,000077152,skipped,skipped,skipped
225810,Election Day - Insight,000077153,skipped,skipped,skipped
225810,Election Day - Insight,000077154,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077155,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077156,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077157,skipped,skipped,skipped
225810,Election Day - Insight,000077158,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077159,skipped,skipped,skipped
225810,Election Day - Insight,000077160,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077161,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077162,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077163,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077164,AIMEE ENG,skipped,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077165,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077166,skipped,skipped,skipped
225810,Election Day - Insight,000077167,skipped,skipped,skipped
225810,Election Day - Insight,000077168,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077169,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG,skipped
225810,Election Day - Insight,000077170,skipped,skipped,skipped
225810,Election Day - Insight,000077171,skipped,skipped,skipped
225810,Election Day - Insight,000077172,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077173,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077174,skipped,skipped,skipped
225810,Election Day - Insight,000077175,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077176,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077177,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077178,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG,skipped
225810,Election Day - Insight,000077179,skipped,skipped,skipped
225810,Election Day - Insight,000077180,skipped,skipped,skipped
225810,Election Day - Insight,000077181,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077182,skipped,skipped,skipped
225810,Election Day - Insight,000077183,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077184,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077185,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG
225810,Election Day - Insight,000077186,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077187,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077188,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077189,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI,WILLIAM ''BO'' GHIRARDELLI
225810,Election Day - Insight,000077190,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077191,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077192,skipped,skipped,skipped
225810,Election Day - Insight,000077193,skipped,skipped,skipped
225810,Election Day - Insight,000077194,skipped,skipped,skipped
225810,Election Day - Insight,000077195,skipped,skipped,skipped
225810,Election Day - Insight,000077196,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077197,skipped,skipped,skipped
225810,Election Day - Insight,000077198,skipped,skipped,skipped
225810,Election Day - Insight,000077199,WILLIAM ''BO'' GHIRARDELLI,skipped,skipped
225810,Election Day - Insight,000077200,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077201,AIMEE ENG,skipped,skipped
225810,Election Day - Insight,000077202,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,skipped
225810,Election Day - Insight,000077203,AIMEE ENG,WILLIAM ''BO'' GHIRARDELLI,AIMEE ENG
225810,Election Day - Insight,000077204,skipped,skipped,skipped
225810,Election Day - Insight,000077205,skipped,skipped,skipped
225810,Election Day - Insight,000077206,skipped,skipped,skipped
