precincts,tally_type,ballotID,rank1,rank2,rank3
373900,Vote by Mail - 400C,000033982,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033983,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033984,JAMES HARRIS,skipped,skipped
373900,Vote by Mail - 400C,000033985,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
373900,Vote by Mail - 400C,000033986,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033987,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033988,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000033989,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000033990,ALICE A. SPEARMAN,skipped,skipped
373900,Vote by Mail - 400C,000033991,ALICE A. SPEARMAN,skipped,skipped
373900,Vote by Mail - 400C,000033992,ALICE A. SPEARMAN,JAMES HARRIS,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033993,ALICE A. SPEARMAN,JAMES HARRIS,skipped
373900,Vote by Mail - 400C,000033994,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000033995,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
373900,Vote by Mail - 400C,000033996,ALICE A. SPEARMAN,JAMES HARRIS,skipped
373900,Vote by Mail - 400C,000033997,ALICE A. SPEARMAN,JAMES HARRIS,skipped
373900,Vote by Mail - 400C,000033998,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
373900,Vote by Mail - 400C,000033999,ALICE A. SPEARMAN,JAMES HARRIS,skipped
373900,Vote by Mail - 400C,000034000,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
373900,Vote by Mail - 400C,000034001,JAMES HARRIS,JAMES HARRIS,JAMES HARRIS
373900,Vote by Mail - 400C,000034002,ALICE A. SPEARMAN,JAMES HARRIS,skipped
373900,Vote by Mail - 400C,000034003,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000034004,ALICE A. SPEARMAN,skipped,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000034005,ALICE A. SPEARMAN,skipped,skipped
373900,Vote by Mail - 400C,000034006,ALICE A. SPEARMAN,ALICE A. SPEARMAN,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000034007,JAMES HARRIS,ALICE A. SPEARMAN,skipped
373900,Vote by Mail - 400C,000034008,ALICE A. SPEARMAN,skipped,ALICE A. SPEARMAN
373900,Vote by Mail - 400C,000034009,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000034010,JAMES HARRIS,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000034011,skipped,skipped,skipped
373900,Vote by Mail - 400C,000034012,ALICE A. SPEARMAN,ALICE A. SPEARMAN,JAMES HARRIS
373900,Vote by Mail - 400C,000034013,ALICE A. SPEARMAN,JAMES HARRIS,skipped
