precincts,tally_type,ballotID,rank1,rank2,rank3
450610,Vote by Mail - 400C,000013724,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
450610,Vote by Mail - 400C,000013725,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
456200,Vote by Mail - 400C,000013726,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
456600,Vote by Mail - 400C,000013727,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031883,"DAVID L. ANDERSON, SR.",skipped,MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031884,skipped,skipped,skipped
450300,Vote by Mail - 400C,000031885,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031886,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031887,MICHAEL J. GREGORY,skipped,skipped
450300,Vote by Mail - 400C,000031888,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031889,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031890,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031891,"DAVID L. ANDERSON, SR.","DAVID L. ANDERSON, SR.","DAVID L. ANDERSON, SR."
450300,Vote by Mail - 400C,000031892,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031893,skipped,skipped,skipped
450300,Vote by Mail - 400C,000031894,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031895,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031896,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031897,MICHAEL J. GREGORY,skipped,skipped
450300,Vote by Mail - 400C,000031898,MICHAEL J. GREGORY,skipped,skipped
450300,Vote by Mail - 400C,000031899,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031900,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031901,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031902,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031903,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031904,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031905,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031906,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031907,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031908,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031909,MICHAEL J. GREGORY,MICHAEL J. GREGORY,MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031910,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031911,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031912,MICHAEL J. GREGORY,skipped,skipped
450300,Vote by Mail - 400C,000031913,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031914,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
450300,Vote by Mail - 400C,000031915,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031916,skipped,skipped,skipped
450300,Vote by Mail - 400C,000031917,skipped,skipped,skipped
450300,Vote by Mail - 400C,000031918,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031919,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
450300,Vote by Mail - 400C,000031920,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
450300,Vote by Mail - 400C,000031921,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031922,"DAVID L. ANDERSON, SR.",skipped,skipped
450300,Vote by Mail - 400C,000031923,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY,skipped
450300,Vote by Mail - 400C,000031924,MICHAEL J. GREGORY,skipped,skipped
450300,Vote by Mail - 400C,000031925,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",skipped
450300,Vote by Mail - 400C,000031926,MICHAEL J. GREGORY,"DAVID L. ANDERSON, SR.",MICHAEL J. GREGORY
450300,Vote by Mail - 400C,000031927,skipped,skipped,skipped
