ballotID,precinctPortion,ballot_type,countingGroup,votingLocation,district,districtType,precinct,rank1,rank2,rank3,rank4,rank5
01004_00002_000360,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000257,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000203,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000132,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000130,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,skipped,skipped,skipped,skipped
01004_00002_000075,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000658,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000652,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000565,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000494,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000371,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000302,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped,skipped
01004_00002_000150,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TIMOTHY W. CARTER,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped
01004_00002_000112,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000015,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped
01004_00002_000209,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000168,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,skipped,skipped,skipped,skipped
01004_00002_000093,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000039,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000002,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,skipped
01004_00002_000616,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,skipped
01004_00002_000452,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,skipped
01004_00002_000450,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000221,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,CHERYL DAVILA
01004_00002_000215,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,skipped,skipped,skipped,skipped
01004_00002_000099,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000021,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01004_00002_000045,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000009,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TIMOTHY W. CARTER,ALEX SHARENKO,TERRY TAPLIN,skipped
01004_00002_000670,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000664,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000500,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000382,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000162,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000063,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000640,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,skipped,skipped
01004_00002_000506,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000367,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped
01004_00002_000364,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000291,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped
01004_00002_000233,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,skipped,skipped
01004_00002_000156,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,CHERYL DAVILA,skipped
01004_00002_000118,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TIMOTHY W. CARTER,TERRY TAPLIN,ALEX SHARENKO,skipped
01004_00002_000069,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,CHERYL DAVILA,skipped
01004_00002_000548,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,TIMOTHY W. CARTER,skipped,skipped,skipped
01004_00002_000542,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000536,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped
01004_00002_000414,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000408,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000288,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped,skipped
01004_00002_000286,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000190,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000138,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped
01004_00002_000468,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01004_00002_000402,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000239,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,skipped
01004_00002_000124,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,CHERYL DAVILA,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01004_00002_000426,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,CHERYL DAVILA,TERRY TAPLIN,TIMOTHY W. CARTER,skipped
01004_00002_000354,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped,skipped
01004_00002_000348,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped
01004_00002_000144,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped
01004_00002_000676,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped
01004_00002_000518,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,skipped,skipped
01004_00002_000512,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000394,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000320,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000196,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,skipped,skipped,skipped,skipped,skipped
01004_00002_000588,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000622,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,TIMOTHY W. CARTER,skipped,skipped,skipped
01004_00002_000462,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped,CHERYL DAVILA
01004_00002_000388,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped,skipped
01004_00002_000227,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,skipped,skipped,skipped,skipped
01004_00002_000438,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,skipped
01004_00002_000432,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000314,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,CHERYL DAVILA,skipped
01004_00002_000308,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000263,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,skipped,skipped,skipped,skipped
01004_00002_000202,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TIMOTHY W. CARTER,TERRY TAPLIN,ALEX SHARENKO,skipped
01004_00002_000634,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,skipped,skipped
01004_00002_000480,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped,skipped
01004_00002_000334,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000332,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000245,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01004_00002_000558,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TIMOTHY W. CARTER,skipped,skipped,skipped,skipped
01004_00002_000420,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,CHERYL DAVILA,skipped,skipped,skipped
01004_00002_000344,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped,skipped
01004_00002_000281,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TIMOTHY W. CARTER,TERRY TAPLIN,CHERYL DAVILA,skipped
01004_00002_000530,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01004_00002_000524,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,ALEX SHARENKO,TERRY TAPLIN,TIMOTHY W. CARTER,skipped
01004_00002_000174,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,overvote,skipped,skipped,skipped,skipped
01004_00002_000081,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01004_00002_000051,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,skipped,skipped,skipped,skipped
01004_00002_000552,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TIMOTHY W. CARTER,ALEX SHARENKO,CHERYL DAVILA,TERRY TAPLIN,skipped
01004_00002_000106,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01004_00002_000611,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,CHERYL DAVILA,TERRY TAPLIN,ALEX SHARENKO,Write-in,skipped
01004_00002_000087,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,ALEX SHARENKO,ALEX SHARENKO,ALEX SHARENKO,ALEX SHARENKO
01004_00002_000027,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,overvote,overvote,skipped,skipped,skipped
01004_00002_000564,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01004_00002_000269,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,skipped,skipped,skipped,skipped,skipped
01004_00002_000486,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,skipped,skipped,skipped,skipped,skipped
01004_00002_000646,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,ALEX SHARENKO,TIMOTHY W. CARTER,skipped,skipped
01004_00002_000628,209200,BT4,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,209200,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,CHERYL DAVILA,skipped
01011_00021_000685,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,skipped,skipped,skipped,skipped
01011_00021_000673,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,ALEX SHARENKO,skipped,skipped,skipped
01011_00021_000528,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,ALEX SHARENKO,skipped,skipped,skipped,skipped
01011_00021_000558,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,TIMOTHY W. CARTER,ALEX SHARENKO,TERRY TAPLIN,skipped
01011_00021_000438,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,CHERYL DAVILA,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01011_00021_000309,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,skipped,skipped,skipped,skipped
01011_00021_000307,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,skipped,skipped,skipped,skipped
01011_00021_000253,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped
01011_00021_000151,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01011_00021_000607,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped
01011_00021_000462,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,skipped,skipped,skipped,skipped
01011_00021_000265,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01011_00021_000133,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,ALEX SHARENKO,TERRY TAPLIN,skipped,skipped,skipped
01011_00021_000073,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,skipped,skipped,skipped,skipped
01011_00021_000025,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,CHERYL DAVILA,ALEX SHARENKO,TIMOTHY W. CARTER,skipped
01011_00021_000005,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped
01011_00021_000595,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,ALEX SHARENKO,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01011_00021_000589,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TIMOTHY W. CARTER,TERRY TAPLIN,CHERYL DAVILA,ALEX SHARENKO,skipped
01011_00021_000516,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,ALEX SHARENKO,skipped,skipped,skipped
01011_00021_000474,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,CHERYL DAVILA,TERRY TAPLIN,TIMOTHY W. CARTER,ALEX SHARENKO,skipped
01011_00021_000369,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,ALEX SHARENKO,TERRY TAPLIN,CHERYL DAVILA,TIMOTHY W. CARTER,skipped
01011_00021_000366,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,TERRY TAPLIN,skipped,skipped,skipped,skipped
01011_00021_000271,208810,BT3,Vote by Mail,Election Office,"AC Transit District, Ward #1",TRANSIT DISTRICTS 2,208810,skipped,skipped,skipped,skipped,skipped
