precincts,tally_type,ballotID,rank1,rank2,rank3
204310,Vote by Mail - 400C,000005378,DEBORAH MATTHEWS,MARK A. COPLAN,BEN BARTLETT
204310,Vote by Mail - 400C,000005379,MARK A. COPLAN,MARK A. COPLAN,MARK A. COPLAN
204310,Vote by Mail - 400C,000005380,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN
204310,Vote by Mail - 400C,000005381,DEBORAH MATTHEWS,MARK A. COPLAN,skipped
204310,Vote by Mail - 400C,000005382,skipped,skipped,skipped
204310,Vote by Mail - 400C,000005383,DEBORAH MATTHEWS,BEN BARTLETT,MARK A. COPLAN
204310,Vote by Mail - 400C,000005384,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN
204310,Vote by Mail - 400C,000005385,skipped,skipped,skipped
204310,Vote by Mail - 400C,000005386,BEN BARTLETT,MARK A. COPLAN,skipped
204310,Vote by Mail - 400C,000005387,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS
204310,Vote by Mail - 400C,000005388,BEN BARTLETT,DEBORAH MATTHEWS,AL G. MURRAY
204310,Vote by Mail - 400C,000005389,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN
204310,Vote by Mail - 400C,000005390,BEN BARTLETT,skipped,skipped
204310,Vote by Mail - 400C,000005391,BEN BARTLETT,MARK A. COPLAN,skipped
204310,Vote by Mail - 400C,000005392,MARK A. COPLAN,MARK A. COPLAN,MARK A. COPLAN
204310,Vote by Mail - 400C,000005393,DEBORAH MATTHEWS,skipped,skipped
204310,Vote by Mail - 400C,000005394,DEBORAH MATTHEWS,skipped,skipped
204310,Vote by Mail - 400C,000005395,DEBORAH MATTHEWS,skipped,skipped
204310,Vote by Mail - 400C,000005396,MARK A. COPLAN,BEN BARTLETT,DEBORAH MATTHEWS
204310,Vote by Mail - 400C,000005397,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY
204310,Vote by Mail - 400C,000005398,skipped,skipped,skipped
204310,Vote by Mail - 400C,000005399,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS
204310,Vote by Mail - 400C,000005400,MARK A. COPLAN,BEN BARTLETT,skipped
204310,Vote by Mail - 400C,000005401,BEN BARTLETT,MARK A. COPLAN,DEBORAH MATTHEWS
204310,Vote by Mail - 400C,000005402,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN
204310,Vote by Mail - 400C,000005403,BEN BARTLETT,MARK A. COPLAN,AL G. MURRAY
204310,Vote by Mail - 400C,000005404,MARK A. COPLAN,DEBORAH MATTHEWS,BEN BARTLETT
204310,Vote by Mail - 400C,000005405,MARK A. COPLAN,MARK A. COPLAN,MARK A. COPLAN
204310,Vote by Mail - 400C,000005406,BEN BARTLETT,MARK A. COPLAN,skipped
204310,Vote by Mail - 400C,000005407,BEN BARTLETT,DEBORAH MATTHEWS,MARK A. COPLAN
204310,Vote by Mail - 400C,000005408,DEBORAH MATTHEWS,AL G. MURRAY,BEN BARTLETT
204310,Vote by Mail - 400C,000005409,MARK A. COPLAN,AL G. MURRAY,DEBORAH MATTHEWS
