,0,1,2
1,Write-In cells: 406,,
2,Overvote cells: 11,,
3,Steffanie Musich: 0,,
4,Bill Shroyer: 1,,
5,Andrea Fahrenkrug: 2,,
6,0,1.0,2.0
7,1,2.0,
8,0,1.0,
9,1,0.0,
11,0,1.0,
12,0,2.0,1.0
13,0,2.0,1.0
14,0,,
15,1,2.0,0.0
16,0,1.0,
18,0,,
19,0,,
20,0,2.0,1.0
21,2,,
22,0,,
23,2,,
24,0,,
26,0,,
27,1,,
28,0,,
29,0,,
30,1,2.0,
31,0,2.0,1.0
33,0,,
34,0,,
35,0,1.0,2.0
37,0,,
38,1,2.0,
40,0,,
41,2,0.0,1.0
42,2,1.0,
43,0,2.0,
44,2,0.0,
47,0,1.0,
48,0,1.0,2.0
50,0,1.0,2.0
52,0,,
53,0,1.0,2.0
54,0,1.0,
55,0,,
56,0,,
57,0,2.0,
60,0,,
61,2,1.0,0.0
62,0,1.0,2.0
63,0,,
64,0,,
65,2,0.0,1.0
66,0,,
68,0,1.0,
69,1,2.0,0.0
70,1,0.0,
71,1,2.0,0.0
72,0,,
74,0,,
75,0,,
76,0,1.0,
77,0,,
78,0,,
79,0,2.0,1.0
80,0,2.0,1.0
83,0,,
84,0,,
85,0,,
86,1,2.0,0.0
88,0,1.0,2.0
89,2,0.0,
91,2,0.0,
92,0,1.0,2.0
93,2,0.0,1.0
94,0,,
95,0,1.0,
96,0,,
98,0,,
99,0,,
101,1,2.0,0.0
102,0,1.0,2.0
103,0,2.0,1.0
105,1,2.0,
107,0,2.0,1.0
108,0,2.0,1.0
109,0,2.0,1.0
110,0,1.0,2.0
111,1,0.0,2.0
112,0,,
115,0,1.0,2.0
116,0,,
118,0,2.0,
119,1,,
120,0,2.0,1.0
121,0,,
122,1,2.0,
123,0,1.0,
124,0,,
125,0,2.0,
127,1,2.0,0.0
128,0,1.0,
129,1,0.0,2.0
130,2,1.0,0.0
131,0,,
132,1,0.0,2.0
133,2,0.0,1.0
134,0,2.0,
135,0,1.0,
136,1,0.0,2.0
137,0,,
