,0,1,2
1,Write-In cells: 144,,
2,Overvote cells: 20,,
3,"Eastman, David: 0",,
4,"Graham, Stuart R. ""Stu"": 1",,
5,"Carpenter, Brendan R.: 2",,
7,0,1.0,
8,0,1.0,2.0
9,0,2.0,1.0
10,0,1.0,2.0
12,0,2.0,1.0
13,1,0.0,2.0
146,1,,
147,0,,
149,0,,
150,0,2.0,1.0
151,2,0.0,1.0
152,0,,
154,0,,
155,0,,
156,2,1.0,0.0
157,0,1.0,
158,0,2.0,1.0
159,2,0.0,1.0
160,2,1.0,0.0
161,1,0.0,2.0
162,2,,
163,0,2.0,1.0
164,0,1.0,2.0
165,0,1.0,2.0
166,2,0.0,1.0
167,1,2.0,0.0
171,0,2.0,1.0
172,0,,
173,1,2.0,0.0
174,0,2.0,1.0
175,0,2.0,1.0
177,1,,
178,0,2.0,1.0
181,2,1.0,0.0
182,0,2.0,1.0
184,1,2.0,0.0
185,2,,
187,0,,
190,1,2.0,0.0
191,1,,
194,1,2.0,0.0
195,0,2.0,1.0
196,0,,
197,0,,
198,2,,
200,0,,
201,1,,
202,2,1.0,0.0
203,0,,
204,0,,
205,1,2.0,0.0
206,1,2.0,0.0
207,0,,
208,0,,
209,0,,
210,0,1.0,2.0
211,1,,
214,2,0.0,
215,2,,
218,2,1.0,0.0
219,2,1.0,
220,0,2.0,1.0
222,1,0.0,
223,2,,
224,2,0.0,
225,2,0.0,1.0
226,0,,
227,2,,
228,0,,
229,2,1.0,
230,1,2.0,0.0
231,0,2.0,
232,0,2.0,
233,0,2.0,1.0
234,2,,
235,1,,
236,2,,
237,0,,
238,0,,
239,2,,
241,0,1.0,2.0
242,2,,
243,0,,
244,1,2.0,
245,2,0.0,
246,0,,
299,0,,
301,1,0.0,
302,1,,
303,2,1.0,0.0
304,1,,
305,1,,
306,0,,
307,2,1.0,
308,2,1.0,
309,0,2.0,1.0
311,0,1.0,2.0
312,2,0.0,1.0
313,1,2.0,0.0
315,2,1.0,0.0
316,2,,
318,0,,
320,1,0.0,2.0
321,1,2.0,
323,0,,
324,0,,
325,0,2.0,1.0
326,1,2.0,
327,1,,
328,0,,
329,0,,
