precinct,rank1,rank2,rank3
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,skipped
MINNEAPOLIS W-7 P-07,Janne Flisrand,skipped,skipped
MINNEAPOLIS W-7 P-02D,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-08,Janne Flisrand,skipped,skipped
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-08,Joe Kovacs,skipped,skipped
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand
MINNEAPOLIS W-7 P-06,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-06,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Joe Kovacs,skipped,skipped
MINNEAPOLIS W-7 P-05,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,Lisa Goodman,Janne Flisrand
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
MINNEAPOLIS W-7 P-05,Janne Flisrand,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-07,Lisa Goodman,Janne Flisrand,skipped
MINNEAPOLIS W-7 P-08,Joe Kovacs,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,skipped
MINNEAPOLIS W-7 P-06,Joe Kovacs,Lisa Goodman,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-05,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-04D,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-09,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,Joe Kovacs
MINNEAPOLIS W-7 P-05,Teqen Zéa-Aida,Janne Flisrand,skipped
MINNEAPOLIS W-7 P-04D,Janne Flisrand,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-03,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,Joe Kovacs
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman
MINNEAPOLIS W-7 P-03,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman
MINNEAPOLIS W-7 P-04D,Joe Kovacs,Janne Flisrand,Lisa Goodman
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Janne Flisrand,skipped
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Janne Flisrand,Lisa Goodman
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-02D,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-02D,Janne Flisrand,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-02D,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Joe Kovacs,Janne Flisrand,Lisa Goodman
MINNEAPOLIS W-7 P-05,Lisa Goodman,Joe Kovacs,Janne Flisrand
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,skipped,skipped,skipped
MINNEAPOLIS W-7 P-08,Teqen Zéa-Aida,Janne Flisrand,writein
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-09,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-08,Janne Flisrand,skipped,skipped
MINNEAPOLIS W-7 P-09,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-09,Janne Flisrand,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-01C,Janne Flisrand,Lisa Goodman,skipped
MINNEAPOLIS W-7 P-08,Janne Flisrand,Teqen Zéa-Aida,Lisa Goodman
MINNEAPOLIS W-7 P-08,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-03,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-09,Janne Flisrand,skipped,skipped
MINNEAPOLIS W-7 P-08,Janne Flisrand,Lisa Goodman,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-06,Lisa Goodman,Janne Flisrand,Teqen Zéa-Aida
MINNEAPOLIS W-7 P-08,Lisa Goodman,Joe Kovacs,Janne Flisrand
MINNEAPOLIS W-7 P-03,Janne Flisrand,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-06,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-06,Janne Flisrand,Teqen Zéa-Aida,writein
MINNEAPOLIS W-7 P-09,Lisa Goodman,skipped,skipped
MINNEAPOLIS W-7 P-05,Janne Flisrand,Teqen Zéa-Aida,skipped
MINNEAPOLIS W-7 P-01C,Lisa Goodman,Teqen Zéa-Aida,Janne Flisrand
