Precinct,rank1,rank2,rank3
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
