Precinct,rank1,rank2,rank3
MINNEAPOLIS W-5 P-05,Cathy Spann,Jeremiah Ellison,Kristel Porter
MINNEAPOLIS W-5 P-05,Cathy Spann,Jeremiah Ellison,Kristel Porter
MINNEAPOLIS W-5 P-05,Elijah Norris-Holliday,Cathy Spann,Victor Martinez
MINNEAPOLIS W-5 P-05,Elijah Norris-Holliday,Cathy Spann,Victor Martinez
MINNEAPOLIS W-5 P-05,Elijah Norris-Holliday,Cathy Spann,Victor Martinez
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Suleiman Isse,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,Victor Martinez,writein
MINNEAPOLIS W-5 P-05,Suleiman Isse,Suleiman Isse,Suleiman Isse
MINNEAPOLIS W-5 P-05,Suleiman Isse,Victor Martinez,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Kristel Porter,skipped,skipped
MINNEAPOLIS W-5 P-05,Victor Martinez,Victor Martinez,Victor Martinez
MINNEAPOLIS W-5 P-05,Victor Martinez,Victor Martinez,Victor Martinez
MINNEAPOLIS W-5 P-05,Victor Martinez,Victor Martinez,Victor Martinez
MINNEAPOLIS W-5 P-05,Victor Martinez,Victor Martinez,Victor Martinez
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Kristel Porter,Cathy Spann
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Kristel Porter,Cathy Spann
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Kristel Porter,Cathy Spann
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Kristel Porter,Cathy Spann
MINNEAPOLIS W-5 P-05,Jeremiah Ellison,Kristel Porter,Cathy Spann
