precinct,rank1,rank2,rank3
MINNEAPOLIS W-8 P-02,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-03,Andrea Jenkins,Terry White,April Kane
MINNEAPOLIS W-8 P-02,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-05,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-07,Terry White,Andrea Jenkins,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-07,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-08,Terry White,David Holsinger,skipped
MINNEAPOLIS W-8 P-07,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-05,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-05,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-03,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-05,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-05,Andrea Jenkins,April Kane,skipped
MINNEAPOLIS W-8 P-08,Andrea Jenkins,Terry White,April Kane
MINNEAPOLIS W-8 P-04,Andrea Jenkins,April Kane,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-08,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-04,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-07,April Kane,Andrea Jenkins,Terry White
MINNEAPOLIS W-8 P-05,Andrea Jenkins,Andrea Jenkins,April Kane
MINNEAPOLIS W-8 P-08,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-08,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-05,Andrea Jenkins,April Kane,skipped
MINNEAPOLIS W-8 P-07,Andrea Jenkins,April Kane,skipped
MINNEAPOLIS W-8 P-05,Terry White,Andrea Jenkins,April Kane
MINNEAPOLIS W-8 P-06,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-05,Terry White,Andrea Jenkins,skipped
MINNEAPOLIS W-8 P-08,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-02,writein,skipped,skipped
MINNEAPOLIS W-8 P-02,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-08,Andrea Jenkins,April Kane,skipped
MINNEAPOLIS W-8 P-07,Terry White,Andrea Jenkins,April Kane
MINNEAPOLIS W-8 P-04,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-08,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-02,Andrea Jenkins,Terry White,skipped
MINNEAPOLIS W-8 P-07,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-07,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-07,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-03,Terry White,skipped,skipped
MINNEAPOLIS W-8 P-07,Andrea Jenkins,April Kane,Terry White
MINNEAPOLIS W-8 P-08,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-02,David Holsinger,skipped,skipped
MINNEAPOLIS W-8 P-03,Andrea Jenkins,April Kane,Terry White
