precinct,rank1,rank2,rank3
2001-12-09,writein,skipped,skipped
2001-12-08,writein,writein,skipped
2001-12-02,writein,skipped,skipped
2001-12-05,writein,Rick L. Nyhlen,skipped
2001-12-09,writein,Brent Perry,Rick L. Nyhlen
2001-12-11,writein,Sandy Colvin Roy,skipped
2001-12-08,Rick L. Nyhlen,writein,skipped
2001-12-02,Rick L. Nyhlen,writein,Charley Underwood
2001-12-01,Rick L. Nyhlen,writein,writein
2001-12-08,Rick L. Nyhlen,writein,skipped
2001-12-03,Rick L. Nyhlen,writein,skipped
2001-12-03,Rick L. Nyhlen,writein,skipped
2001-12-01,Rick L. Nyhlen,writein,writein
2001-12-09,Rick L. Nyhlen,writein,skipped
2001-12-04,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-05,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-05,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-06,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-08,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-09,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-11,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-11,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-11,Rick L. Nyhlen,Brent Perry,Sandy Colvin Roy
2001-12-01,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-01,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-01,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-02,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-02,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-02,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-02,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-03,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-05,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-06,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-06,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-08,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-08,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-08,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-08,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-08,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-09,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-10,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-10,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-10,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-10,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-10,Rick L. Nyhlen,Brent Perry,Charley Underwood
2001-12-01,Rick L. Nyhlen,Brent Perry,skipped
2001-12-01,Rick L. Nyhlen,Brent Perry,skipped
2001-12-02,Rick L. Nyhlen,Brent Perry,skipped
2001-12-03,Rick L. Nyhlen,Brent Perry,skipped
2001-12-05,Rick L. Nyhlen,Brent Perry,skipped
2001-12-05,Rick L. Nyhlen,Brent Perry,skipped
2001-12-07,Rick L. Nyhlen,Brent Perry,skipped
2001-12-08,Rick L. Nyhlen,Brent Perry,skipped
2001-12-08,Rick L. Nyhlen,Brent Perry,skipped
2001-12-09,Rick L. Nyhlen,Brent Perry,skipped
2001-12-11,Rick L. Nyhlen,Brent Perry,skipped
2001-12-05,Rick L. Nyhlen,Sandy Colvin Roy,writein
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,writein
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Brent Perry
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Brent Perry
2001-12-07,Rick L. Nyhlen,Sandy Colvin Roy,Brent Perry
2001-12-08,Rick L. Nyhlen,Sandy Colvin Roy,Brent Perry
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Brent Perry
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-03,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-04,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-05,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-05,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-05,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-06,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-06,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-06,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-07,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-08,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-08,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-09,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-09,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-09,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-09,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-10,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-10,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-10,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-10,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-11,Rick L. Nyhlen,Sandy Colvin Roy,Charley Underwood
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-01,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,skipped
2001-12-02,Rick L. Nyhlen,Sandy Colvin Roy,skipped
