Precinct,rank1,rank2,rank3
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
MINNEAPOLIS W-8 P-06,Andrea Jenkins,skipped,skipped
