precinct,rank1,rank2,rank3
MINNEAPOLIS W-13 P-13,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-09,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-09,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-11,Bob Reuer,skipped,skipped
MINNEAPOLIS W-13 P-03,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-08,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-04,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,Bob Reuer,writein
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-12,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-04,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-04,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-04,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Bob Reuer,Linea Palmisano,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-08,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-02,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-09,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,writein
MINNEAPOLIS W-13 P-10,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-03,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-11,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-08,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-03,Linea Palmisano,Bob Reuer,writein
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-04,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-09,Linea Palmisano,Bob Reuer,skipped
MINNEAPOLIS W-13 P-01,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-05,Bob Reuer,skipped,skipped
MINNEAPOLIS W-13 P-06,Bob Reuer,skipped,skipped
MINNEAPOLIS W-13 P-07,Linea Palmisano,skipped,skipped
MINNEAPOLIS W-13 P-01,Bob Reuer,Linea Palmisano,skipped
MINNEAPOLIS W-13 P-06,Linea Palmisano,Linea Palmisano,Bob Reuer
MINNEAPOLIS W-13 P-13,Linea Palmisano,skipped,skipped
