precinct,rank1,rank2,rank3
MINNEAPOLIS W-10 P-02,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-04,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-06,Lisa Bender,Saralyn Romanishan,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-02,David Schorn,Saralyn Romanishan,skipped
MINNEAPOLIS W-10 P-05A,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-01,Lisa Bender,Lisa Bender,Lisa Bender
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-05A,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-02,Saralyn Romanishan,Lisa Bender,David Schorn
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-01,Lisa Bender,David Schorn,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-04,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-09,Saralyn Romanishan,Lisa Bender,skipped
MINNEAPOLIS W-10 P-02,Bruce Lundeen,skipped,skipped
MINNEAPOLIS W-10 P-09,David Schorn,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-03A,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-06,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-01,Lisa Bender,writein,writein
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-02,Bruce Lundeen,Saralyn Romanishan,Lisa Bender
MINNEAPOLIS W-10 P-09,Lisa Bender,Saralyn Romanishan,skipped
MINNEAPOLIS W-10 P-08,David Schorn,Saralyn Romanishan,Lisa Bender
MINNEAPOLIS W-10 P-02,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-02,Lisa Bender,Bruce Lundeen,skipped
MINNEAPOLIS W-10 P-03A,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-02,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-03A,Lisa Bender,Bruce Lundeen,David Schorn
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-03A,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-08,Saralyn Romanishan,David Schorn,writein
MINNEAPOLIS W-10 P-05A,Saralyn Romanishan,skipped,skipped
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-01,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-07,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-04,Lisa Bender,David Schorn,Bruce Lundeen
MINNEAPOLIS W-10 P-05A,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-09,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-02,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-06,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-09,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-07,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-05A,David Schorn,Saralyn Romanishan,Lisa Bender
MINNEAPOLIS W-10 P-07,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-06,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-07,David Schorn,writein,writein
MINNEAPOLIS W-10 P-09,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-10,Lisa Bender,Lisa Bender,Lisa Bender
MINNEAPOLIS W-10 P-05A,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-09,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-02,David Schorn,Saralyn Romanishan,Bruce Lundeen
MINNEAPOLIS W-10 P-07,Lisa Bender,David Schorn,Saralyn Romanishan
MINNEAPOLIS W-10 P-10,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-10,Saralyn Romanishan,Bruce Lundeen,Lisa Bender
MINNEAPOLIS W-10 P-04,skipped,skipped,skipped
MINNEAPOLIS W-10 P-10,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-05A,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-06,David Schorn,Lisa Bender,skipped
MINNEAPOLIS W-10 P-06,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-07,Lisa Bender,David Schorn,writein
MINNEAPOLIS W-10 P-09,Bruce Lundeen,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-08,Saralyn Romanishan,Lisa Bender,David Schorn
MINNEAPOLIS W-10 P-09,Lisa Bender,Bruce Lundeen,skipped
MINNEAPOLIS W-10 P-04,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-01,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-01,Saralyn Romanishan,Lisa Bender,David Schorn
MINNEAPOLIS W-10 P-02,Saralyn Romanishan,skipped,skipped
MINNEAPOLIS W-10 P-03A,Lisa Bender,Saralyn Romanishan,skipped
MINNEAPOLIS W-10 P-03A,David Schorn,Lisa Bender,skipped
MINNEAPOLIS W-10 P-01,Lisa Bender,writein,writein
MINNEAPOLIS W-10 P-07,Saralyn Romanishan,Lisa Bender,David Schorn
MINNEAPOLIS W-10 P-09,Saralyn Romanishan,David Schorn,Bruce Lundeen
MINNEAPOLIS W-10 P-06,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-08,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-09,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-01,Saralyn Romanishan,Lisa Bender,David Schorn
MINNEAPOLIS W-10 P-03A,Lisa Bender,Saralyn Romanishan,skipped
MINNEAPOLIS W-10 P-01,Lisa Bender,skipped,skipped
MINNEAPOLIS W-10 P-06,Saralyn Romanishan,Lisa Bender,skipped
MINNEAPOLIS W-10 P-02,Saralyn Romanishan,David Schorn,Lisa Bender
MINNEAPOLIS W-10 P-08,Lisa Bender,Saralyn Romanishan,David Schorn
MINNEAPOLIS W-10 P-10,Bruce Lundeen,David Schorn,skipped
MINNEAPOLIS W-10 P-02,Saralyn Romanishan,David Schorn,writein
