precinct,rank1,rank2,rank3
2001-08-01,skipped,skipped,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,Michael J. Cavlan
2001-08-01,Elizabeth Glidden,Jeanine Estime,Michael J. Cavlan
2001-08-01,Elizabeth Glidden,Jeanine Estime,Michael J. Cavlan
2001-08-01,Elizabeth Glidden,Jeanine Estime,David Regan
2001-08-01,Elizabeth Glidden,Jeanine Estime,David Regan
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,skipped
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Elizabeth Glidden,Jeanine Estime,Gregory McDonald
2001-08-01,Jeanine Estime,Gregory McDonald,David Regan
2001-08-01,Jeanine Estime,Gregory McDonald,Michael J. Cavlan
2001-08-01,Elizabeth Glidden,David Regan,skipped
2001-08-01,Elizabeth Glidden,David Regan,Gregory McDonald
