precinct,rank1,rank2,rank3
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-10,Andrew Johnson,writein,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-13,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-01,Andrew Johnson,Andrew Johnson,Andrew Johnson
MINNEAPOLIS W-12 P-12,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-08,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-02,Will Jaeger,Andrew Johnson,skipped
MINNEAPOLIS W-12 P-06,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-06,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-01,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-08,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Will Jaeger,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-02,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-10,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-03,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-01,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-04,Will Jaeger,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,skipped,writein
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-13,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-08,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-03,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-10,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-06,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Will Jaeger,Andrew Johnson,Harrison Bullard
MINNEAPOLIS W-12 P-04,Andrew Johnson,writein,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Harrison Bullard,Will Jaeger,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-13,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-04,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-06,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-06,Will Jaeger,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-13,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-05,Andrew Johnson,Will Jaeger,Harrison Bullard
MINNEAPOLIS W-12 P-06,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-04,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-01,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-11,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-08,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,skipped,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-08,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-12,Andrew Johnson,Harrison Bullard,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,Will Jaeger,skipped
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-09,Will Jaeger,Andrew Johnson,Harrison Bullard
MINNEAPOLIS W-12 P-01,Andrew Johnson,Harrison Bullard,Will Jaeger
MINNEAPOLIS W-12 P-03,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-12,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-02,Andrew Johnson,skipped,skipped
MINNEAPOLIS W-12 P-10,Andrew Johnson,Andrew Johnson,Andrew Johnson
MINNEAPOLIS W-12 P-05,Andrew Johnson,skipped,skipped
