precinct,rank1,rank2,rank3
2001-04-08,Grant Cermak,writein,skipped
2001-04-03,Grant Cermak,writein,writein
2001-04-02,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-03,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-04,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-04,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-05,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-08,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-09,Grant Cermak,Marcus Harcus,Barbara A. Johnson
2001-04-01,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-02,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-02,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-02,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-02,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-05,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-06,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-06,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-06,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-06,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-07,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-08,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-09,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-10,Grant Cermak,Marcus Harcus,Troy Parker
2001-04-04,Grant Cermak,Marcus Harcus,writein
2001-04-01,Grant Cermak,Marcus Harcus,skipped
2001-04-01,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-02,Grant Cermak,Marcus Harcus,skipped
2001-04-03,Grant Cermak,Marcus Harcus,skipped
2001-04-04,Grant Cermak,Marcus Harcus,skipped
2001-04-04,Grant Cermak,Marcus Harcus,skipped
2001-04-04,Grant Cermak,Marcus Harcus,skipped
2001-04-04,Grant Cermak,Marcus Harcus,skipped
2001-04-07,Grant Cermak,Marcus Harcus,skipped
2001-04-07,Grant Cermak,Marcus Harcus,skipped
2001-04-07,Grant Cermak,Marcus Harcus,skipped
2001-04-08,Grant Cermak,Marcus Harcus,skipped
2001-04-08,Grant Cermak,Marcus Harcus,skipped
2001-04-10,Grant Cermak,Marcus Harcus,skipped
2001-04-10,Grant Cermak,Marcus Harcus,skipped
2001-04-10,Grant Cermak,Marcus Harcus,skipped
2001-04-04,Grant Cermak,writein,skipped
2001-04-04,Grant Cermak,Barbara A. Johnson,writein
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-01,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-02,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-03,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-03,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-04,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-04,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-06,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-06,Grant Cermak,Barbara A. Johnson,Marcus Harcus
2001-04-08,Grant Cermak,Barbara A. Johnson,Marcus Harcus
