Precinct,rank1,rank2,rank3
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,skipped,skipped
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Yussuf Haji,Yussuf Haji,Yussuf Haji
MINNEAPOLIS W-9 P-09,Mickey Moore,skipped,skipped
MINNEAPOLIS W-9 P-09,Mickey Moore,skipped,skipped
