precinct,rank1,rank2,rank3
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-08,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-04,Mohamud Noor,Abdi Warsame,skipped
MINNEAPOLIS W-6 P-03,Mohamud Noor,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-05,Mohamud Noor,Abdi Warsame,skipped
MINNEAPOLIS W-6 P-06,Mohamud Noor,Abdi Warsame,skipped
MINNEAPOLIS W-6 P-09,Mohamud Noor,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-09,Mohamud Noor,Abdi Warsame,Fadumo Yusuf
MINNEAPOLIS W-6 P-02,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-02,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-04,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-04,Mohamud Noor,skipped,skipped
MINNEAPOLIS W-6 P-09,Mohamud Noor,Abdi Warsame,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-09,Fadumo Yusuf,Mohamud Noor,Abdi Warsame
MINNEAPOLIS W-6 P-01,Abdi Warsame,Mohamud Noor,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-06,Mohamud Noor,skipped,skipped
MINNEAPOLIS W-6 P-03,Abdi Warsame,Mohamud Noor,Fadumo Yusuf
MINNEAPOLIS W-6 P-04,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-02,Abdi Warsame,skipped,skipped
MINNEAPOLIS W-6 P-08,Abdi Warsame,skipped,skipped
