precinct,rank1,rank2,rank3
2001-05-01,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-01,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-01,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-03,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-04,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-04,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-04,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-05,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-05,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-06,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-06,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-06,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-07,Lennie Chism,Natalie Johnson Lee,Kenya McKnight
2001-05-05,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-06,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-06,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-06,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-06,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-06,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-10,Lennie Chism,Natalie Johnson Lee,Don Samuels
2001-05-04,Lennie Chism,Natalie Johnson Lee,Roger Smithrud
2001-05-05,Lennie Chism,Natalie Johnson Lee,Roger Smithrud
2001-05-03,Lennie Chism,Natalie Johnson Lee,skipped
2001-05-01,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-03,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-03,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-04,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-04,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-05,Lennie Chism,Kenya McKnight,Natalie Johnson Lee
2001-05-01,Lennie Chism,Kenya McKnight,Don Samuels
2001-05-04,Lennie Chism,Kenya McKnight,Don Samuels
2001-05-05,Lennie Chism,Kenya McKnight,Don Samuels
2001-05-06,Lennie Chism,Kenya McKnight,Don Samuels
2001-05-04,Lennie Chism,Kenya McKnight,Roger Smithrud
2001-05-04,Lennie Chism,Kenya McKnight,Roger Smithrud
2001-05-01,Lennie Chism,Kenya McKnight,skipped
2001-05-07,Lennie Chism,Kenya McKnight,skipped
2001-05-06,Lennie Chism,Don Samuels,Natalie Johnson Lee
2001-05-01,Lennie Chism,Don Samuels,Kenya McKnight
2001-05-06,Lennie Chism,Don Samuels,Kenya McKnight
2001-05-06,Lennie Chism,Don Samuels,Kenya McKnight
2001-05-01,Lennie Chism,Don Samuels,skipped
2001-05-01,Lennie Chism,Don Samuels,skipped
2001-05-06,Lennie Chism,Roger Smithrud,Natalie Johnson Lee
2001-05-04,Lennie Chism,Roger Smithrud,Kenya McKnight
2001-05-10,Lennie Chism,Roger Smithrud,Kenya McKnight
2001-05-03,Lennie Chism,Roger Smithrud,Don Samuels
2001-05-05,Lennie Chism,Roger Smithrud,Don Samuels
2001-05-10,Lennie Chism,Roger Smithrud,skipped
2001-05-03,Lennie Chism,skipped,skipped
2001-05-03,Lennie Chism,skipped,skipped
2001-05-03,Lennie Chism,skipped,skipped
2001-05-05,Lennie Chism,skipped,skipped
2001-05-05,Lennie Chism,skipped,skipped
2001-05-05,Lennie Chism,skipped,skipped
2001-05-06,Lennie Chism,skipped,skipped
2001-05-06,Lennie Chism,skipped,skipped
2001-05-06,Lennie Chism,skipped,skipped
2001-05-07,Lennie Chism,skipped,skipped
2001-05-07,Lennie Chism,skipped,skipped
2001-05-10,Lennie Chism,skipped,skipped
2001-05-10,writein,Natalie Johnson Lee,Don Samuels
2001-05-01,writein,Natalie Johnson Lee,Don Samuels
2001-05-10,writein,skipped,skipped
2001-05-04,writein,writein,writein
2001-05-01,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-01,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-01,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-01,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-01,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-02,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-02,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-03,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-04,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-04,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-04,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-05,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-05,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
2001-05-05,Natalie Johnson Lee,Lennie Chism,Kenya McKnight
