precinct,rank1,rank2,rank3
MINNEAPOLIS W-1 P-04,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-02,John Hayden,Jillia Pessenda,Kevin Reich
MINNEAPOLIS W-1 P-03,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-07,Kevin Reich,Jillia Pessenda,John Hayden
MINNEAPOLIS W-1 P-03,John Hayden,Jillia Pessenda,Kevin Reich
MINNEAPOLIS W-1 P-04,Jillia Pessenda,Kevin Reich,writein
MINNEAPOLIS W-1 P-04,Jillia Pessenda,skipped,skipped
MINNEAPOLIS W-1 P-02,Kevin Reich,Jillia Pessenda,John Hayden
MINNEAPOLIS W-1 P-07,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-04,Jillia Pessenda,Kevin Reich,skipped
MINNEAPOLIS W-1 P-08,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-05,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-09,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-02,John Hayden,Kevin Reich,Jillia Pessenda
MINNEAPOLIS W-1 P-09,Jillia Pessenda,Kevin Reich,John Hayden
MINNEAPOLIS W-1 P-03,Jillia Pessenda,Kevin Reich,skipped
MINNEAPOLIS W-1 P-01,Jillia Pessenda,Kevin Reich,skipped
MINNEAPOLIS W-1 P-04,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-05,Jillia Pessenda,Kevin Reich,John Hayden
MINNEAPOLIS W-1 P-09,John Hayden,Jillia Pessenda,Kevin Reich
MINNEAPOLIS W-1 P-04,Jillia Pessenda,John Hayden,Kevin Reich
MINNEAPOLIS W-1 P-03,Jillia Pessenda,Kevin Reich,John Hayden
MINNEAPOLIS W-1 P-02,Jillia Pessenda,John Hayden,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-04,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-06,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-08,Kevin Reich,John Hayden,skipped
MINNEAPOLIS W-1 P-08,Jillia Pessenda,skipped,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-09,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-10,Jillia Pessenda,Kevin Reich,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,John Hayden,Jillia Pessenda
MINNEAPOLIS W-1 P-08,Kevin Reich,skipped,skipped
MINNEAPOLIS W-1 P-02,Jillia Pessenda,skipped,skipped
MINNEAPOLIS W-1 P-07,Jillia Pessenda,skipped,skipped
MINNEAPOLIS W-1 P-02,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-03,Kevin Reich,Jillia Pessenda,skipped
MINNEAPOLIS W-1 P-08,Kevin Reich,Jillia Pessenda,John Hayden
MINNEAPOLIS W-1 P-01,Jillia Pessenda,skipped,skipped
