precinct,rank1,rank2,rank3
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,skipped,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-05,skipped,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-09,skipped,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,skipped,skipped,skipped
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-09,writein,writein,writein
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-03,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,skipped,skipped,skipped
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-03,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-09,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-03,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-07,skipped,skipped,skipped
MINNEAPOLIS W-2 P-09,skipped,skipped,skipped
MINNEAPOLIS W-2 P-07,skipped,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-05,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-06,skipped,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-05,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-03,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,writein,skipped
MINNEAPOLIS W-2 P-11,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-06,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-02,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-08,Cam Gordon,Cam Gordon,Cam Gordon
MINNEAPOLIS W-2 P-08,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-01,Cam Gordon,skipped,skipped
MINNEAPOLIS W-2 P-09,Cam Gordon,skipped,skipped
