precinct,rank1,rank2,rank3
MINNEAPOLIS W-11 P-04,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-06,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-09,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-06,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-02,John Quincy,Jeremy Schroeder,Erica Mauter
MINNEAPOLIS W-11 P-10,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-05,Jeremy Schroeder,John Quincy,Erica Mauter
MINNEAPOLIS W-11 P-03,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-02,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-01,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-01,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-04,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-10,Jeremy Schroeder,John Quincy,Erica Mauter
MINNEAPOLIS W-11 P-04,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-05,John Quincy,Jeremy Schroeder,Erica Mauter
MINNEAPOLIS W-11 P-08,Jeremy Schroeder,John Quincy,skipped
MINNEAPOLIS W-11 P-05,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-02,John Quincy,Erica Mauter,skipped
MINNEAPOLIS W-11 P-02,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,John Quincy,writein
MINNEAPOLIS W-11 P-04,Erica Mauter,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-10,Jeremy Schroeder,John Quincy,skipped
MINNEAPOLIS W-11 P-10,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-01,John Quincy,skipped,skipped
MINNEAPOLIS W-11 P-06,Erica Mauter,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-05,Jeremy Schroeder,John Quincy,Erica Mauter
MINNEAPOLIS W-11 P-05,John Quincy,writein,writein
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,John Quincy,Erica Mauter
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,John Quincy,Erica Mauter
MINNEAPOLIS W-11 P-07,John Quincy,Erica Mauter,Jeremy Schroeder
MINNEAPOLIS W-11 P-10,Jeremy Schroeder,John Quincy,skipped
MINNEAPOLIS W-11 P-08,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-02,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-06,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-01,John Quincy,skipped,skipped
MINNEAPOLIS W-11 P-04,John Quincy,Jeremy Schroeder,Erica Mauter
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-02,Erica Mauter,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,skipped,skipped
MINNEAPOLIS W-11 P-06,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-09,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-09,Jeremy Schroeder,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-08,Erica Mauter,Jeremy Schroeder,John Quincy
MINNEAPOLIS W-11 P-02,John Quincy,Erica Mauter,John Quincy
MINNEAPOLIS W-11 P-01,Jeremy Schroeder,John Quincy,writein
MINNEAPOLIS W-11 P-03,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-04,Erica Mauter,John Quincy,Jeremy Schroeder
MINNEAPOLIS W-11 P-04,John Quincy,Erica Mauter,Jeremy Schroeder
MINNEAPOLIS W-11 P-06,Erica Mauter,John Quincy,skipped
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,skipped,skipped
MINNEAPOLIS W-11 P-07,Jeremy Schroeder,Erica Mauter,skipped
MINNEAPOLIS W-11 P-01,John Quincy,Jeremy Schroeder,skipped
MINNEAPOLIS W-11 P-05,John Quincy,Jeremy Schroeder,Erica Mauter
MINNEAPOLIS W-11 P-02,Jeremy Schroeder,skipped,skipped
MINNEAPOLIS W-11 P-04,Erica Mauter,Jeremy Schroeder,John Quincy
