precinct,rank1,rank2,rank3
2001-02-05,writein,writein,Cam Gordon
2001-02-08,Allen A. Aigbogun,writein,skipped
2001-02-05,Allen A. Aigbogun,writein,Cam Gordon
2001-02-02,Allen A. Aigbogun,writein,writein
2001-02-01,Allen A. Aigbogun,Cam Gordon,writein
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-01,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-02,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-03,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-04,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-04,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-04,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-04,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-05,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-05,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-05,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-05,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-05,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-06,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-06,Allen A. Aigbogun,Cam Gordon,skipped
2001-02-06,Allen A. Aigbogun,Cam Gordon,skipped
