precinct,rank1,rank2,rank3
13-06,writein,skipped,skipped
13-03,Kris Broberg,writein,skipped
13-09,Kris Broberg,writein,Joseph Henry
13-06,Kris Broberg,writein,skipped
13-10,Kris Broberg,writein,writein
13-05,Kris Broberg,writein,skipped
13-08,Kris Broberg,writein,writein
13-04,Kris Broberg,writein,Joseph Henry
13-05,Kris Broberg,writein,writein
13-08,Kris Broberg,Joseph Henry,writein
13-03,Kris Broberg,Joseph Henry,writein
13-03,Kris Broberg,Joseph Henry,writein
13-03,Kris Broberg,Joseph Henry,writein
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-02,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-03,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-04,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-05,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-06,Kris Broberg,Joseph Henry,Betsy Hodges
13-07,Kris Broberg,Joseph Henry,Betsy Hodges
13-07,Kris Broberg,Joseph Henry,Betsy Hodges
13-07,Kris Broberg,Joseph Henry,Betsy Hodges
13-07,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
13-08,Kris Broberg,Joseph Henry,Betsy Hodges
