,0,1,2,3,4,5,6,7,8,9,10,11,12
1,Write-In cells: 162,,,,,,,,,,,,
2,Overvote cells: 371,,,,,,,,,,,,
3,Bill Perkins: 0,,,,,,,,,,,,
4,William A. Allen: 1,,,,,,,,,,,,
5,Bernadette McNear: 2,,,,,,,,,,,,
6,Keith Taylor: 3,,,,,,,,,,,,
7,Athena Moore: 4,,,,,,,,,,,,
8,Billy Council: 5,,,,,,,,,,,,
9,Pierre A. Gooding: 6,,,,,,,,,,,,
10,Cordell Cleare: 7,,,,,,,,,,,,
11,Kristin Richardson Jordan: 8,,,,,,,,,,,,
12,Sheba T. Simpson-Amsterdam: 9,,,,,,,,,,,,
13,Ruth L. McDaniels: 10,,,,,,,,,,,,
14,Joshua Albert Clennon: 11,,,,,,,,,,,,
15,Mario Rosser: 12,,,,,,,,,,,,
69767,8,12.0,11.0,3.0,7.0,,,,,,,,
69768,0,3.0,10.0,1.0,4.0,,,,,,,,
69769,7,1.0,12.0,0.0,4.0,,,,,,,,
69770,0,1.0,6.0,,,,,,,,,,
69771,4,7.0,1.0,11.0,5.0,,,,,,,,
69772,11,4.0,7.0,12.0,0.0,,,,,,,,
69773,0,7.0,3.0,10.0,,,,,,,,,
69774,1,,,,,,,,,,,,
69775,11,8.0,,,,,,,,,,,
69777,10,8.0,4.0,,,,,,,,,,
69778,11,12.0,8.0,4.0,,,,,,,,,
69779,6,12.0,0.0,7.0,11.0,,,,,,,,
69780,1,,,,,,,,,,,,
69781,7,,,,,,,,,,,,
69782,0,10.0,3.0,7.0,,,,,,,,,
69783,12,,,,,,,,,,,,
69784,8,3.0,1.0,,,,,,,,,,
69785,7,1.0,11.0,4.0,8.0,,,,,,,,
69786,4,9.0,11.0,10.0,2.0,,,,,,,,
69788,3,,,,,,,,,,,,
69789,5,6.0,11.0,12.0,10.0,,,,,,,,
69790,7,1.0,,,,,,,,,,,
69791,8,,,,,,,,,,,,
69792,4,2.0,10.0,11.0,3.0,,,,,,,,
69794,4,12.0,1.0,0.0,7.0,,,,,,,,
69795,0,4.0,,,,,,,,,,,
69796,2,10.0,11.0,5.0,12.0,,,,,,,,
69797,0,,,,,,,,,,,,
69798,11,6.0,9.0,4.0,10.0,,,,,,,,
69799,11,7.0,6.0,,,,,,,,,,
69800,8,,,,,,,,,,,,
69801,7,12.0,1.0,4.0,6.0,,,,,,,,
69802,12,11.0,6.0,7.0,9.0,,,,,,,,
69803,12,4.0,3.0,,,,,,,,,,
69804,8,4.0,7.0,11.0,,,,,,,,,
69805,0,2.0,,,,,,,,,,,
69806,4,7.0,0.0,12.0,,,,,,,,,
69807,11,10.0,1.0,4.0,6.0,,,,,,,,
69808,8,10.0,1.0,,,,,,,,,,
69809,4,,,,,,,,,,,,
69810,8,,,,,,,,,,,,
69811,1,8.0,0.0,5.0,7.0,,,,,,,,
69812,8,,,,,,,,,,,,
69813,8,7.0,11.0,6.0,4.0,,,,,,,,
69814,8,12.0,,,,,,,,,,,
69815,12,4.0,6.0,3.0,,,,,,,,,
69816,0,,,,,,,,,,,,
69817,4,8.0,1.0,10.0,9.0,,,,,,,,
69818,7,1.0,4.0,9.0,8.0,,,,,,,,
69819,4,12.0,1.0,6.0,8.0,,,,,,,,
69821,4,3.0,8.0,12.0,6.0,,,,,,,,
69822,6,7.0,11.0,8.0,4.0,,,,,,,,
69823,7,8.0,3.0,4.0,,,,,,,,,
69824,8,4.0,2.0,9.0,10.0,,,,,,,,
69825,4,12.0,8.0,,,,,,,,,,
69827,0,10.0,,,,,,,,,,,
69828,4,0.0,6.0,10.0,11.0,,,,,,,,
69829,8,12.0,1.0,,,,,,,,,,
69830,0,1.0,3.0,4.0,9.0,,,,,,,,
69831,0,3.0,1.0,,,,,,,,,,
71532,8,9.0,4.0,10.0,7.0,,,,,,,,
71533,10,2.0,9.0,12.0,1.0,,,,,,,,
71534,8,9.0,5.0,12.0,11.0,,,,,,,,
71535,11,9.0,7.0,1.0,6.0,,,,,,,,
71536,7,4.0,11.0,5.0,8.0,,,,,,,,
71537,11,3.0,,,,,,,,,,,
71539,0,3.0,10.0,8.0,2.0,,,,,,,,
71540,8,11.0,4.0,,,,,,,,,,
71541,7,,,,,,,,,,,,
71542,11,4.0,8.0,2.0,10.0,,,,,,,,
71543,12,8.0,0.0,9.0,4.0,,,,,,,,
71544,0,4.0,,,,,,,,,,,
71545,10,8.0,6.0,3.0,7.0,,,,,,,,
71546,8,10.0,7.0,9.0,12.0,,,,,,,,
71547,0,6.0,10.0,12.0,,,,,,,,,
71548,8,,,,,,,,,,,,
71549,8,11.0,,,,,,,,,,,
71550,7,8.0,4.0,,,,,,,,,,
71551,4,12.0,11.0,3.0,0.0,,,,,,,,
71552,7,10.0,4.0,9.0,3.0,,,,,,,,
71553,4,7.0,8.0,12.0,,,,,,,,,
71554,11,0.0,12.0,8.0,6.0,,,,,,,,
71555,7,8.0,5.0,1.0,6.0,,,,,,,,
71556,10,7.0,,,,,,,,,,,
71557,0,,,,,,,,,,,,
71559,4,12.0,11.0,,,,,,,,,,
71560,5,,,,,,,,,,,,
71561,1,0.0,5.0,,,,,,,,,,
71562,5,1.0,,,,,,,,,,,
71563,0,10.0,12.0,,,,,,,,,,
71564,8,7.0,11.0,4.0,,,,,,,,,
71565,1,7.0,0.0,6.0,,,,,,,,,
71566,8,4.0,11.0,12.0,9.0,,,,,,,,
71567,8,7.0,4.0,6.0,11.0,,,,,,,,
71568,8,12.0,4.0,,,,,,,,,,
71569,4,8.0,12.0,10.0,7.0,,,,,,,,
71570,8,0.0,,,,,,,,,,,
71571,3,4.0,,,,,,,,,,,
71572,4,12.0,,,,,,,,,,,
71573,4,7.0,9.0,8.0,,,,,,,,,
71574,8,3.0,4.0,1.0,11.0,,,,,,,,
71575,0,,,,,,,,,,,,
71576,7,,,,,,,,,,,,
71578,12,0.0,8.0,,,,,,,,,,
71579,7,1.0,10.0,11.0,8.0,,,,,,,,
71580,10,4.0,,,,,,,,,,,
71581,0,8.0,4.0,,,,,,,,,,
71582,7,,,,,,,,,,,,
71583,6,8.0,10.0,3.0,0.0,,,,,,,,
71584,3,4.0,,,,,,,,,,,
71585,0,,,,,,,,,,,,
71586,1,7.0,,,,,,,,,,,
71587,7,11.0,8.0,4.0,12.0,,,,,,,,
71588,1,3.0,0.0,,,,,,,,,,
71589,0,3.0,9.0,8.0,4.0,,,,,,,,
71590,12,,,,,,,,,,,,
71591,8,2.0,5.0,7.0,3.0,,,,,,,,
71592,4,,,,,,,,,,,,
71593,11,12.0,5.0,,,,,,,,,,
71594,8,5.0,,,,,,,,,,,
71595,3,4.0,12.0,7.0,11.0,,,,,,,,
71596,0,10.0,4.0,8.0,7.0,,,,,,,,
71597,8,,,,,,,,,,,,
71598,12,11.0,9.0,3.0,1.0,,,,,,,,
71599,8,10.0,1.0,7.0,11.0,,,,,,,,
71600,12,9.0,4.0,2.0,,,,,,,,,
71601,5,7.0,,,,,,,,,,,
71602,7,11.0,12.0,,,,,,,,,,
71603,4,5.0,3.0,1.0,6.0,,,,,,,,
71604,8,4.0,,,,,,,,,,,
71605,0,4.0,11.0,12.0,8.0,,,,,,,,
71606,10,2.0,7.0,6.0,9.0,,,,,,,,
71607,0,3.0,7.0,11.0,,,,,,,,,
71608,8,,,,,,,,,,,,
71609,12,8.0,7.0,,,,,,,,,,
71610,8,12.0,,,,,,,,,,,
71611,12,11.0,8.0,4.0,9.0,,,,,,,,
71612,8,11.0,7.0,12.0,4.0,,,,,,,,
71613,8,12.0,10.0,,,,,,,,,,
71614,0,6.0,4.0,2.0,8.0,,,,,,,,
71616,8,10.0,1.0,4.0,9.0,,,,,,,,
71617,8,7.0,3.0,11.0,6.0,,,,,,,,
71618,1,10.0,9.0,11.0,,,,,,,,,
71619,12,7.0,4.0,,,,,,,,,,
71620,9,,,,,,,,,,,,
71621,12,7.0,,,,,,,,,,,
71622,0,3.0,1.0,8.0,2.0,,,,,,,,
71623,8,11.0,,,,,,,,,,,
71624,8,10.0,4.0,2.0,9.0,,,,,,,,
71625,11,8.0,,,,,,,,,,,
71627,9,11.0,,,,,,,,,,,
71628,0,2.0,4.0,10.0,7.0,,,,,,,,
71629,8,11.0,12.0,,,,,,,,,,
71631,0,8.0,4.0,7.0,,,,,,,,,
71633,12,10.0,2.0,8.0,1.0,,,,,,,,
71634,8,11.0,12.0,,,,,,,,,,
71635,7,11.0,6.0,8.0,10.0,,,,,,,,
71636,4,6.0,3.0,7.0,2.0,,,,,,,,
71638,10,12.0,2.0,,,,,,,,,,
71640,4,2.0,10.0,3.0,8.0,,,,,,,,
71642,8,,,,,,,,,,,,
71643,4,7.0,12.0,3.0,11.0,,,,,,,,
71644,1,,,,,,,,,,,,
71645,7,4.0,11.0,5.0,,,,,,,,,
71646,8,4.0,1.0,,,,,,,,,,
71647,0,2.0,8.0,9.0,11.0,,,,,,,,
71648,8,7.0,,,,,,,,,,,
71649,0,7.0,,,,,,,,,,,
71650,3,4.0,,,,,,,,,,,
71651,7,6.0,1.0,11.0,0.0,,,,,,,,
71652,0,,,,,,,,,,,,
71653,10,8.0,4.0,5.0,11.0,,,,,,,,
71654,12,8.0,7.0,4.0,,,,,,,,,
71655,4,12.0,8.0,7.0,0.0,,,,,,,,
71656,0,6.0,1.0,5.0,,,,,,,,,
71657,0,,,,,,,,,,,,
71658,4,3.0,12.0,2.0,7.0,,,,,,,,
71659,8,7.0,6.0,,,,,,,,,,
71660,7,,,,,,,,,,,,
71661,4,1.0,7.0,0.0,6.0,,,,,,,,
71662,5,,,,,,,,,,,,
71663,0,,,,,,,,,,,,
71664,8,4.0,11.0,12.0,,,,,,,,,
71665,5,10.0,,,,,,,,,,,
71667,8,4.0,11.0,7.0,10.0,,,,,,,,
71668,12,0.0,,,,,,,,,,,
71669,12,1.0,8.0,6.0,7.0,,,,,,,,
71670,7,12.0,4.0,,,,,,,,,,
71671,12,11.0,6.0,9.0,5.0,,,,,,,,
71672,4,0.0,2.0,8.0,10.0,,,,,,,,
71673,7,4.0,1.0,5.0,9.0,,,,,,,,
71674,12,4.0,0.0,3.0,8.0,,,,,,,,
71675,8,3.0,11.0,2.0,6.0,,,,,,,,
71676,0,11.0,7.0,4.0,12.0,,,,,,,,
71677,0,7.0,8.0,,,,,,,,,,
71678,12,,,,,,,,,,,,
71679,12,9.0,4.0,8.0,2.0,,,,,,,,
71680,7,4.0,11.0,8.0,2.0,,,,,,,,
71681,8,4.0,9.0,,,,,,,,,,
71682,7,8.0,0.0,,,,,,,,,,
71683,8,4.0,7.0,10.0,6.0,,,,,,,,
72797,3,5.0,4.0,12.0,,,,,,,,,
72798,4,3.0,,,,,,,,,,,
72799,12,,,,,,,,,,,,
72800,0,8.0,10.0,3.0,5.0,,,,,,,,
72802,8,11.0,,,,,,,,,,,
72803,8,7.0,11.0,6.0,4.0,,,,,,,,
72805,8,,,,,,,,,,,,
72807,1,4.0,7.0,8.0,9.0,,,,,,,,
72808,0,3.0,,,,,,,,,,,
72809,8,4.0,7.0,9.0,,,,,,,,,
72810,7,0.0,12.0,4.0,8.0,,,,,,,,
72811,4,8.0,,,,,,,,,,,
72812,3,0.0,,,,,,,,,,,
72813,7,11.0,8.0,5.0,12.0,,,,,,,,
72814,12,,,,,,,,,,,,
72815,8,0.0,,,,,,,,,,,
72816,7,1.0,0.0,,,,,,,,,,
72817,1,4.0,7.0,,,,,,,,,,
72818,0,,,,,,,,,,,,
72819,8,7.0,4.0,9.0,12.0,,,,,,,,
72820,7,8.0,10.0,11.0,6.0,,,,,,,,
72821,4,0.0,8.0,1.0,3.0,,,,,,,,
72822,0,9.0,,,,,,,,,,,
72824,8,11.0,12.0,1.0,,,,,,,,,
72826,8,,,,,,,,,,,,
72827,7,3.0,11.0,6.0,1.0,,,,,,,,
72828,12,8.0,11.0,,,,,,,,,,
72829,8,11.0,5.0,,,,,,,,,,
72830,8,4.0,1.0,5.0,0.0,,,,,,,,
72832,11,8.0,6.0,12.0,5.0,,,,,,,,
72833,7,0.0,2.0,4.0,9.0,,,,,,,,
72834,3,4.0,,,,,,,,,,,
72835,12,1.0,11.0,8.0,6.0,,,,,,,,
72836,12,4.0,11.0,3.0,7.0,,,,,,,,
72837,4,3.0,10.0,12.0,,,,,,,,,
72838,7,,,,,,,,,,,,
72839,8,4.0,2.0,10.0,9.0,,,,,,,,
72840,8,12.0,,,,,,,,,,,
72841,3,5.0,4.0,1.0,6.0,,,,,,,,
72842,7,4.0,11.0,10.0,,,,,,,,,
72843,4,12.0,3.0,0.0,,,,,,,,,
72844,0,,,,,,,,,,,,
72845,12,7.0,,,,,,,,,,,
72846,0,12.0,4.0,7.0,11.0,,,,,,,,
72847,4,,,,,,,,,,,,
72848,8,11.0,12.0,,,,,,,,,,
72849,11,,,,,,,,,,,,
72850,7,11.0,3.0,10.0,4.0,,,,,,,,
72851,0,10.0,6.0,8.0,11.0,,,,,,,,
72852,8,11.0,7.0,4.0,6.0,,,,,,,,
72855,0,10.0,9.0,4.0,6.0,,,,,,,,
72856,8,,,,,,,,,,,,
72857,8,0.0,,,,,,,,,,,
72858,7,12.0,4.0,9.0,,,,,,,,,
72859,8,11.0,9.0,,,,,,,,,,
72860,3,0.0,2.0,10.0,9.0,,,,,,,,
72861,0,4.0,,,,,,,,,,,
72862,0,8.0,6.0,10.0,3.0,,,,,,,,
72863,7,4.0,8.0,10.0,12.0,,,,,,,,
72864,8,12.0,,,,,,,,,,,
72865,2,10.0,,,,,,,,,,,
72866,8,11.0,,,,,,,,,,,
72867,12,4.0,8.0,3.0,0.0,,,,,,,,
72868,1,7.0,3.0,4.0,,,,,,,,,
72869,8,11.0,,,,,,,,,,,
72871,8,3.0,6.0,1.0,10.0,,,,,,,,
72873,8,11.0,9.0,12.0,4.0,,,,,,,,
72874,3,4.0,8.0,10.0,9.0,,,,,,,,
72875,9,7.0,10.0,4.0,12.0,,,,,,,,
72876,0,,,,,,,,,,,,
72877,3,5.0,9.0,,,,,,,,,,
72878,2,0.0,4.0,12.0,9.0,,,,,,,,
72879,8,4.0,1.0,6.0,10.0,,,,,,,,
72880,8,1.0,7.0,11.0,,,,,,,,,
72881,9,8.0,7.0,4.0,5.0,,,,,,,,
72882,8,4.0,10.0,,,,,,,,,,
72883,8,12.0,2.0,10.0,1.0,,,,,,,,
72884,7,6.0,4.0,10.0,0.0,,,,,,,,
72885,0,2.0,8.0,4.0,9.0,,,,,,,,
72886,5,12.0,11.0,,,,,,,,,,
72887,7,1.0,3.0,4.0,0.0,,,,,,,,
72888,3,5.0,11.0,6.0,4.0,,,,,,,,
72889,7,1.0,,,,,,,,,,,
72890,12,8.0,11.0,7.0,3.0,,,,,,,,
72891,8,0.0,,,,,,,,,,,
72892,8,7.0,9.0,1.0,4.0,,,,,,,,
72893,0,,,,,,,,,,,,
72894,8,4.0,11.0,7.0,1.0,,,,,,,,
72895,8,4.0,12.0,6.0,,,,,,,,,
72897,7,,,,,,,,,,,,
72898,4,,,,,,,,,,,,
72899,8,12.0,11.0,4.0,,,,,,,,,
72900,7,,,,,,,,,,,,
72901,8,7.0,3.0,1.0,6.0,,,,,,,,
72902,7,11.0,3.0,10.0,0.0,,,,,,,,
72903,4,12.0,7.0,10.0,3.0,,,,,,,,
72904,8,11.0,1.0,4.0,12.0,,,,,,,,
72905,0,7.0,,,,,,,,,,,
72906,8,0.0,,,,,,,,,,,
72907,6,0.0,10.0,12.0,3.0,,,,,,,,
72908,7,4.0,3.0,1.0,6.0,,,,,,,,
72909,12,,,,,,,,,,,,
72910,8,12.0,7.0,4.0,,,,,,,,,
72912,11,7.0,4.0,,,,,,,,,,
72913,7,11.0,3.0,4.0,12.0,,,,,,,,
72914,7,4.0,11.0,10.0,,,,,,,,,
72916,7,,,,,,,,,,,,
72917,1,0.0,6.0,3.0,10.0,,,,,,,,
72918,8,1.0,4.0,3.0,12.0,,,,,,,,
72919,11,7.0,8.0,4.0,3.0,,,,,,,,
72920,12,6.0,3.0,0.0,4.0,,,,,,,,
72921,8,9.0,7.0,1.0,,,,,,,,,
72922,10,9.0,4.0,8.0,2.0,,,,,,,,
72923,7,,,,,,,,,,,,
72924,6,0.0,,,,,,,,,,,
72925,12,5.0,7.0,3.0,10.0,,,,,,,,
72926,12,1.0,8.0,,,,,,,,,,
72927,7,5.0,10.0,1.0,4.0,,,,,,,,
72928,8,7.0,4.0,12.0,11.0,,,,,,,,
72929,7,8.0,12.0,10.0,11.0,,,,,,,,
72930,8,4.0,11.0,6.0,9.0,,,,,,,,
72931,12,,,,,,,,,,,,
72932,8,11.0,7.0,12.0,1.0,,,,,,,,
72933,12,8.0,,,,,,,,,,,
72934,1,11.0,6.0,12.0,,,,,,,,,
72935,4,12.0,7.0,8.0,,,,,,,,,
72936,0,8.0,1.0,5.0,7.0,,,,,,,,
72937,0,,,,,,,,,,,,
72938,4,7.0,0.0,3.0,12.0,,,,,,,,
72939,8,11.0,12.0,7.0,5.0,,,,,,,,
72940,12,7.0,8.0,4.0,9.0,,,,,,,,
72941,7,1.0,6.0,4.0,3.0,,,,,,,,
72942,0,8.0,5.0,9.0,,,,,,,,,
72943,12,4.0,11.0,7.0,,,,,,,,,
72944,4,7.0,0.0,6.0,8.0,,,,,,,,
72945,8,11.0,10.0,12.0,4.0,,,,,,,,
72946,1,,,,,,,,,,,,
72947,6,7.0,,,,,,,,,,,
72948,3,4.0,8.0,7.0,10.0,,,,,,,,
72950,12,0.0,8.0,,,,,,,,,,
72951,8,12.0,4.0,7.0,,,,,,,,,
72952,4,7.0,1.0,,,,,,,,,,
72953,4,0.0,2.0,8.0,,,,,,,,,
72954,7,12.0,,,,,,,,,,,
72955,4,8.0,0.0,6.0,1.0,,,,,,,,
72956,8,7.0,0.0,1.0,5.0,,,,,,,,
72957,10,,,,,,,,,,,,
72958,1,8.0,10.0,,,,,,,,,,
72959,7,11.0,3.0,4.0,8.0,,,,,,,,
72960,12,4.0,11.0,,,,,,,,,,
72961,2,12.0,,,,,,,,,,,
72962,9,4.0,8.0,10.0,2.0,,,,,,,,
72963,4,,,,,,,,,,,,
72964,0,10.0,1.0,9.0,6.0,,,,,,,,
72965,7,12.0,4.0,9.0,,,,,,,,,
72966,12,8.0,4.0,7.0,,,,,,,,,
72967,7,11.0,8.0,,,,,,,,,,
72968,3,4.0,0.0,6.0,11.0,,,,,,,,
72970,12,,,,,,,,,,,,
72971,6,7.0,0.0,,,,,,,,,,
72972,8,2.0,10.0,3.0,7.0,,,,,,,,
72973,7,5.0,8.0,12.0,4.0,,,,,,,,
72974,12,8.0,6.0,11.0,7.0,,,,,,,,
72975,1,,,,,,,,,,,,
72977,0,10.0,7.0,8.0,4.0,,,,,,,,
72978,0,,,,,,,,,,,,
72979,8,11.0,,,,,,,,,,,
72980,10,8.0,1.0,,,,,,,,,,
72981,1,7.0,4.0,10.0,11.0,,,,,,,,
72983,2,9.0,3.0,,,,,,,,,,
72984,6,,,,,,,,,,,,
72985,0,7.0,,,,,,,,,,,
72986,8,10.0,4.0,3.0,9.0,,,,,,,,
72987,0,4.0,10.0,9.0,2.0,,,,,,,,
72988,7,4.0,12.0,8.0,11.0,,,,,,,,
72989,7,4.0,11.0,12.0,,,,,,,,,
72990,7,,,,,,,,,,,,
72991,8,7.0,9.0,11.0,,,,,,,,,
72992,4,11.0,7.0,3.0,12.0,,,,,,,,
72993,8,7.0,0.0,11.0,4.0,,,,,,,,
72994,8,7.0,10.0,1.0,9.0,,,,,,,,
72995,7,11.0,,,,,,,,,,,
72996,12,0.0,4.0,6.0,9.0,,,,,,,,
72997,4,0.0,3.0,,,,,,,,,,
72998,1,7.0,11.0,10.0,4.0,,,,,,,,
72999,3,8.0,,,,,,,,,,,
73000,11,4.0,8.0,1.0,12.0,,,,,,,,
73001,12,8.0,6.0,,,,,,,,,,
73002,0,3.0,,,,,,,,,,,
73003,8,4.0,6.0,1.0,12.0,,,,,,,,
73005,8,4.0,12.0,7.0,,,,,,,,,
73006,4,12.0,7.0,0.0,8.0,,,,,,,,
73007,8,4.0,1.0,2.0,10.0,,,,,,,,
73008,8,3.0,7.0,11.0,4.0,,,,,,,,
73009,7,4.0,2.0,10.0,9.0,,,,,,,,
73010,12,7.0,,,,,,,,,,,
73011,8,2.0,4.0,11.0,,,,,,,,,
73012,8,0.0,,,,,,,,,,,
73013,4,1.0,0.0,11.0,6.0,,,,,,,,
73014,0,3.0,10.0,5.0,4.0,,,,,,,,
73015,7,6.0,12.0,,,,,,,,,,
73016,8,12.0,,,,,,,,,,,
73017,3,,,,,,,,,,,,
73018,8,10.0,6.0,,,,,,,,,,
73019,7,12.0,5.0,11.0,10.0,,,,,,,,
73020,8,11.0,,,,,,,,,,,
73021,2,9.0,5.0,11.0,12.0,,,,,,,,
73022,5,3.0,12.0,,,,,,,,,,
73023,3,7.0,1.0,,,,,,,,,,
73024,8,7.0,11.0,6.0,9.0,,,,,,,,
73025,0,10.0,5.0,1.0,4.0,,,,,,,,
73026,11,7.0,12.0,8.0,4.0,,,,,,,,
73027,4,7.0,12.0,3.0,10.0,,,,,,,,
73028,8,10.0,3.0,7.0,9.0,,,,,,,,
73029,0,,,,,,,,,,,,
73030,9,3.0,10.0,2.0,8.0,,,,,,,,
73032,8,7.0,6.0,5.0,0.0,,,,,,,,
73033,12,8.0,,,,,,,,,,,
73034,12,8.0,4.0,11.0,0.0,,,,,,,,
73035,0,,,,,,,,,,,,
73036,11,8.0,7.0,9.0,12.0,,,,,,,,
73037,8,1.0,7.0,9.0,4.0,,,,,,,,
73038,8,0.0,1.0,3.0,9.0,,,,,,,,
73039,12,8.0,10.0,0.0,,,,,,,,,
73040,12,4.0,,,,,,,,,,,
73041,4,0.0,6.0,3.0,10.0,,,,,,,,
73042,7,1.0,8.0,12.0,,,,,,,,,
73043,4,8.0,2.0,12.0,0.0,,,,,,,,
73045,8,7.0,4.0,,,,,,,,,,
73046,4,11.0,12.0,8.0,7.0,,,,,,,,
73047,11,0.0,,,,,,,,,,,
73048,11,4.0,,,,,,,,,,,
73049,12,8.0,,,,,,,,,,,
73050,8,,,,,,,,,,,,
73051,8,0.0,,,,,,,,,,,
73052,8,1.0,4.0,12.0,9.0,,,,,,,,
73053,3,10.0,8.0,1.0,12.0,,,,,,,,
73054,0,3.0,,,,,,,,,,,
73055,4,2.0,8.0,9.0,12.0,,,,,,,,
73056,8,3.0,0.0,12.0,1.0,,,,,,,,
73057,7,,,,,,,,,,,,
73058,3,,,,,,,,,,,,
73059,8,3.0,0.0,4.0,7.0,,,,,,,,
73060,12,7.0,0.0,4.0,8.0,,,,,,,,
73061,4,11.0,12.0,7.0,8.0,,,,,,,,
73062,8,12.0,,,,,,,,,,,
73063,7,8.0,0.0,,,,,,,,,,
73064,7,5.0,4.0,12.0,3.0,,,,,,,,
73065,4,11.0,3.0,7.0,10.0,,,,,,,,
73066,8,3.0,7.0,0.0,6.0,,,,,,,,
73067,7,0.0,,,,,,,,,,,
73068,1,,,,,,,,,,,,
73070,10,8.0,1.0,3.0,9.0,,,,,,,,
73071,3,4.0,7.0,5.0,0.0,,,,,,,,
73072,0,8.0,4.0,9.0,11.0,,,,,,,,
73073,4,0.0,11.0,5.0,12.0,,,,,,,,
73075,10,8.0,4.0,,,,,,,,,,
73076,7,10.0,12.0,8.0,0.0,,,,,,,,
73077,3,1.0,6.0,8.0,2.0,,,,,,,,
73078,8,4.0,7.0,11.0,2.0,,,,,,,,
73079,8,11.0,1.0,12.0,,,,,,,,,
73080,8,,,,,,,,,,,,
73082,11,,,,,,,,,,,,
73083,12,11.0,7.0,5.0,,,,,,,,,
73084,4,0.0,,,,,,,,,,,
73086,12,,,,,,,,,,,,
73087,4,12.0,7.0,9.0,11.0,,,,,,,,
73088,8,7.0,12.0,,,,,,,,,,
73089,6,,,,,,,,,,,,
73090,0,,,,,,,,,,,,
73091,8,,,,,,,,,,,,
73092,0,8.0,12.0,,,,,,,,,,
73093,0,,,,,,,,,,,,
73094,8,12.0,0.0,,,,,,,,,,
73095,1,0.0,5.0,6.0,10.0,,,,,,,,
73096,8,11.0,4.0,1.0,6.0,,,,,,,,
73097,8,,,,,,,,,,,,
73098,3,4.0,7.0,9.0,,,,,,,,,
73099,4,,,,,,,,,,,,
73100,8,12.0,4.0,11.0,7.0,,,,,,,,
73101,11,12.0,3.0,,,,,,,,,,
73102,7,8.0,,,,,,,,,,,
73103,4,3.0,12.0,5.0,9.0,,,,,,,,
73104,0,11.0,6.0,1.0,8.0,,,,,,,,
73105,3,11.0,9.0,12.0,7.0,,,,,,,,
73106,7,,,,,,,,,,,,
73107,1,8.0,,,,,,,,,,,
73108,7,,,,,,,,,,,,
73109,7,8.0,,,,,,,,,,,
73110,4,,,,,,,,,,,,
73111,8,6.0,,,,,,,,,,,
73112,8,0.0,,,,,,,,,,,
73113,11,0.0,,,,,,,,,,,
73114,0,,,,,,,,,,,,
73115,8,12.0,11.0,4.0,,,,,,,,,
73116,8,7.0,12.0,,,,,,,,,,
73117,7,4.0,,,,,,,,,,,
73118,9,7.0,10.0,8.0,4.0,,,,,,,,
73119,7,,,,,,,,,,,,
73120,7,0.0,,,,,,,,,,,
73122,8,4.0,,,,,,,,,,,
73123,1,,,,,,,,,,,,
73124,10,9.0,,,,,,,,,,,
73125,12,5.0,,,,,,,,,,,
73126,11,0.0,5.0,6.0,,,,,,,,,
73127,8,11.0,12.0,,,,,,,,,,
73128,7,,,,,,,,,,,,
73129,0,8.0,10.0,3.0,11.0,,,,,,,,
73130,1,7.0,0.0,,,,,,,,,,
73131,11,12.0,0.0,7.0,4.0,,,,,,,,
73132,7,8.0,4.0,9.0,2.0,,,,,,,,
73133,0,1.0,2.0,10.0,,,,,,,,,
73134,6,3.0,12.0,9.0,11.0,,,,,,,,
73135,8,,,,,,,,,,,,
73136,8,4.0,7.0,11.0,2.0,,,,,,,,
73137,7,,,,,,,,,,,,
73138,4,7.0,0.0,1.0,,,,,,,,,
73139,12,4.0,8.0,7.0,9.0,,,,,,,,
73140,6,7.0,5.0,1.0,9.0,,,,,,,,
73141,12,7.0,8.0,4.0,10.0,,,,,,,,
73142,0,4.0,1.0,10.0,3.0,,,,,,,,
73143,7,12.0,3.0,,,,,,,,,,
73144,8,0.0,1.0,,,,,,,,,,
73145,0,1.0,,,,,,,,,,,
73146,0,8.0,10.0,12.0,,,,,,,,,
73147,0,7.0,,,,,,,,,,,
73148,1,10.0,4.0,0.0,5.0,,,,,,,,
73150,8,12.0,0.0,,,,,,,,,,
73151,8,,,,,,,,,,,,
73153,0,,,,,,,,,,,,
73154,0,7.0,10.0,4.0,3.0,,,,,,,,
73155,8,,,,,,,,,,,,
73156,11,12.0,6.0,7.0,1.0,,,,,,,,
73157,0,11.0,4.0,7.0,,,,,,,,,
73158,4,12.0,8.0,,,,,,,,,,
73159,12,8.0,6.0,11.0,7.0,,,,,,,,
73160,8,0.0,4.0,3.0,10.0,,,,,,,,
73161,0,,,,,,,,,,,,
73162,11,12.0,0.0,3.0,,,,,,,,,
73163,7,0.0,11.0,6.0,1.0,,,,,,,,
73164,8,12.0,4.0,11.0,3.0,,,,,,,,
73165,8,3.0,12.0,4.0,,,,,,,,,
73166,4,7.0,0.0,3.0,5.0,,,,,,,,
73168,4,8.0,0.0,9.0,12.0,,,,,,,,
73169,8,11.0,7.0,12.0,9.0,,,,,,,,
73170,8,,,,,,,,,,,,
73171,11,8.0,12.0,,,,,,,,,,
73172,4,,,,,,,,,,,,
73173,4,8.0,10.0,7.0,9.0,,,,,,,,
73174,12,4.0,7.0,8.0,10.0,,,,,,,,
73175,8,7.0,4.0,12.0,,,,,,,,,
73176,8,12.0,9.0,,,,,,,,,,
73177,4,8.0,7.0,11.0,12.0,,,,,,,,
