,0,1,2,3,4,5,6,7,8,9,10,11,12
1,Write-In cells: 162,,,,,,,,,,,,
2,Overvote cells: 371,,,,,,,,,,,,
3,Bill Perkins: 0,,,,,,,,,,,,
4,William A. Allen: 1,,,,,,,,,,,,
5,Bernadette McNear: 2,,,,,,,,,,,,
6,Keith Taylor: 3,,,,,,,,,,,,
7,Athena Moore: 4,,,,,,,,,,,,
8,Billy Council: 5,,,,,,,,,,,,
9,Pierre A. Gooding: 6,,,,,,,,,,,,
10,Cordell Cleare: 7,,,,,,,,,,,,
11,Kristin Richardson Jordan: 8,,,,,,,,,,,,
12,Sheba T. Simpson-Amsterdam: 9,,,,,,,,,,,,
13,Ruth L. McDaniels: 10,,,,,,,,,,,,
14,Joshua Albert Clennon: 11,,,,,,,,,,,,
15,Mario Rosser: 12,,,,,,,,,,,,
183916,0,6.0,,,,,,,,,,,
183917,8,0.0,,,,,,,,,,,
183919,12,11.0,3.0,,,,,,,,,,
183921,0,,,,,,,,,,,,
183927,4,7.0,12.0,6.0,0.0,,,,,,,,
183939,6,8.0,10.0,0.0,2.0,,,,,,,,
183953,9,8.0,10.0,2.0,4.0,,,,,,,,
183969,0,,,,,,,,,,,,
183977,8,4.0,2.0,10.0,0.0,,,,,,,,
183979,8,,,,,,,,,,,,
183985,4,0.0,2.0,9.0,,,,,,,,,
183994,4,8.0,10.0,2.0,0.0,,,,,,,,
184018,7,3.0,0.0,4.0,1.0,,,,,,,,
184030,1,2.0,10.0,12.0,6.0,,,,,,,,
184034,3,5.0,9.0,2.0,12.0,,,,,,,,
184049,0,5.0,3.0,8.0,11.0,,,,,,,,
184059,5,3.0,,,,,,,,,,,
184066,7,4.0,5.0,1.0,3.0,,,,,,,,
184071,7,,,,,,,,,,,,
184074,0,11.0,4.0,,,,,,,,,,
184089,10,8.0,4.0,0.0,9.0,,,,,,,,
184095,1,2.0,0.0,11.0,8.0,,,,,,,,
184099,10,,,,,,,,,,,,
184115,8,,,,,,,,,,,,
184116,8,4.0,12.0,,,,,,,,,,
184133,12,11.0,4.0,,,,,,,,,,
184136,4,1.0,10.0,3.0,9.0,,,,,,,,
184151,3,0.0,,,,,,,,,,,
184158,3,6.0,7.0,10.0,8.0,,,,,,,,
184166,1,,,,,,,,,,,,
184175,9,8.0,2.0,4.0,1.0,,,,,,,,
184181,0,3.0,4.0,8.0,7.0,,,,,,,,
184182,8,11.0,10.0,4.0,2.0,,,,,,,,
184184,1,0.0,,,,,,,,,,,
184188,0,,,,,,,,,,,,
184221,10,0.0,8.0,,,,,,,,,,
184223,10,2.0,7.0,,,,,,,,,,
184233,10,2.0,,,,,,,,,,,
184241,11,4.0,10.0,0.0,8.0,,,,,,,,
184249,12,0.0,8.0,,,,,,,,,,
184267,1,7.0,,,,,,,,,,,
184269,1,,,,,,,,,,,,
184273,1,10.0,2.0,8.0,9.0,,,,,,,,
184287,11,8.0,2.0,4.0,3.0,,,,,,,,
184325,3,10.0,8.0,0.0,,,,,,,,,
184329,6,11.0,4.0,9.0,8.0,,,,,,,,
184330,8,12.0,7.0,0.0,5.0,,,,,,,,
184348,2,10.0,9.0,1.0,6.0,,,,,,,,
184354,7,3.0,8.0,6.0,0.0,,,,,,,,
184358,4,12.0,,,,,,,,,,,
184362,4,7.0,8.0,11.0,12.0,,,,,,,,
184382,4,8.0,3.0,,,,,,,,,,
184390,8,12.0,7.0,,,,,,,,,,
184394,9,6.0,7.0,4.0,2.0,,,,,,,,
184403,8,11.0,12.0,,,,,,,,,,
184454,8,4.0,9.0,10.0,11.0,,,,,,,,
184474,6,8.0,10.0,,,,,,,,,,
184491,0,,,,,,,,,,,,
184492,0,,,,,,,,,,,,
184504,0,,,,,,,,,,,,
184508,0,1.0,10.0,,,,,,,,,,
184528,0,7.0,10.0,4.0,9.0,,,,,,,,
184536,0,,,,,,,,,,,,
184542,4,7.0,0.0,12.0,3.0,,,,,,,,
184561,0,10.0,,,,,,,,,,,
184564,1,12.0,7.0,0.0,,,,,,,,,
184566,6,,,,,,,,,,,,
184575,4,0.0,,,,,,,,,,,
184580,4,10.0,2.0,11.0,9.0,,,,,,,,
184586,0,1.0,7.0,3.0,,,,,,,,,
184589,0,9.0,11.0,4.0,8.0,,,,,,,,
184605,8,7.0,4.0,0.0,11.0,,,,,,,,
184612,4,2.0,9.0,0.0,,,,,,,,,
184619,12,8.0,6.0,10.0,11.0,,,,,,,,
186851,0,7.0,3.0,12.0,10.0,,,,,,,,
186852,7,5.0,0.0,1.0,,,,,,,,,
186853,8,11.0,12.0,4.0,,,,,,,,,
186854,8,11.0,12.0,10.0,1.0,,,,,,,,
186855,0,,,,,,,,,,,,
186856,11,4.0,,,,,,,,,,,
186857,5,1.0,0.0,4.0,2.0,,,,,,,,
186858,0,,,,,,,,,,,,
186859,0,,,,,,,,,,,,
186860,8,9.0,10.0,2.0,11.0,,,,,,,,
186861,1,7.0,3.0,4.0,10.0,,,,,,,,
186862,1,,,,,,,,,,,,
186863,12,1.0,5.0,11.0,8.0,,,,,,,,
186864,8,,,,,,,,,,,,
186865,11,12.0,,,,,,,,,,,
186866,4,8.0,10.0,3.0,9.0,,,,,,,,
186867,8,10.0,,,,,,,,,,,
186869,8,,,,,,,,,,,,
186870,6,1.0,4.0,8.0,,,,,,,,,
186871,6,12.0,4.0,8.0,11.0,,,,,,,,
186872,7,1.0,4.0,,,,,,,,,,
186874,8,4.0,3.0,7.0,9.0,,,,,,,,
186875,0,2.0,,,,,,,,,,,
186876,0,4.0,7.0,11.0,,,,,,,,,
186877,11,,,,,,,,,,,,
186878,12,,,,,,,,,,,,
186879,0,9.0,8.0,4.0,7.0,,,,,,,,
186880,4,8.0,,,,,,,,,,,
186881,8,0.0,,,,,,,,,,,
186882,1,3.0,,,,,,,,,,,
186883,8,10.0,1.0,6.0,0.0,,,,,,,,
186884,12,,,,,,,,,,,,
186885,5,3.0,8.0,4.0,0.0,,,,,,,,
186886,8,11.0,12.0,7.0,5.0,,,,,,,,
186887,8,,,,,,,,,,,,
186888,11,8.0,12.0,,,,,,,,,,
186889,8,6.0,7.0,1.0,4.0,,,,,,,,
186890,8,0.0,,,,,,,,,,,
186892,3,0.0,,,,,,,,,,,
186893,0,1.0,4.0,10.0,9.0,,,,,,,,
186894,0,,,,,,,,,,,,
186895,8,10.0,,,,,,,,,,,
186896,11,,,,,,,,,,,,
186897,1,2.0,4.0,6.0,3.0,,,,,,,,
186898,0,,,,,,,,,,,,
186899,8,4.0,7.0,11.0,6.0,,,,,,,,
186900,7,4.0,6.0,0.0,,,,,,,,,
186901,8,0.0,,,,,,,,,,,
186902,7,4.0,,,,,,,,,,,
186904,7,12.0,,,,,,,,,,,
186905,6,12.0,,,,,,,,,,,
186907,0,9.0,,,,,,,,,,,
186908,0,,,,,,,,,,,,
186910,9,,,,,,,,,,,,
186911,8,0.0,,,,,,,,,,,
186912,7,9.0,0.0,1.0,6.0,,,,,,,,
186913,6,8.0,5.0,3.0,11.0,,,,,,,,
186914,8,11.0,,,,,,,,,,,
186915,8,,,,,,,,,,,,
186916,6,4.0,2.0,1.0,10.0,,,,,,,,
186918,9,,,,,,,,,,,,
186919,11,3.0,10.0,8.0,5.0,,,,,,,,
186920,3,11.0,0.0,1.0,4.0,,,,,,,,
186922,8,,,,,,,,,,,,
186923,10,0.0,,,,,,,,,,,
186924,8,0.0,12.0,10.0,3.0,,,,,,,,
186925,0,12.0,2.0,1.0,,,,,,,,,
186926,12,9.0,10.0,8.0,4.0,,,,,,,,
186927,8,11.0,,,,,,,,,,,
186928,4,,,,,,,,,,,,
186929,11,0.0,7.0,3.0,12.0,,,,,,,,
186930,11,,,,,,,,,,,,
186931,8,7.0,4.0,12.0,0.0,,,,,,,,
186932,10,,,,,,,,,,,,
186934,10,3.0,5.0,2.0,6.0,,,,,,,,
186935,6,7.0,10.0,,,,,,,,,,
186936,8,,,,,,,,,,,,
186937,5,2.0,1.0,4.0,10.0,,,,,,,,
186938,5,7.0,,,,,,,,,,,
186939,0,,,,,,,,,,,,
186940,8,1.0,3.0,,,,,,,,,,
186941,8,,,,,,,,,,,,
186942,4,2.0,10.0,5.0,9.0,,,,,,,,
186945,0,,,,,,,,,,,,
186946,8,,,,,,,,,,,,
186947,4,12.0,8.0,5.0,7.0,,,,,,,,
186948,0,9.0,5.0,3.0,10.0,,,,,,,,
186949,8,12.0,11.0,7.0,2.0,,,,,,,,
186950,5,3.0,1.0,8.0,,,,,,,,,
186951,0,7.0,12.0,6.0,4.0,,,,,,,,
186953,5,10.0,8.0,7.0,,,,,,,,,
186954,7,10.0,,,,,,,,,,,
186955,11,0.0,12.0,1.0,6.0,,,,,,,,
186956,8,5.0,3.0,4.0,0.0,,,,,,,,
186957,8,4.0,7.0,9.0,11.0,,,,,,,,
186958,0,,,,,,,,,,,,
186959,8,0.0,,,,,,,,,,,
186960,7,2.0,4.0,5.0,9.0,,,,,,,,
186961,11,3.0,,,,,,,,,,,
186962,7,4.0,9.0,6.0,12.0,,,,,,,,
186963,6,3.0,7.0,0.0,9.0,,,,,,,,
186964,8,2.0,6.0,7.0,0.0,,,,,,,,
186965,0,11.0,12.0,2.0,1.0,,,,,,,,
186967,1,4.0,,,,,,,,,,,
186968,11,,,,,,,,,,,,
186969,1,8.0,7.0,12.0,,,,,,,,,
186970,0,,,,,,,,,,,,
186971,4,8.0,,,,,,,,,,,
186972,1,10.0,7.0,8.0,4.0,,,,,,,,
186973,10,12.0,0.0,9.0,11.0,,,,,,,,
186976,5,12.0,,,,,,,,,,,
186977,12,0.0,,,,,,,,,,,
186980,11,3.0,8.0,,,,,,,,,,
186981,8,11.0,,,,,,,,,,,
186982,5,1.0,9.0,,,,,,,,,,
186983,4,10.0,9.0,0.0,11.0,,,,,,,,
187229,6,,,,,,,,,,,,
187230,12,,,,,,,,,,,,
187231,0,,,,,,,,,,,,
187232,0,3.0,,,,,,,,,,,
187233,0,,,,,,,,,,,,
187234,10,,,,,,,,,,,,
187236,1,8.0,3.0,9.0,5.0,,,,,,,,
187237,5,,,,,,,,,,,,
187238,9,10.0,0.0,,,,,,,,,,
187239,11,9.0,5.0,7.0,10.0,,,,,,,,
187240,4,7.0,,,,,,,,,,,
187241,10,12.0,4.0,6.0,11.0,,,,,,,,
187242,8,1.0,10.0,12.0,5.0,,,,,,,,
187243,0,2.0,,,,,,,,,,,
187244,0,3.0,,,,,,,,,,,
187246,8,,,,,,,,,,,,
187247,7,,,,,,,,,,,,
187249,5,,,,,,,,,,,,
187251,11,,,,,,,,,,,,
187253,0,,,,,,,,,,,,
187254,6,12.0,,,,,,,,,,,
187255,11,,,,,,,,,,,,
187256,0,,,,,,,,,,,,
187257,10,9.0,3.0,4.0,,,,,,,,,
187258,10,,,,,,,,,,,,
187259,9,0.0,2.0,10.0,3.0,,,,,,,,
187260,11,,,,,,,,,,,,
187261,5,,,,,,,,,,,,
187262,8,10.0,12.0,0.0,11.0,,,,,,,,
187263,6,11.0,4.0,8.0,0.0,,,,,,,,
187266,8,7.0,,,,,,,,,,,
187267,3,6.0,4.0,10.0,11.0,,,,,,,,
187268,7,,,,,,,,,,,,
187269,8,11.0,,,,,,,,,,,
187270,0,,,,,,,,,,,,
187271,9,12.0,11.0,6.0,5.0,,,,,,,,
187272,2,4.0,8.0,10.0,9.0,,,,,,,,
187273,0,,,,,,,,,,,,
187274,8,5.0,,,,,,,,,,,
187275,0,3.0,10.0,4.0,5.0,,,,,,,,
187276,5,8.0,7.0,0.0,1.0,,,,,,,,
187277,5,0.0,4.0,10.0,9.0,,,,,,,,
187278,5,0.0,,,,,,,,,,,
187279,0,,,,,,,,,,,,
187280,5,0.0,10.0,1.0,3.0,,,,,,,,
187281,8,,,,,,,,,,,,
187282,8,0.0,3.0,4.0,10.0,,,,,,,,
187283,8,11.0,,,,,,,,,,,
187284,1,,,,,,,,,,,,
187285,8,10.0,9.0,4.0,2.0,,,,,,,,
187286,5,0.0,10.0,4.0,,,,,,,,,
187287,0,3.0,1.0,9.0,11.0,,,,,,,,
187288,0,,,,,,,,,,,,
187289,11,6.0,12.0,9.0,4.0,,,,,,,,
187290,0,8.0,9.0,4.0,2.0,,,,,,,,
187291,8,1.0,7.0,0.0,3.0,,,,,,,,
187292,12,,,,,,,,,,,,
187293,4,8.0,,,,,,,,,,,
187294,0,3.0,9.0,11.0,6.0,,,,,,,,
187295,5,1.0,9.0,7.0,0.0,,,,,,,,
187296,8,,,,,,,,,,,,
187297,5,8.0,3.0,11.0,4.0,,,,,,,,
187298,9,4.0,6.0,3.0,7.0,,,,,,,,
187299,4,12.0,8.0,7.0,9.0,,,,,,,,
187300,10,0.0,,,,,,,,,,,
187301,7,9.0,11.0,8.0,4.0,,,,,,,,
187302,8,,,,,,,,,,,,
187303,0,3.0,6.0,11.0,8.0,,,,,,,,
187304,5,8.0,4.0,7.0,0.0,,,,,,,,
187305,8,9.0,,,,,,,,,,,
187306,8,6.0,4.0,10.0,3.0,,,,,,,,
187307,10,12.0,4.0,6.0,11.0,,,,,,,,
187308,7,11.0,4.0,,,,,,,,,,
187309,0,11.0,8.0,3.0,2.0,,,,,,,,
187310,0,,,,,,,,,,,,
187311,0,,,,,,,,,,,,
187312,3,,,,,,,,,,,,
187313,8,10.0,1.0,0.0,6.0,,,,,,,,
187314,8,0.0,,,,,,,,,,,
187315,0,10.0,,,,,,,,,,,
187316,10,,,,,,,,,,,,
187317,5,1.0,0.0,11.0,8.0,,,,,,,,
187318,9,,,,,,,,,,,,
187319,8,9.0,4.0,10.0,0.0,,,,,,,,
187320,9,5.0,6.0,11.0,3.0,,,,,,,,
187321,0,3.0,4.0,10.0,6.0,,,,,,,,
187322,0,1.0,4.0,8.0,7.0,,,,,,,,
187323,5,9.0,8.0,4.0,0.0,,,,,,,,
187324,8,0.0,12.0,3.0,9.0,,,,,,,,
187325,7,10.0,1.0,0.0,,,,,,,,,
187326,8,4.0,1.0,12.0,0.0,,,,,,,,
187327,8,0.0,7.0,,,,,,,,,,
187328,0,3.0,,,,,,,,,,,
187329,0,9.0,11.0,6.0,3.0,,,,,,,,
187330,1,,,,,,,,,,,,
187331,9,8.0,4.0,11.0,6.0,,,,,,,,
187332,0,10.0,11.0,8.0,4.0,,,,,,,,
187333,8,10.0,0.0,,,,,,,,,,
187334,12,,,,,,,,,,,,
187335,0,5.0,11.0,8.0,1.0,,,,,,,,
187336,8,12.0,10.0,7.0,9.0,,,,,,,,
187337,1,0.0,9.0,8.0,3.0,,,,,,,,
187338,8,5.0,,,,,,,,,,,
187339,8,,,,,,,,,,,,
187340,8,,,,,,,,,,,,
187341,10,,,,,,,,,,,,
187342,4,,,,,,,,,,,,
187343,8,,,,,,,,,,,,
187344,5,0.0,,,,,,,,,,,
187345,3,11.0,0.0,12.0,4.0,,,,,,,,
187346,0,6.0,4.0,1.0,8.0,,,,,,,,
187347,8,,,,,,,,,,,,
187348,8,11.0,7.0,10.0,,,,,,,,,
187350,11,4.0,8.0,2.0,10.0,,,,,,,,
187351,1,,,,,,,,,,,,
187352,0,,,,,,,,,,,,
187353,8,,,,,,,,,,,,
187354,0,,,,,,,,,,,,
187355,4,9.0,10.0,2.0,8.0,,,,,,,,
187357,0,,,,,,,,,,,,
187358,0,2.0,12.0,3.0,5.0,,,,,,,,
187359,3,,,,,,,,,,,,
187360,3,,,,,,,,,,,,
187361,7,,,,,,,,,,,,
187362,10,4.0,7.0,0.0,3.0,,,,,,,,
187364,7,12.0,3.0,6.0,,,,,,,,,
187365,0,,,,,,,,,,,,
187366,0,,,,,,,,,,,,
187367,0,5.0,1.0,6.0,8.0,,,,,,,,
187368,12,,,,,,,,,,,,
187369,6,4.0,1.0,8.0,2.0,,,,,,,,
187371,0,5.0,12.0,,,,,,,,,,
187372,0,9.0,,,,,,,,,,,
187373,0,4.0,2.0,1.0,6.0,,,,,,,,
187374,12,4.0,7.0,2.0,10.0,,,,,,,,
187375,8,,,,,,,,,,,,
187376,4,2.0,10.0,9.0,8.0,,,,,,,,
187377,12,0.0,8.0,6.0,1.0,,,,,,,,
187378,5,0.0,4.0,2.0,7.0,,,,,,,,
187379,1,7.0,10.0,8.0,4.0,,,,,,,,
187380,8,,,,,,,,,,,,
187381,0,,,,,,,,,,,,
187382,1,0.0,,,,,,,,,,,
187383,11,8.0,4.0,7.0,,,,,,,,,
187384,0,,,,,,,,,,,,
187386,1,8.0,3.0,,,,,,,,,,
187387,3,5.0,1.0,12.0,0.0,,,,,,,,
187388,0,6.0,1.0,3.0,,,,,,,,,
187389,0,,,,,,,,,,,,
187390,1,0.0,,,,,,,,,,,
187391,0,,,,,,,,,,,,
187392,8,4.0,0.0,2.0,9.0,,,,,,,,
187393,11,7.0,9.0,,,,,,,,,,
187394,8,0.0,3.0,9.0,,,,,,,,,
187395,0,,,,,,,,,,,,
187396,0,7.0,3.0,12.0,4.0,,,,,,,,
187397,0,10.0,11.0,8.0,4.0,,,,,,,,
187399,4,1.0,6.0,,,,,,,,,,
187400,0,,,,,,,,,,,,
187401,0,1.0,10.0,3.0,11.0,,,,,,,,
187402,11,,,,,,,,,,,,
187403,11,,,,,,,,,,,,
187404,7,,,,,,,,,,,,
187405,0,3.0,7.0,5.0,1.0,,,,,,,,
187406,1,8.0,3.0,0.0,5.0,,,,,,,,
187407,0,5.0,9.0,3.0,10.0,,,,,,,,
187408,12,2.0,6.0,4.0,3.0,,,,,,,,
187409,5,,,,,,,,,,,,
187410,0,,,,,,,,,,,,
187411,1,0.0,10.0,2.0,6.0,,,,,,,,
187412,0,,,,,,,,,,,,
187413,4,1.0,12.0,9.0,11.0,,,,,,,,
187414,7,1.0,12.0,0.0,8.0,,,,,,,,
187416,0,,,,,,,,,,,,
187417,8,,,,,,,,,,,,
187418,8,11.0,7.0,12.0,10.0,,,,,,,,
187419,7,0.0,8.0,,,,,,,,,,
187420,5,,,,,,,,,,,,
187421,4,8.0,0.0,,,,,,,,,,
187422,11,8.0,10.0,,,,,,,,,,
187423,3,4.0,,,,,,,,,,,
187424,7,,,,,,,,,,,,
187425,11,,,,,,,,,,,,
187426,8,,,,,,,,,,,,
187427,11,6.0,12.0,1.0,4.0,,,,,,,,
187428,5,6.0,1.0,3.0,0.0,,,,,,,,
187429,0,3.0,4.0,1.0,6.0,,,,,,,,
187430,3,4.0,5.0,,,,,,,,,,
187431,8,,,,,,,,,,,,
187432,8,7.0,,,,,,,,,,,
187433,12,,,,,,,,,,,,
188196,12,9.0,0.0,3.0,6.0,,,,,,,,
188197,3,6.0,0.0,8.0,7.0,,,,,,,,
188199,9,10.0,2.0,4.0,7.0,,,,,,,,
188200,8,11.0,,,,,,,,,,,
188201,0,,,,,,,,,,,,
188202,4,1.0,8.0,10.0,5.0,,,,,,,,
188205,1,6.0,8.0,10.0,0.0,,,,,,,,
188206,8,11.0,12.0,4.0,,,,,,,,,
188209,10,,,,,,,,,,,,
188210,12,4.0,3.0,1.0,11.0,,,,,,,,
188213,1,0.0,11.0,5.0,7.0,,,,,,,,
188214,1,4.0,6.0,0.0,8.0,,,,,,,,
188215,4,0.0,8.0,1.0,,,,,,,,,
188216,1,4.0,12.0,7.0,0.0,,,,,,,,
188217,4,7.0,3.0,,,,,,,,,,
188218,0,,,,,,,,,,,,
188219,0,4.0,3.0,,,,,,,,,,
188220,0,6.0,1.0,2.0,8.0,,,,,,,,
188221,8,4.0,6.0,0.0,11.0,,,,,,,,
188222,8,,,,,,,,,,,,
188223,7,0.0,8.0,3.0,,,,,,,,,
188224,8,12.0,1.0,2.0,0.0,,,,,,,,
188225,3,0.0,9.0,,,,,,,,,,
188226,0,,,,,,,,,,,,
188227,0,12.0,2.0,8.0,1.0,,,,,,,,
188229,4,5.0,0.0,3.0,8.0,,,,,,,,
188230,0,4.0,,,,,,,,,,,
188231,8,10.0,5.0,11.0,6.0,,,,,,,,
188232,0,,,,,,,,,,,,
188234,4,12.0,,,,,,,,,,,
188235,0,8.0,3.0,10.0,5.0,,,,,,,,
188236,1,8.0,3.0,,,,,,,,,,
188237,3,1.0,4.0,0.0,10.0,,,,,,,,
188238,0,11.0,,,,,,,,,,,
188239,7,5.0,10.0,11.0,8.0,,,,,,,,
188241,8,4.0,10.0,9.0,2.0,,,,,,,,
188242,5,3.0,,,,,,,,,,,
188244,10,2.0,9.0,7.0,4.0,,,,,,,,
188246,8,4.0,5.0,11.0,10.0,,,,,,,,
188247,4,3.0,,,,,,,,,,,
188248,1,3.0,0.0,4.0,10.0,,,,,,,,
188249,3,4.0,6.0,2.0,10.0,,,,,,,,
188250,8,,,,,,,,,,,,
188251,3,8.0,10.0,0.0,2.0,,,,,,,,
188252,8,0.0,,,,,,,,,,,
188254,11,,,,,,,,,,,,
188255,7,5.0,,,,,,,,,,,
188256,11,,,,,,,,,,,,
188258,11,9.0,4.0,0.0,8.0,,,,,,,,
188259,0,,,,,,,,,,,,
188260,0,,,,,,,,,,,,
188261,12,,,,,,,,,,,,
188262,11,4.0,12.0,8.0,3.0,,,,,,,,
188263,2,0.0,,,,,,,,,,,
188264,12,4.0,,,,,,,,,,,
188265,7,,,,,,,,,,,,
188266,8,,,,,,,,,,,,
188267,12,,,,,,,,,,,,
188268,0,1.0,8.0,,,,,,,,,,
188269,8,0.0,12.0,5.0,1.0,,,,,,,,
188270,3,7.0,4.0,12.0,5.0,,,,,,,,
188271,12,7.0,8.0,5.0,9.0,,,,,,,,
188272,1,0.0,3.0,10.0,,,,,,,,,
188273,8,4.0,2.0,,,,,,,,,,
188274,0,3.0,2.0,6.0,4.0,,,,,,,,
188275,5,1.0,8.0,7.0,12.0,,,,,,,,
188276,3,,,,,,,,,,,,
188277,12,4.0,3.0,8.0,0.0,,,,,,,,
188279,5,4.0,1.0,3.0,0.0,,,,,,,,
188280,5,0.0,10.0,7.0,4.0,,,,,,,,
188281,1,8.0,0.0,,,,,,,,,,
188282,12,,,,,,,,,,,,
188283,12,4.0,7.0,0.0,3.0,,,,,,,,
188284,0,3.0,4.0,9.0,11.0,,,,,,,,
188285,8,12.0,9.0,1.0,3.0,,,,,,,,
188286,1,0.0,,,,,,,,,,,
188287,8,4.0,7.0,9.0,12.0,,,,,,,,
188288,0,3.0,8.0,1.0,4.0,,,,,,,,
188289,9,8.0,2.0,,,,,,,,,,
188290,1,,,,,,,,,,,,
188291,0,9.0,4.0,,,,,,,,,,
188292,8,4.0,0.0,7.0,10.0,,,,,,,,
188293,12,,,,,,,,,,,,
188294,0,12.0,1.0,3.0,6.0,,,,,,,,
188295,0,7.0,3.0,1.0,9.0,,,,,,,,
188296,4,1.0,3.0,,,,,,,,,,
188297,0,10.0,9.0,2.0,,,,,,,,,
188298,6,4.0,8.0,12.0,0.0,,,,,,,,
188299,7,,,,,,,,,,,,
188300,8,,,,,,,,,,,,
188301,1,3.0,0.0,8.0,4.0,,,,,,,,
188302,1,3.0,0.0,4.0,8.0,,,,,,,,
188303,2,,,,,,,,,,,,
188304,8,5.0,11.0,4.0,12.0,,,,,,,,
188305,11,1.0,7.0,,,,,,,,,,
188307,6,4.0,12.0,0.0,3.0,,,,,,,,
188308,7,0.0,11.0,3.0,4.0,,,,,,,,
188309,3,1.0,6.0,9.0,11.0,,,,,,,,
188311,6,0.0,2.0,1.0,4.0,,,,,,,,
188312,4,11.0,8.0,7.0,1.0,,,,,,,,
188313,7,4.0,0.0,,,,,,,,,,
188314,8,1.0,3.0,9.0,,,,,,,,,
188315,12,11.0,5.0,8.0,,,,,,,,,
188316,6,,,,,,,,,,,,
188317,0,,,,,,,,,,,,
188318,0,,,,,,,,,,,,
188319,8,12.0,0.0,,,,,,,,,,
188320,7,11.0,8.0,6.0,12.0,,,,,,,,
188321,6,7.0,1.0,4.0,8.0,,,,,,,,
188322,0,10.0,8.0,3.0,4.0,,,,,,,,
188323,3,1.0,7.0,,,,,,,,,,
188324,0,,,,,,,,,,,,
188326,12,,,,,,,,,,,,
188327,0,12.0,,,,,,,,,,,
188328,4,7.0,8.0,11.0,3.0,,,,,,,,
188329,8,11.0,12.0,7.0,5.0,,,,,,,,
188330,6,10.0,1.0,12.0,11.0,,,,,,,,
188331,8,7.0,6.0,3.0,10.0,,,,,,,,
188332,0,10.0,7.0,,,,,,,,,,
188333,3,2.0,,,,,,,,,,,
188334,8,12.0,0.0,4.0,5.0,,,,,,,,
188335,8,,,,,,,,,,,,
188336,12,6.0,10.0,9.0,1.0,,,,,,,,
188337,1,7.0,12.0,11.0,6.0,,,,,,,,
188338,9,3.0,6.0,12.0,5.0,,,,,,,,
188339,8,3.0,0.0,,,,,,,,,,
188340,8,12.0,1.0,11.0,5.0,,,,,,,,
188341,12,0.0,,,,,,,,,,,
188342,0,8.0,,,,,,,,,,,
188343,0,,,,,,,,,,,,
188345,0,11.0,1.0,4.0,10.0,,,,,,,,
188346,1,4.0,6.0,12.0,3.0,,,,,,,,
188347,0,,,,,,,,,,,,
188348,0,,,,,,,,,,,,
188349,7,3.0,8.0,6.0,0.0,,,,,,,,
188350,6,8.0,10.0,4.0,,,,,,,,,
188351,8,11.0,12.0,5.0,7.0,,,,,,,,
188352,0,,,,,,,,,,,,
188353,0,,,,,,,,,,,,
188354,4,8.0,12.0,,,,,,,,,,
188355,0,1.0,6.0,11.0,4.0,,,,,,,,
188356,8,11.0,7.0,12.0,4.0,,,,,,,,
188357,8,12.0,4.0,10.0,11.0,,,,,,,,
188358,12,,,,,,,,,,,,
188359,10,,,,,,,,,,,,
188360,8,9.0,3.0,5.0,,,,,,,,,
188361,12,10.0,0.0,4.0,8.0,,,,,,,,
188362,8,11.0,9.0,,,,,,,,,,
188363,8,,,,,,,,,,,,
188364,1,3.0,6.0,,,,,,,,,,
188365,8,11.0,4.0,7.0,0.0,,,,,,,,
188366,3,0.0,,,,,,,,,,,
188367,12,,,,,,,,,,,,
188811,0,,,,,,,,,,,,
188812,8,0.0,7.0,,,,,,,,,,
188813,12,5.0,1.0,8.0,11.0,,,,,,,,
188814,7,,,,,,,,,,,,
188815,11,7.0,1.0,8.0,,,,,,,,,
188816,0,,,,,,,,,,,,
188817,0,,,,,,,,,,,,
188819,9,4.0,6.0,1.0,8.0,,,,,,,,
188820,4,3.0,0.0,,,,,,,,,,
188821,1,,,,,,,,,,,,
188822,12,4.0,3.0,7.0,11.0,,,,,,,,
188823,12,3.0,8.0,,,,,,,,,,
188824,0,,,,,,,,,,,,
188825,4,7.0,12.0,0.0,8.0,,,,,,,,
188826,1,4.0,6.0,3.0,,,,,,,,,
188827,0,3.0,10.0,7.0,,,,,,,,,
188829,0,3.0,9.0,10.0,4.0,,,,,,,,
188830,11,7.0,3.0,8.0,1.0,,,,,,,,
188831,4,0.0,,,,,,,,,,,
188832,8,1.0,3.0,0.0,11.0,,,,,,,,
188833,0,5.0,9.0,11.0,4.0,,,,,,,,
188834,8,,,,,,,,,,,,
188835,10,8.0,4.0,,,,,,,,,,
188836,3,2.0,4.0,11.0,8.0,,,,,,,,
188837,0,,,,,,,,,,,,
188838,4,1.0,12.0,6.0,3.0,,,,,,,,
188840,12,4.0,10.0,8.0,7.0,,,,,,,,
188841,5,8.0,3.0,7.0,9.0,,,,,,,,
188842,0,4.0,3.0,1.0,10.0,,,,,,,,
188843,4,8.0,10.0,7.0,12.0,,,,,,,,
188844,4,12.0,8.0,,,,,,,,,,
188845,5,4.0,,,,,,,,,,,
188846,3,10.0,0.0,1.0,4.0,,,,,,,,
188847,3,,,,,,,,,,,,
188848,0,4.0,5.0,10.0,2.0,,,,,,,,
188849,8,,,,,,,,,,,,
188851,8,,,,,,,,,,,,
188852,10,4.0,,,,,,,,,,,
188853,8,4.0,2.0,10.0,0.0,,,,,,,,
188854,0,3.0,4.0,9.0,5.0,,,,,,,,
188855,12,,,,,,,,,,,,
