,0,1,2
1,Write-In cells: 683,,
2,Overvote cells: 132,,
3,Shanequa Moore: 0,,
4,Pamela A. Hamilton-Johnson: 1,,
5,Kevin Riley: 2,,
2170,0,1.0,2.0
2172,1,0.0,2.0
2174,2,0.0,
2176,2,,
2249,2,1.0,0.0
2252,2,,
2253,2,,
2257,2,1.0,0.0
2259,2,0.0,1.0
2262,2,,
2264,1,0.0,2.0
2265,1,0.0,2.0
2268,2,,
2269,2,1.0,
2271,2,1.0,0.0
2273,0,2.0,1.0
2658,2,1.0,0.0
2911,2,0.0,1.0
2914,2,1.0,0.0
2915,1,0.0,2.0
2917,1,0.0,2.0
6387,2,1.0,0.0
6389,1,0.0,2.0
6390,1,0.0,2.0
10372,0,2.0,1.0
10373,2,0.0,1.0
10375,2,1.0,0.0
11154,0,1.0,
11155,0,1.0,2.0
11156,2,0.0,
11157,2,0.0,
11158,2,,
11159,2,,
11160,1,0.0,
11161,1,0.0,
11162,2,,
11163,2,,
11164,0,1.0,2.0
11165,2,1.0,0.0
11166,2,,
11167,2,,
11168,2,1.0,0.0
11169,1,0.0,2.0
11170,2,1.0,0.0
11171,0,,
11172,2,,
11173,2,,
11174,1,,
11175,2,,
11176,1,,
11177,1,,
11179,1,,
11180,2,,
11181,1,0.0,
11182,2,1.0,0.0
11183,2,0.0,1.0
11291,1,,
11293,2,,
11295,1,2.0,
11297,2,,
11298,1,,
11301,2,0.0,1.0
11303,2,,
11305,2,1.0,0.0
11308,1,2.0,0.0
11311,1,2.0,0.0
11314,0,1.0,2.0
11315,2,0.0,1.0
11316,2,,
11320,2,,
11322,0,2.0,
11323,1,2.0,0.0
11325,2,1.0,0.0
11327,2,,
11331,1,0.0,2.0
11333,1,0.0,
11337,1,0.0,2.0
11338,1,0.0,2.0
11340,0,1.0,2.0
11343,1,0.0,2.0
11346,1,2.0,0.0
11348,0,2.0,1.0
11349,2,1.0,
11351,2,1.0,
11353,1,2.0,0.0
11355,0,1.0,2.0
11357,2,,
11360,1,0.0,2.0
11363,0,,
11365,1,2.0,0.0
11368,2,,
11371,1,,
11376,1,2.0,0.0
11435,1,,
11438,0,1.0,2.0
11440,2,0.0,1.0
11442,0,1.0,2.0
11444,2,1.0,0.0
11447,1,,
11452,2,,
11453,0,1.0,
11455,2,1.0,0.0
11457,2,1.0,
11458,1,2.0,0.0
11461,2,,
11465,2,,
11466,1,0.0,
11468,2,1.0,0.0
11470,2,1.0,0.0
11473,1,0.0,2.0
11475,2,1.0,0.0
11476,2,1.0,0.0
11479,0,1.0,2.0
11482,1,0.0,2.0
11483,2,,
11485,0,2.0,1.0
11486,2,0.0,1.0
11488,2,0.0,1.0
11490,1,2.0,0.0
11493,2,1.0,0.0
11494,2,1.0,
11496,2,1.0,0.0
11499,2,1.0,
11500,0,1.0,
11502,1,0.0,2.0
11504,1,0.0,2.0
11507,0,2.0,1.0
11509,2,1.0,
11510,2,0.0,1.0
11512,2,0.0,1.0
11514,0,,
11517,1,0.0,2.0
11519,0,,
11550,2,0.0,1.0
11551,2,0.0,1.0
11578,0,1.0,
11579,1,0.0,2.0
11580,2,,
11638,2,,
11639,1,0.0,2.0
11640,2,1.0,0.0
11641,2,1.0,0.0
11642,1,2.0,0.0
11643,0,1.0,
11644,2,1.0,0.0
11645,2,,
11646,2,1.0,0.0
11647,2,0.0,1.0
11648,1,0.0,2.0
11649,1,2.0,0.0
11650,2,1.0,0.0
11651,2,1.0,0.0
11652,2,0.0,1.0
11653,2,,
11654,2,1.0,0.0
11655,2,1.0,0.0
11656,1,2.0,
11658,0,1.0,2.0
11659,0,1.0,2.0
11660,0,2.0,
11661,1,0.0,2.0
11663,2,,
11745,1,,
11746,0,2.0,1.0
11747,2,1.0,
11748,1,2.0,0.0
11749,2,1.0,0.0
11750,2,0.0,1.0
11751,2,1.0,0.0
11753,0,1.0,2.0
11754,2,,
11755,0,1.0,
11756,2,,
11757,0,,
11758,2,1.0,0.0
11759,2,,
11760,1,2.0,0.0
11761,2,0.0,1.0
11791,1,0.0,2.0
11792,2,,
11793,0,1.0,2.0
11794,0,1.0,
11795,0,1.0,2.0
11796,1,0.0,2.0
11797,1,0.0,
11798,2,0.0,
