,0,1,2,3,4,5,6,7,8,9,10
1,Write-In cells: 185,,,,,,,,,,
2,Overvote cells: 291,,,,,,,,,,
3,Rita C. Joseph: 0,,,,,,,,,,
4,Kenya Handy-Hilliard: 1,,,,,,,,,,
5,Cecilia Cortez: 2,,,,,,,,,,
6,Victor Jordan: 3,,,,,,,,,,
7,Edwin K. Raymond: 4,,,,,,,,,,
8,Josue Pierre: 5,,,,,,,,,,
9,Maxi Eugene: 6,,,,,,,,,,
10,Vivia M. Morgan: 7,,,,,,,,,,
11,John Williams: 8,,,,,,,,,,
12,Harriet L. Hines: 9,,,,,,,,,,
13,Blake Morris: 10,,,,,,,,,,
6837,0,2.0,10.0,,,,,,,,
6838,0,2.0,10.0,,,,,,,,
6839,5,2.0,1.0,7.0,9.0,,,,,,
6840,5,1.0,0.0,4.0,9.0,,,,,,
6906,1,0.0,,,,,,,,,
6907,1,0.0,,,,,,,,,
6908,9,,,,,,,,,,
6909,1,10.0,3.0,8.0,4.0,,,,,,
6910,0,,,,,,,,,,
6911,0,1.0,4.0,5.0,,,,,,,
6912,1,6.0,5.0,9.0,,,,,,,
6913,0,4.0,5.0,,,,,,,,
6914,0,1.0,4.0,9.0,5.0,,,,,,
6915,0,1.0,10.0,,,,,,,,
6916,1,,,,,,,,,,
6917,0,4.0,5.0,1.0,9.0,,,,,,
6918,7,8.0,6.0,2.0,9.0,,,,,,
6919,1,,,,,,,,,,
6920,5,0.0,4.0,1.0,9.0,,,,,,
6921,1,0.0,4.0,,,,,,,,
6922,1,,,,,,,,,,
6923,5,6.0,3.0,2.0,8.0,,,,,,
6924,10,8.0,5.0,0.0,,,,,,,
6925,1,9.0,2.0,,,,,,,,
6926,1,0.0,,,,,,,,,
6927,1,0.0,2.0,7.0,9.0,,,,,,
6928,5,0.0,9.0,10.0,7.0,,,,,,
6929,0,5.0,1.0,3.0,9.0,,,,,,
6930,0,10.0,3.0,,,,,,,,
6932,0,10.0,,,,,,,,,
6934,0,,,,,,,,,,
6935,5,0.0,9.0,10.0,7.0,,,,,,
6937,5,6.0,3.0,2.0,1.0,,,,,,
7128,7,1.0,4.0,5.0,10.0,,,,,,
7129,0,4.0,9.0,,,,,,,,
7130,4,1.0,10.0,8.0,0.0,,,,,,
7131,1,,,,,,,,,,
7132,2,0.0,4.0,9.0,7.0,,,,,,
7133,5,0.0,,,,,,,,,
7134,5,0.0,9.0,3.0,,,,,,,
7135,0,10.0,1.0,5.0,3.0,,,,,,
7136,4,0.0,9.0,3.0,7.0,,,,,,
7137,0,4.0,9.0,,,,,,,,
7138,4,0.0,,,,,,,,,
7139,5,,,,,,,,,,
7140,5,0.0,,,,,,,,,
7141,2,5.0,0.0,1.0,4.0,,,,,,
7142,5,0.0,,,,,,,,,
7143,6,,,,,,,,,,
7144,3,0.0,,,,,,,,,
7145,4,0.0,9.0,3.0,7.0,,,,,,
7146,5,0.0,,,,,,,,,
7147,3,0.0,,,,,,,,,
7148,1,0.0,9.0,2.0,7.0,,,,,,
7149,5,4.0,0.0,9.0,6.0,,,,,,
7150,0,6.0,2.0,1.0,8.0,,,,,,
7151,2,0.0,4.0,6.0,,,,,,,
7152,5,,,,,,,,,,
7153,5,,,,,,,,,,
7154,1,0.0,5.0,4.0,,,,,,,
7157,10,3.0,8.0,0.0,9.0,,,,,,
7158,8,3.0,4.0,10.0,2.0,,,,,,
7159,4,,,,,,,,,,
7160,0,1.0,4.0,5.0,9.0,,,,,,
7161,10,2.0,4.0,0.0,3.0,,,,,,
7162,0,9.0,7.0,3.0,5.0,,,,,,
7163,1,0.0,10.0,7.0,5.0,,,,,,
7164,1,0.0,,,,,,,,,
7165,0,1.0,4.0,5.0,9.0,,,,,,
7166,9,1.0,2.0,,,,,,,,
7167,1,9.0,7.0,5.0,6.0,,,,,,
7168,0,5.0,3.0,,,,,,,,
7169,3,4.0,8.0,10.0,0.0,,,,,,
7170,7,1.0,0.0,6.0,2.0,,,,,,
7171,9,,,,,,,,,,
7172,5,,,,,,,,,,
7173,0,4.0,5.0,,,,,,,,
7174,6,,,,,,,,,,
7175,4,1.0,2.0,,,,,,,,
7176,1,0.0,,,,,,,,,
7177,0,1.0,,,,,,,,,
7178,1,0.0,5.0,4.0,,,,,,,
7179,5,,,,,,,,,,
7282,3,1.0,,,,,,,,,
7283,1,2.0,,,,,,,,,
7284,0,6.0,2.0,,,,,,,,
7285,1,6.0,7.0,10.0,,,,,,,
7286,7,0.0,1.0,,,,,,,,
7287,4,1.0,0.0,,,,,,,,
7288,0,1.0,5.0,,,,,,,,
7289,0,4.0,5.0,9.0,3.0,,,,,,
7290,5,1.0,4.0,0.0,,,,,,,
7291,0,1.0,5.0,,,,,,,,
7292,2,,,,,,,,,,
7293,5,,,,,,,,,,
7295,1,0.0,5.0,,,,,,,,
7296,0,1.0,5.0,,,,,,,,
7297,2,10.0,5.0,,,,,,,,
7298,0,9.0,7.0,2.0,1.0,,,,,,
7299,0,5.0,1.0,2.0,4.0,,,,,,
7300,1,0.0,7.0,2.0,,,,,,,
7301,0,1.0,4.0,2.0,9.0,,,,,,
7302,0,,,,,,,,,,
7303,0,5.0,3.0,9.0,7.0,,,,,,
7304,3,9.0,4.0,,,,,,,,
7305,0,1.0,9.0,10.0,8.0,,,,,,
7306,1,9.0,7.0,0.0,2.0,,,,,,
7307,10,2.0,,,,,,,,,
7309,0,1.0,10.0,,,,,,,,
7310,1,,,,,,,,,,
7312,1,0.0,,,,,,,,,
7313,0,3.0,9.0,8.0,,,,,,,
7314,1,7.0,2.0,4.0,9.0,,,,,,
7315,4,5.0,1.0,,,,,,,,
7316,5,4.0,0.0,7.0,1.0,,,,,,
7327,0,1.0,10.0,,,,,,,,
7445,0,6.0,,,,,,,,,
7885,6,2.0,8.0,10.0,4.0,,,,,,
7886,1,4.0,5.0,,,,,,,,
7887,0,5.0,,,,,,,,,
7888,1,5.0,2.0,10.0,0.0,,,,,,
7889,1,3.0,10.0,4.0,,,,,,,
7890,0,7.0,1.0,9.0,2.0,,,,,,
7891,0,7.0,1.0,9.0,2.0,,,,,,
7892,1,0.0,9.0,7.0,2.0,,,,,,
7893,0,1.0,5.0,4.0,7.0,,,,,,
7894,0,1.0,5.0,4.0,9.0,,,,,,
7895,0,7.0,9.0,2.0,,,,,,,
7896,0,1.0,4.0,,,,,,,,
7897,4,0.0,2.0,9.0,3.0,,,,,,
7898,1,,,,,,,,,,
7899,0,5.0,1.0,9.0,4.0,,,,,,
7900,7,6.0,1.0,,,,,,,,
7901,5,0.0,1.0,4.0,7.0,,,,,,
7902,5,4.0,0.0,1.0,7.0,,,,,,
7903,8,10.0,,,,,,,,,
7904,0,1.0,2.0,5.0,9.0,,,,,,
7905,5,0.0,10.0,6.0,2.0,,,,,,
7906,0,1.0,2.0,5.0,4.0,,,,,,
7907,1,4.0,0.0,,,,,,,,
7908,0,5.0,,,,,,,,,
7909,1,4.0,0.0,,,,,,,,
7910,4,0.0,7.0,2.0,1.0,,,,,,
7912,2,1.0,0.0,,,,,,,,
7913,0,1.0,4.0,5.0,6.0,,,,,,
7914,5,0.0,4.0,8.0,6.0,,,,,,
7915,1,0.0,9.0,2.0,7.0,,,,,,
7916,1,6.0,5.0,2.0,0.0,,,,,,
7917,1,0.0,5.0,,,,,,,,
7918,4,5.0,0.0,9.0,3.0,,,,,,
7919,6,1.0,2.0,5.0,3.0,,,,,,
7920,8,10.0,9.0,,,,,,,,
7921,1,5.0,0.0,4.0,,,,,,,
7923,4,5.0,0.0,9.0,6.0,,,,,,
7924,4,0.0,7.0,2.0,1.0,,,,,,
7925,10,4.0,,,,,,,,,
7926,0,,,,,,,,,,
7927,6,1.0,2.0,4.0,3.0,,,,,,
7928,4,0.0,7.0,2.0,1.0,,,,,,
7929,0,9.0,4.0,7.0,8.0,,,,,,
8293,1,,,,,,,,,,
8294,0,1.0,5.0,4.0,10.0,,,,,,
8295,3,0.0,10.0,5.0,,,,,,,
8296,5,,,,,,,,,,
8297,2,,,,,,,,,,
8298,2,9.0,0.0,8.0,,,,,,,
8299,2,,,,,,,,,,
8300,0,1.0,5.0,4.0,10.0,,,,,,
8301,5,6.0,2.0,1.0,3.0,,,,,,
8302,5,8.0,3.0,9.0,4.0,,,,,,
8303,0,,,,,,,,,,
8609,1,,,,,,,,,,
8610,1,4.0,,,,,,,,,
8611,4,0.0,6.0,8.0,5.0,,,,,,
8613,0,10.0,4.0,5.0,1.0,,,,,,
8614,0,,,,,,,,,,
8615,10,,,,,,,,,,
8616,9,1.0,5.0,6.0,7.0,,,,,,
8617,5,10.0,1.0,7.0,,,,,,,
8618,5,,,,,,,,,,
8619,1,9.0,0.0,10.0,2.0,,,,,,
8620,1,0.0,,,,,,,,,
8621,1,,,,,,,,,,
8622,7,9.0,2.0,1.0,5.0,,,,,,
8623,8,2.0,7.0,3.0,9.0,,,,,,
8624,1,5.0,,,,,,,,,
8625,5,0.0,6.0,7.0,1.0,,,,,,
8626,5,,,,,,,,,,
8658,0,1.0,2.0,5.0,4.0,,,,,,
8659,9,0.0,2.0,5.0,10.0,,,,,,
8660,1,9.0,0.0,,,,,,,,
8661,6,1.0,,,,,,,,,
8662,9,1.0,0.0,7.0,2.0,,,,,,
8663,1,0.0,9.0,2.0,6.0,,,,,,
8664,5,6.0,0.0,3.0,2.0,,,,,,
8665,1,0.0,,,,,,,,,
8666,5,2.0,7.0,0.0,1.0,,,,,,
8668,1,9.0,0.0,,,,,,,,
8669,4,1.0,0.0,7.0,5.0,,,,,,
8670,1,9.0,0.0,,,,,,,,
8671,5,4.0,0.0,9.0,6.0,,,,,,
8833,4,0.0,9.0,6.0,1.0,,,,,,
8834,5,1.0,,,,,,,,,
8836,5,1.0,2.0,0.0,6.0,,,,,,
8837,1,5.0,9.0,7.0,4.0,,,,,,
8838,0,5.0,,,,,,,,,
8839,4,0.0,,,,,,,,,
8841,0,3.0,5.0,4.0,,,,,,,
8842,7,1.0,9.0,0.0,8.0,,,,,,
8844,4,10.0,,,,,,,,,
8845,4,7.0,10.0,8.0,1.0,,,,,,
8846,0,1.0,4.0,5.0,,,,,,,
8847,0,6.0,7.0,2.0,1.0,,,,,,
8848,4,9.0,10.0,1.0,0.0,,,,,,
8849,0,1.0,2.0,10.0,9.0,,,,,,
8850,2,6.0,8.0,7.0,1.0,,,,,,
9139,0,4.0,,,,,,,,,
9140,1,5.0,9.0,4.0,0.0,,,,,,
9141,5,4.0,,,,,,,,,
9142,9,0.0,4.0,5.0,3.0,,,,,,
9143,4,0.0,5.0,7.0,9.0,,,,,,
9144,0,1.0,5.0,10.0,2.0,,,,,,
9145,4,1.0,5.0,10.0,0.0,,,,,,
9146,1,0.0,5.0,,,,,,,,
9147,5,0.0,7.0,,,,,,,,
9148,4,0.0,1.0,10.0,5.0,,,,,,
9149,1,0.0,4.0,10.0,2.0,,,,,,
9150,0,1.0,5.0,,,,,,,,
9151,1,2.0,10.0,3.0,6.0,,,,,,
9152,4,1.0,5.0,,,,,,,,
9153,0,,,,,,,,,,
9154,0,,,,,,,,,,
9155,1,0.0,5.0,,,,,,,,
9157,4,1.0,0.0,,,,,,,,
9158,5,1.0,0.0,,,,,,,,
9159,4,0.0,5.0,7.0,2.0,,,,,,
9160,0,,,,,,,,,,
9161,4,1.0,5.0,10.0,9.0,,,,,,
9162,1,5.0,0.0,,,,,,,,
9222,5,0.0,,,,,,,,,
9365,9,0.0,4.0,5.0,3.0,,,,,,
9366,5,,,,,,,,,,
9367,5,0.0,,,,,,,,,
9368,0,4.0,,,,,,,,,
9369,1,0.0,,,,,,,,,
9370,4,5.0,6.0,1.0,0.0,,,,,,
9372,5,0.0,,,,,,,,,
9373,0,5.0,,,,,,,,,
9374,0,5.0,9.0,3.0,4.0,,,,,,
9375,0,,,,,,,,,,
9376,5,,,,,,,,,,
9377,5,0.0,,,,,,,,,
9765,1,9.0,,,,,,,,,
9766,0,1.0,5.0,,,,,,,,
9767,0,9.0,7.0,1.0,2.0,,,,,,
9768,1,10.0,3.0,5.0,2.0,,,,,,
9770,1,0.0,,,,,,,,,
9771,4,0.0,5.0,1.0,10.0,,,,,,
9772,4,9.0,2.0,1.0,8.0,,,,,,
9773,1,,,,,,,,,,
9774,0,,,,,,,,,,
9775,1,0.0,4.0,3.0,10.0,,,,,,
9776,4,0.0,5.0,6.0,9.0,,,,,,
9777,3,0.0,9.0,5.0,2.0,,,,,,
9778,1,9.0,,,,,,,,,
9779,0,4.0,5.0,1.0,3.0,,,,,,
10296,1,0.0,9.0,7.0,3.0,,,,,,
10297,0,6.0,4.0,2.0,8.0,,,,,,
10298,1,5.0,0.0,2.0,6.0,,,,,,
10299,0,,,,,,,,,,
10300,1,10.0,3.0,9.0,,,,,,,
10301,1,0.0,4.0,9.0,10.0,,,,,,
10302,5,1.0,0.0,,,,,,,,
10586,8,,,,,,,,,,
10587,0,3.0,,,,,,,,,
10588,1,5.0,6.0,2.0,3.0,,,,,,
10589,0,5.0,1.0,2.0,9.0,,,,,,
10590,1,5.0,0.0,2.0,9.0,,,,,,
10591,5,4.0,,,,,,,,,
10606,4,1.0,0.0,,,,,,,,
10815,1,,,,,,,,,,
10816,1,0.0,5.0,,,,,,,,
10817,9,0.0,,,,,,,,,
10818,4,0.0,9.0,,,,,,,,
10819,0,4.0,,,,,,,,,
10820,0,4.0,1.0,,,,,,,,
10821,0,1.0,2.0,4.0,5.0,,,,,,
10822,0,,,,,,,,,,
10823,10,4.0,9.0,7.0,3.0,,,,,,
10824,10,0.0,9.0,4.0,,,,,,,
10825,0,1.0,5.0,4.0,9.0,,,,,,
10826,5,3.0,4.0,10.0,8.0,,,,,,
10827,2,,,,,,,,,,
10828,6,0.0,7.0,3.0,8.0,,,,,,
10829,0,,,,,,,,,,
10830,8,5.0,0.0,6.0,1.0,,,,,,
10831,1,0.0,4.0,5.0,9.0,,,,,,
10832,5,4.0,8.0,10.0,9.0,,,,,,
10833,0,9.0,10.0,8.0,1.0,,,,,,
10834,0,5.0,4.0,,,,,,,,
10835,10,4.0,3.0,5.0,0.0,,,,,,
10836,1,,,,,,,,,,
10837,5,1.0,,,,,,,,,
10838,1,5.0,8.0,,,,,,,,
10839,0,1.0,5.0,4.0,9.0,,,,,,
10840,1,,,,,,,,,,
10841,1,,,,,,,,,,
10842,5,10.0,1.0,,,,,,,,
10843,1,9.0,4.0,5.0,10.0,,,,,,
10844,1,0.0,5.0,,,,,,,,
10845,1,0.0,7.0,4.0,,,,,,,
10846,2,,,,,,,,,,
10847,0,4.0,,,,,,,,,
10848,0,10.0,4.0,1.0,,,,,,,
10850,5,1.0,0.0,4.0,2.0,,,,,,
10851,10,4.0,0.0,9.0,6.0,,,,,,
10852,1,0.0,4.0,,,,,,,,
12239,0,1.0,4.0,,,,,,,,
12240,0,1.0,5.0,4.0,2.0,,,,,,
12241,4,1.0,,,,,,,,,
12242,1,4.0,0.0,,,,,,,,
12243,1,4.0,0.0,,,,,,,,
12244,0,1.0,5.0,4.0,2.0,,,,,,
12245,0,,,,,,,,,,
12246,0,7.0,2.0,1.0,9.0,,,,,,
12247,1,0.0,4.0,10.0,5.0,,,,,,
12248,1,10.0,3.0,,,,,,,,
12249,5,4.0,10.0,1.0,,,,,,,
12250,10,2.0,1.0,0.0,,,,,,,
12251,1,0.0,10.0,4.0,5.0,,,,,,
12252,10,7.0,2.0,0.0,1.0,,,,,,
12253,10,2.0,1.0,0.0,,,,,,,
12254,9,10.0,1.0,2.0,0.0,,,,,,
12255,1,,,,,,,,,,
12256,0,1.0,10.0,,,,,,,,
12257,10,,,,,,,,,,
12258,0,4.0,5.0,10.0,,,,,,,
12259,10,5.0,1.0,2.0,4.0,,,,,,
13913,4,9.0,,,,,,,,,
13914,4,,,,,,,,,,
13915,2,8.0,,,,,,,,,
13916,1,0.0,7.0,4.0,2.0,,,,,,
13917,0,9.0,,,,,,,,,
13919,5,9.0,6.0,2.0,0.0,,,,,,
13920,0,2.0,5.0,10.0,,,,,,,
13921,10,0.0,4.0,2.0,6.0,,,,,,
13922,10,0.0,4.0,2.0,6.0,,,,,,
13923,4,10.0,2.0,5.0,1.0,,,,,,
13924,8,7.0,9.0,0.0,5.0,,,,,,
13925,1,0.0,9.0,4.0,,,,,,,
13926,0,9.0,10.0,2.0,5.0,,,,,,
13927,5,0.0,3.0,9.0,2.0,,,,,,
13928,5,9.0,6.0,2.0,0.0,,,,,,
13929,4,5.0,1.0,0.0,2.0,,,,,,
13930,0,7.0,10.0,6.0,4.0,,,,,,
13931,4,1.0,2.0,,,,,,,,
13932,8,1.0,7.0,10.0,,,,,,,
13933,5,0.0,10.0,4.0,8.0,,,,,,
14183,0,1.0,5.0,4.0,10.0,,,,,,
14184,0,1.0,5.0,4.0,10.0,,,,,,
14185,4,,,,,,,,,,
14186,4,,,,,,,,,,
14187,4,8.0,,,,,,,,,
14188,5,,,,,,,,,,
14189,5,9.0,7.0,4.0,3.0,,,,,,
14190,9,,,,,,,,,,
14698,10,,,,,,,,,,
14699,0,2.0,,,,,,,,,
14700,0,1.0,5.0,10.0,,,,,,,
14701,0,1.0,,,,,,,,,
14702,1,0.0,,,,,,,,,
14703,1,4.0,9.0,5.0,0.0,,,,,,
14704,4,9.0,,,,,,,,,
14706,10,,,,,,,,,,
14707,0,1.0,2.0,4.0,5.0,,,,,,
14708,0,4.0,5.0,1.0,10.0,,,,,,
14709,10,,,,,,,,,,
14710,1,0.0,,,,,,,,,
15337,1,,,,,,,,,,
15338,0,3.0,5.0,,,,,,,,
15339,10,,,,,,,,,,
15345,0,9.0,7.0,2.0,1.0,,,,,,
15348,0,1.0,5.0,4.0,,,,,,,
15349,0,3.0,5.0,1.0,,,,,,,
15673,0,,,,,,,,,,
15674,10,2.0,8.0,,,,,,,,
15675,10,2.0,8.0,,,,,,,,
15676,7,1.0,6.0,0.0,2.0,,,,,,
15677,0,1.0,,,,,,,,,
15678,4,,,,,,,,,,
15679,1,5.0,,,,,,,,,
15680,1,5.0,,,,,,,,,
15682,4,2.0,1.0,0.0,7.0,,,,,,
15683,4,,,,,,,,,,
15684,2,7.0,9.0,0.0,1.0,,,,,,
15686,2,,,,,,,,,,
15687,0,3.0,2.0,9.0,7.0,,,,,,
15688,0,3.0,2.0,9.0,7.0,,,,,,
15689,0,3.0,2.0,9.0,7.0,,,,,,
15702,1,5.0,,,,,,,,,
15703,2,8.0,4.0,0.0,3.0,,,,,,
15704,10,0.0,7.0,5.0,1.0,,,,,,
16103,5,4.0,0.0,1.0,,,,,,,
16104,4,0.0,10.0,1.0,,,,,,,
16105,2,10.0,5.0,,,,,,,,
16107,4,1.0,5.0,8.0,,,,,,,
16108,1,4.0,8.0,,,,,,,,
16109,10,,,,,,,,,,
16110,5,0.0,1.0,4.0,2.0,,,,,,
16111,10,5.0,2.0,,,,,,,,
16112,1,0.0,,,,,,,,,
16113,1,2.0,,,,,,,,,
16114,4,,,,,,,,,,
16115,1,9.0,0.0,7.0,5.0,,,,,,
16202,0,5.0,,,,,,,,,
16203,1,0.0,5.0,4.0,2.0,,,,,,
16204,1,0.0,5.0,4.0,2.0,,,,,,
16205,1,5.0,2.0,0.0,10.0,,,,,,
16206,2,1.0,6.0,4.0,5.0,,,,,,
16207,1,5.0,6.0,2.0,8.0,,,,,,
16208,10,2.0,7.0,,,,,,,,
16209,2,5.0,10.0,4.0,,,,,,,
16210,5,1.0,4.0,,,,,,,,
16211,0,2.0,1.0,10.0,,,,,,,
16212,2,5.0,10.0,0.0,,,,,,,
16213,0,10.0,2.0,,,,,,,,
16214,5,1.0,6.0,9.0,10.0,,,,,,
16215,10,5.0,,,,,,,,,
16216,1,10.0,9.0,2.0,0.0,,,,,,
16218,7,8.0,10.0,6.0,0.0,,,,,,
16219,5,4.0,7.0,2.0,3.0,,,,,,
16221,0,4.0,5.0,,,,,,,,
16222,1,5.0,2.0,0.0,10.0,,,,,,
16223,10,1.0,,,,,,,,,
16224,10,2.0,7.0,,,,,,,,
16226,1,10.0,,,,,,,,,
16227,0,4.0,5.0,,,,,,,,
16284,0,1.0,4.0,10.0,2.0,,,,,,
16285,2,,,,,,,,,,
16286,0,9.0,6.0,,,,,,,,
16287,1,5.0,10.0,6.0,2.0,,,,,,
16288,5,4.0,6.0,2.0,1.0,,,,,,
16289,3,,,,,,,,,,
16290,5,10.0,0.0,2.0,3.0,,,,,,
16291,5,1.0,4.0,0.0,,,,,,,
16292,0,5.0,10.0,8.0,4.0,,,,,,
16293,0,6.0,2.0,9.0,5.0,,,,,,
16294,4,1.0,9.0,0.0,,,,,,,
16295,5,6.0,9.0,0.0,4.0,,,,,,
16296,5,0.0,4.0,6.0,7.0,,,,,,
16297,1,0.0,5.0,4.0,2.0,,,,,,
16298,5,10.0,0.0,1.0,2.0,,,,,,
16299,0,5.0,4.0,7.0,2.0,,,,,,
16300,4,5.0,7.0,,,,,,,,
16301,9,5.0,1.0,,,,,,,,
16303,9,,,,,,,,,,
16304,9,,,,,,,,,,
16305,1,0.0,,,,,,,,,
16306,1,5.0,10.0,,,,,,,,
16307,5,1.0,0.0,2.0,4.0,,,,,,
16308,4,0.0,2.0,,,,,,,,
16309,1,5.0,9.0,,,,,,,,
16310,5,0.0,,,,,,,,,
16324,10,1.0,4.0,0.0,5.0,,,,,,
16325,10,,,,,,,,,,
16326,1,,,,,,,,,,
16327,1,2.0,0.0,,,,,,,,
16328,2,5.0,4.0,1.0,9.0,,,,,,
16329,7,2.0,10.0,9.0,3.0,,,,,,
16330,0,5.0,1.0,,,,,,,,
16331,2,1.0,5.0,9.0,4.0,,,,,,
16332,1,,,,,,,,,,
16333,2,1.0,,,,,,,,,
16334,5,0.0,2.0,1.0,,,,,,,
16335,0,1.0,2.0,7.0,9.0,,,,,,
16336,2,7.0,10.0,9.0,1.0,,,,,,
16337,1,0.0,5.0,4.0,2.0,,,,,,
16338,1,0.0,5.0,4.0,2.0,,,,,,
16339,3,0.0,8.0,,,,,,,,
16340,5,,,,,,,,,,
16341,4,5.0,1.0,10.0,0.0,,,,,,
16342,4,0.0,,,,,,,,,
16343,1,0.0,4.0,,,,,,,,
16361,1,4.0,9.0,7.0,2.0,,,,,,
17093,10,3.0,0.0,2.0,,,,,,,
17094,0,9.0,7.0,2.0,5.0,,,,,,
17095,1,0.0,,,,,,,,,
17096,1,2.0,7.0,0.0,,,,,,,
17097,10,0.0,,,,,,,,,
17098,2,9.0,5.0,0.0,8.0,,,,,,
17099,1,0.0,,,,,,,,,
17100,1,,,,,,,,,,
17414,2,,,,,,,,,,
17416,0,1.0,4.0,2.0,5.0,,,,,,
17418,0,5.0,1.0,4.0,2.0,,,,,,
17419,0,10.0,3.0,8.0,,,,,,,
17420,10,,,,,,,,,,
17421,0,2.0,1.0,10.0,,,,,,,
17422,5,4.0,0.0,6.0,9.0,,,,,,
17423,0,,,,,,,,,,
17424,5,4.0,9.0,2.0,1.0,,,,,,
17425,9,2.0,,,,,,,,,
17428,5,1.0,,,,,,,,,
18493,4,8.0,9.0,6.0,3.0,,,,,,
18494,1,,,,,,,,,,
18496,4,10.0,0.0,9.0,5.0,,,,,,
18497,2,0.0,9.0,1.0,7.0,,,,,,
18498,7,1.0,,,,,,,,,
18499,1,5.0,0.0,,,,,,,,
18500,0,,,,,,,,,,
18501,1,0.0,5.0,9.0,6.0,,,,,,
18502,0,5.0,1.0,9.0,,,,,,,
18503,2,,,,,,,,,,
18504,0,1.0,5.0,4.0,9.0,,,,,,
18505,0,1.0,4.0,,,,,,,,
18506,0,,,,,,,,,,
18507,4,0.0,10.0,1.0,5.0,,,,,,
18508,0,5.0,9.0,3.0,,,,,,,
18510,0,,,,,,,,,,
18598,0,1.0,5.0,8.0,,,,,,,
18599,1,0.0,8.0,,,,,,,,
18600,10,,,,,,,,,,
18601,0,4.0,10.0,1.0,9.0,,,,,,
18602,1,2.0,0.0,,,,,,,,
18603,5,0.0,10.0,,,,,,,,
18606,0,5.0,,,,,,,,,
18607,10,,,,,,,,,,
18608,10,9.0,,,,,,,,,
18609,0,10.0,7.0,,,,,,,,
18610,8,,,,,,,,,,
18611,6,2.0,8.0,5.0,9.0,,,,,,
18612,0,2.0,5.0,4.0,1.0,,,,,,
18613,4,1.0,2.0,9.0,7.0,,,,,,
18614,0,1.0,,,,,,,,,
18615,1,0.0,8.0,,,,,,,,
18616,0,4.0,10.0,1.0,9.0,,,,,,
18617,0,9.0,2.0,7.0,,,,,,,
18618,10,8.0,9.0,,,,,,,,
18619,1,5.0,10.0,,,,,,,,
18620,1,5.0,2.0,0.0,,,,,,,
18621,5,,,,,,,,,,
18622,0,,,,,,,,,,
18623,0,,,,,,,,,,
18624,4,0.0,5.0,9.0,3.0,,,,,,
20302,2,4.0,10.0,8.0,0.0,,,,,,
20303,1,2.0,9.0,10.0,5.0,,,,,,
20304,0,7.0,2.0,10.0,3.0,,,,,,
20305,1,0.0,,,,,,,,,
20306,0,9.0,4.0,7.0,5.0,,,,,,
20307,1,6.0,,,,,,,,,
20308,5,1.0,,,,,,,,,
20309,0,,,,,,,,,,
20310,4,0.0,6.0,10.0,2.0,,,,,,
20311,4,5.0,9.0,6.0,10.0,,,,,,
20312,4,5.0,0.0,9.0,3.0,,,,,,
20313,5,2.0,1.0,0.0,9.0,,,,,,
20314,1,0.0,5.0,,,,,,,,
20316,1,0.0,5.0,,,,,,,,
20317,0,7.0,2.0,9.0,3.0,,,,,,
20318,0,10.0,5.0,4.0,,,,,,,
20319,1,0.0,9.0,2.0,3.0,,,,,,
20320,10,9.0,3.0,0.0,7.0,,,,,,
20321,5,1.0,,,,,,,,,
21369,0,1.0,5.0,2.0,,,,,,,
21370,0,1.0,5.0,2.0,,,,,,,
21372,8,7.0,,,,,,,,,
21373,4,0.0,,,,,,,,,
21374,5,1.0,2.0,0.0,10.0,,,,,,
21375,5,0.0,1.0,,,,,,,,
21376,0,5.0,1.0,4.0,10.0,,,,,,
21377,0,1.0,4.0,2.0,,,,,,,
21378,0,1.0,5.0,4.0,2.0,,,,,,
21379,5,10.0,9.0,4.0,,,,,,,
21380,10,2.0,7.0,,,,,,,,
21381,5,1.0,2.0,0.0,9.0,,,,,,
21382,5,4.0,0.0,10.0,8.0,,,,,,
21424,5,0.0,7.0,,,,,,,,
21425,5,10.0,,,,,,,,,
21426,5,10.0,,,,,,,,,
21427,5,1.0,,,,,,,,,
21428,5,1.0,2.0,0.0,7.0,,,,,,
21429,6,9.0,0.0,8.0,10.0,,,,,,
21430,5,6.0,10.0,8.0,7.0,,,,,,
21431,0,4.0,5.0,1.0,8.0,,,,,,
21432,0,4.0,5.0,1.0,8.0,,,,,,
21433,4,5.0,0.0,,,,,,,,
21434,5,8.0,6.0,4.0,9.0,,,,,,
21435,1,7.0,0.0,9.0,10.0,,,,,,
21436,5,4.0,9.0,7.0,8.0,,,,,,
21437,0,5.0,6.0,1.0,10.0,,,,,,
21438,10,4.0,3.0,8.0,1.0,,,,,,
21440,1,7.0,3.0,10.0,8.0,,,,,,
21441,7,9.0,0.0,2.0,1.0,,,,,,
21442,1,7.0,3.0,10.0,8.0,,,,,,
21443,1,7.0,3.0,10.0,8.0,,,,,,
21445,4,10.0,8.0,7.0,6.0,,,,,,
21446,1,8.0,9.0,0.0,2.0,,,,,,
21447,5,0.0,7.0,,,,,,,,
21449,1,5.0,4.0,,,,,,,,
21450,5,0.0,,,,,,,,,
21451,5,1.0,,,,,,,,,
21452,7,,,,,,,,,,
21453,5,1.0,,,,,,,,,
21454,1,2.0,10.0,0.0,8.0,,,,,,
21455,0,5.0,4.0,6.0,7.0,,,,,,
21456,5,8.0,10.0,6.0,0.0,,,,,,
21458,5,10.0,,,,,,,,,
21459,5,9.0,0.0,7.0,8.0,,,,,,
