,0,1,2,3,4,5
1,Write-In cells: 203,,,,,
2,Overvote cells: 365,,,,,
3,Pierina Ana Sanchez: 0,,,,,
4,Yudelka Tapia: 1,,,,,
5,Haile Rivera: 2,,,,,
6,Fernando A. Aquino: 3,,,,,
7,Adolfo Abreu: 4,,,,,
8,Socrates S. Solano: 5,,,,,
15549,4,,,,,
15551,0,,,,,
15553,3,0.0,1.0,4.0,2.0,
15556,4,0.0,1.0,5.0,,
15557,5,,,,,
15559,3,5.0,0.0,4.0,1.0,
15561,0,1.0,2.0,3.0,4.0,
15562,0,1.0,2.0,3.0,4.0,
15565,4,0.0,2.0,1.0,3.0,
15568,1,0.0,2.0,3.0,4.0,
15570,4,0.0,1.0,2.0,3.0,
15572,1,,,,,
15573,0,3.0,2.0,4.0,1.0,
15574,5,,,,,
15575,0,,,,,
15576,2,3.0,0.0,5.0,,
15577,1,0.0,2.0,4.0,3.0,
15578,1,0.0,4.0,3.0,5.0,
15579,0,1.0,3.0,2.0,5.0,
15584,0,5.0,3.0,1.0,2.0,
15586,0,1.0,3.0,5.0,,
15587,0,1.0,3.0,4.0,5.0,
15590,4,0.0,,,,
15591,4,1.0,2.0,0.0,,
15595,4,3.0,0.0,,,
15599,0,3.0,,,,
15600,0,,,,,
15603,2,,,,,
15605,1,0.0,3.0,2.0,4.0,
15606,2,,,,,
15608,0,5.0,1.0,2.0,3.0,
15610,0,,,,,
15614,0,4.0,2.0,5.0,1.0,
15618,1,2.0,,,,
15620,0,,,,,
15622,0,,,,,
15634,1,3.0,,,,
15635,3,4.0,1.0,2.0,0.0,
15637,0,1.0,3.0,,,
15639,1,4.0,0.0,5.0,3.0,
15641,1,5.0,2.0,4.0,,
15643,2,0.0,3.0,,,
15645,2,1.0,4.0,0.0,3.0,
15647,4,1.0,,,,
15649,0,3.0,5.0,2.0,1.0,
15651,0,,,,,
15653,3,4.0,5.0,2.0,0.0,
15655,4,0.0,1.0,2.0,3.0,
15657,4,0.0,2.0,3.0,1.0,
15659,2,1.0,4.0,3.0,0.0,
15661,2,4.0,5.0,3.0,0.0,
15811,4,0.0,,,,
15813,0,2.0,1.0,3.0,5.0,
15816,0,,,,,
15823,0,,,,,
15826,1,,,,,
15828,2,,,,,
15830,1,,,,,
15994,0,1.0,2.0,5.0,3.0,
16358,0,4.0,5.0,3.0,1.0,
16360,1,2.0,0.0,3.0,5.0,
16362,1,4.0,5.0,3.0,,
16364,1,2.0,4.0,0.0,3.0,
16366,0,3.0,2.0,4.0,,
16368,2,0.0,5.0,,,
16370,2,1.0,0.0,5.0,,
16372,5,,,,,
16374,1,2.0,4.0,0.0,3.0,
16376,1,,,,,
16378,0,,,,,
16380,4,1.0,5.0,2.0,3.0,
16383,4,5.0,3.0,1.0,2.0,
16385,1,0.0,4.0,3.0,2.0,
16386,2,4.0,1.0,3.0,,
16533,4,,,,,
16535,4,2.0,1.0,3.0,0.0,
16537,0,4.0,,,,
16539,4,0.0,1.0,,,
16543,0,,,,,
16545,4,,,,,
16547,0,3.0,4.0,1.0,5.0,
16549,0,4.0,1.0,,,
16551,0,4.0,1.0,5.0,3.0,
16614,0,4.0,1.0,3.0,,
16616,0,1.0,2.0,3.0,5.0,
16618,0,1.0,,,,
16620,0,2.0,1.0,3.0,,
16623,1,4.0,2.0,5.0,3.0,
16625,0,2.0,1.0,,,
16627,1,0.0,4.0,2.0,3.0,
16629,4,,,,,
16631,3,,,,,
16825,2,5.0,0.0,4.0,,
16826,2,0.0,,,,
16831,3,,,,,
16835,3,5.0,,,,
16836,0,2.0,3.0,4.0,,
16838,2,1.0,5.0,3.0,,
16841,2,1.0,0.0,3.0,,
16842,4,0.0,3.0,,,
16845,5,0.0,3.0,2.0,,
16847,3,4.0,0.0,5.0,1.0,
16850,4,,,,,
16852,4,,,,,
16854,4,2.0,,,,
16856,1,,,,,
16858,0,2.0,1.0,5.0,3.0,
16870,3,5.0,0.0,4.0,1.0,
16872,0,1.0,,,,
16874,0,1.0,,,,
16876,4,1.0,,,,
16878,2,1.0,4.0,0.0,3.0,
16880,2,3.0,1.0,5.0,0.0,
16882,0,,,,,
16884,2,5.0,3.0,4.0,1.0,
16886,2,4.0,5.0,0.0,3.0,
16888,0,3.0,2.0,1.0,4.0,
16890,2,4.0,0.0,3.0,5.0,
16894,1,4.0,0.0,2.0,3.0,
16896,3,4.0,0.0,2.0,1.0,
16898,0,1.0,3.0,,,
16916,4,,,,,
16918,4,,,,,
16920,4,,,,,
16921,4,1.0,0.0,2.0,3.0,
16924,2,4.0,1.0,0.0,3.0,
16926,4,3.0,2.0,1.0,0.0,
16929,1,,,,,
16931,2,4.0,5.0,3.0,,
16933,1,2.0,4.0,0.0,,
16934,4,5.0,1.0,2.0,,
17832,2,4.0,3.0,,,
17836,1,3.0,5.0,4.0,2.0,
17838,1,3.0,,,,
17942,1,5.0,3.0,,,
17945,4,0.0,,,,
17949,3,5.0,,,,
17950,3,1.0,4.0,0.0,5.0,
17953,2,0.0,4.0,1.0,3.0,
17954,1,0.0,,,,
18014,0,,,,,
18016,2,,,,,
18018,3,5.0,4.0,1.0,,
18020,1,0.0,2.0,5.0,3.0,
18022,1,,,,,
18025,3,,,,,
18027,0,4.0,2.0,5.0,3.0,
18029,1,4.0,5.0,0.0,3.0,
18031,1,4.0,0.0,3.0,2.0,
18033,4,,,,,
18035,3,,,,,
18036,4,3.0,,,,
18038,2,4.0,0.0,3.0,1.0,
18040,0,3.0,1.0,2.0,4.0,
18042,3,1.0,2.0,0.0,5.0,
18044,0,2.0,3.0,4.0,1.0,
18046,0,,,,,
18050,1,,,,,
18056,0,4.0,,,,
18171,1,5.0,0.0,,,
18173,2,5.0,4.0,3.0,1.0,
18175,0,4.0,1.0,,,
18178,4,0.0,3.0,1.0,,
18180,2,4.0,3.0,1.0,5.0,
18181,2,1.0,4.0,0.0,3.0,
18184,0,,,,,
18185,0,1.0,,,,
18187,0,,,,,
18190,0,2.0,4.0,3.0,1.0,
18192,3,2.0,4.0,5.0,0.0,
18193,0,1.0,,,,
18196,0,,,,,
18197,5,1.0,2.0,3.0,,
18199,2,0.0,1.0,5.0,4.0,
18202,0,,,,,
18592,0,4.0,3.0,,,
18597,4,1.0,0.0,3.0,5.0,
18600,0,,,,,
18602,5,4.0,1.0,2.0,3.0,
18603,0,,,,,
18606,2,1.0,4.0,0.0,5.0,
18608,2,,,,,
18610,2,1.0,4.0,5.0,,
18612,2,,,,,
18614,0,,,,,
18615,4,3.0,0.0,2.0,1.0,
18618,2,1.0,5.0,3.0,,
18620,0,2.0,1.0,5.0,3.0,
18621,2,1.0,0.0,5.0,,
18623,1,3.0,0.0,4.0,2.0,
19130,0,4.0,1.0,5.0,3.0,
19132,5,2.0,4.0,0.0,,
19134,4,0.0,1.0,3.0,2.0,
19136,3,1.0,5.0,0.0,4.0,
19138,4,,,,,
19141,0,3.0,5.0,4.0,1.0,
19193,3,5.0,0.0,4.0,,
19194,2,0.0,1.0,4.0,5.0,
19195,0,,,,,
19197,2,0.0,1.0,5.0,3.0,
19200,0,5.0,3.0,,,
19201,0,2.0,1.0,,,
19205,1,4.0,,,,
