ic, 0.041687918281084896
mallows_001, 0.9504910179640719
mallows_01, 0.9325818950334624
mallows_05, 0.8577034166960197
mallows_1, 0.7715702712222614
mallows_25, 0.553442761535752
mallows_5, 0.28637407537865445
mallows_75, 0.09630574145825994
mallows_95, 0.022902430433251148
mallows_99, 0.04046072560760832
mallows_999, 0.04022965833039804
spoc_conitzer, 0.041485029940119766
walsh, 0.04116519901373724
sc, 0.04087777386403664
urn_01, 0.043791475871785834
urn_02, 0.07724550898203593
urn_05, 0.11377668193025713
urn_1, 0.178513561113068
urn_2, 0.3494498062698133
urn_5, 0.4047918281084889
5d_sphere, 0.04643043325114477
2d_sphere, 0.04133286368439592
3d_sphere, 0.03145896442409299
csp, 0.0413835857696372
1d_interval, 0.2897682282493836
2d_square, 0.23109686509334273
3d_cube, 0.2413694963015146
5d_cube, 0.3009820359281437
10d_cube, 0.21913067981683693
20d_cube, 0.18004226840436774
