precincts,tally_type,ballotID,rank1,rank2,rank3
450400,Vote by Mail - 400C,000029249,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029250,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029251,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029252,"VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR.","VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029253,"VICTOR AGUILAR, JR.",LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029254,skipped,skipped,skipped
450400,Vote by Mail - 400C,000029255,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029256,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029257,"VICTOR AGUILAR, JR.",LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029258,LEE THOMAS,"VICTOR AGUILAR, JR.",LEE THOMAS
450400,Vote by Mail - 400C,000029259,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029260,skipped,skipped,skipped
450400,Vote by Mail - 400C,000029261,"VICTOR AGUILAR, JR.",LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029262,LEE THOMAS,skipped,skipped
450400,Vote by Mail - 400C,000029263,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029264,"VICTOR AGUILAR, JR.",LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029265,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029266,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029267,"VICTOR AGUILAR, JR.",skipped,skipped
450400,Vote by Mail - 400C,000029268,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029269,LEE THOMAS,skipped,skipped
450400,Vote by Mail - 400C,000029270,LEE THOMAS,skipped,skipped
450400,Vote by Mail - 400C,000029271,"VICTOR AGUILAR, JR.",LEE THOMAS,"VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029272,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029273,LEE THOMAS,LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029274,LEE THOMAS,LEE THOMAS,"VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029275,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029276,"VICTOR AGUILAR, JR.",LEE THOMAS,"VICTOR AGUILAR, JR."
450400,Vote by Mail - 400C,000029277,skipped,skipped,skipped
450400,Vote by Mail - 400C,000029278,LEE THOMAS,LEE THOMAS,LEE THOMAS
450400,Vote by Mail - 400C,000029279,LEE THOMAS,skipped,skipped
450400,Vote by Mail - 400C,000029280,LEE THOMAS,skipped,skipped
450400,Vote by Mail - 400C,000029281,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029282,"VICTOR AGUILAR, JR.",LEE THOMAS,skipped
450400,Vote by Mail - 400C,000029283,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029284,skipped,skipped,skipped
450400,Vote by Mail - 400C,000029285,LEE THOMAS,"VICTOR AGUILAR, JR.",skipped
450400,Vote by Mail - 400C,000029286,LEE THOMAS,skipped,skipped
