ic, 5.129457545717628
mallows_001, 6.72709069638569
mallows_01, 6.635813065697925
mallows_05, 6.221599655193645
mallows_1, 5.6796675081583645
mallows_25, 4.0361541776984176
mallows_5, 1.592299735237978
mallows_75, 2.6917418878147896
mallows_95, 4.704060094821747
mallows_99, 5.082276953389569
mallows_999, 5.130845391293639
spoc_conitzer, 5.130389754325472
walsh, 2.860481497444739
sc, 2.965138846130164
urn_01, 4.460019703220245
urn_02, 4.0760174866079675
urn_05, 3.5288085709008064
urn_1, 3.2531555938673726
urn_2, 3.165137614678899
urn_5, 3.6064195554460934
5d_sphere, 4.685202881595961
2d_sphere, 4.806853026291485
3d_sphere, 4.710932824333477
csp, 3.9943070008004433
