precincts,tally_type,ballotID,rank1,rank2,rank3
362110,Vote by Mail - 400C,000029071,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029072,DESLEY BROOKS,LOREN TAYLOR,MYA WHITAKER
362110,Vote by Mail - 400C,000029073,DESLEY BROOKS,skipped,skipped
362110,Vote by Mail - 400C,000029074,skipped,skipped,skipped
362110,Vote by Mail - 400C,000029075,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
362110,Vote by Mail - 400C,000029076,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
362110,Vote by Mail - 400C,000029077,MARLO RODRIGUEZ,MYA WHITAKER,DESLEY BROOKS
362110,Vote by Mail - 400C,000029078,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
362110,Vote by Mail - 400C,000029079,DESLEY BROOKS,NATASHA MIDDLETON,MYA WHITAKER
362110,Vote by Mail - 400C,000029080,LOREN TAYLOR,NATASHA MIDDLETON,MYA WHITAKER
362110,Vote by Mail - 400C,000029081,DESLEY BROOKS,NATASHA MIDDLETON,MARLO RODRIGUEZ
362110,Vote by Mail - 400C,000029082,LOREN TAYLOR,NATASHA MIDDLETON,MARLO RODRIGUEZ
362110,Vote by Mail - 400C,000029083,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029084,MARLO RODRIGUEZ,MARLO RODRIGUEZ,MARLO RODRIGUEZ
362110,Vote by Mail - 400C,000029085,DESLEY BROOKS,NATASHA MIDDLETON,MARLO RODRIGUEZ
362110,Vote by Mail - 400C,000029086,LOREN TAYLOR,MARLO RODRIGUEZ,MYA WHITAKER
362110,Vote by Mail - 400C,000029087,LOREN TAYLOR,MARLO RODRIGUEZ,skipped
362110,Vote by Mail - 400C,000029088,DESLEY BROOKS,MYA WHITAKER,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029089,LOREN TAYLOR,MYA WHITAKER,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029090,DESLEY BROOKS,MYA WHITAKER,MARLO RODRIGUEZ
362110,Vote by Mail - 400C,000029091,DESLEY BROOKS,MARLO RODRIGUEZ,MYA WHITAKER
362110,Vote by Mail - 400C,000029092,DESLEY BROOKS,MYA WHITAKER,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029093,DESLEY BROOKS,NATASHA MIDDLETON,LOREN TAYLOR
362110,Vote by Mail - 400C,000029094,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
362110,Vote by Mail - 400C,000029095,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
362110,Vote by Mail - 400C,000029096,DESLEY BROOKS,MARLO RODRIGUEZ,LOREN TAYLOR
362110,Vote by Mail - 400C,000029097,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
362110,Vote by Mail - 400C,000029098,DESLEY BROOKS,MARLO RODRIGUEZ,NATASHA MIDDLETON
362110,Vote by Mail - 400C,000029099,DESLEY BROOKS,LOREN TAYLOR,DESLEY BROOKS
362110,Vote by Mail - 400C,000029100,DESLEY BROOKS,LOREN TAYLOR,NATASHA MIDDLETON
363100,Vote by Mail - 400C,000029101,DESLEY BROOKS,LOREN TAYLOR,MYA WHITAKER
363100,Vote by Mail - 400C,000029102,LOREN TAYLOR,MYA WHITAKER,LOREN TAYLOR
363100,Vote by Mail - 400C,000029103,skipped,skipped,skipped
363100,Vote by Mail - 400C,000029104,LOREN TAYLOR,MARLO RODRIGUEZ,LOREN TAYLOR
363100,Vote by Mail - 400C,000029105,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
363100,Vote by Mail - 400C,000029106,LOREN TAYLOR,NATASHA MIDDLETON,MYA WHITAKER
363100,Vote by Mail - 400C,000029107,DESLEY BROOKS,skipped,skipped
363100,Vote by Mail - 400C,000029108,DESLEY BROOKS,LOREN TAYLOR,MYA WHITAKER
363100,Vote by Mail - 400C,000029109,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
363100,Vote by Mail - 400C,000029110,LOREN TAYLOR,DESLEY BROOKS,MYA WHITAKER
363100,Vote by Mail - 400C,000029111,NATASHA MIDDLETON,NATASHA MIDDLETON,NATASHA MIDDLETON
363100,Vote by Mail - 400C,000029112,DESLEY BROOKS,skipped,skipped
363100,Vote by Mail - 400C,000029113,MARLO RODRIGUEZ,MARLO RODRIGUEZ,MARLO RODRIGUEZ
363100,Vote by Mail - 400C,000029114,DESLEY BROOKS,NATASHA MIDDLETON,MARLO RODRIGUEZ
363100,Vote by Mail - 400C,000029115,LOREN TAYLOR,LOREN TAYLOR,DESLEY BROOKS
363100,Vote by Mail - 400C,000029116,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029117,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
363100,Vote by Mail - 400C,000029118,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
363100,Vote by Mail - 400C,000029119,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029120,MYA WHITAKER,MARLO RODRIGUEZ,LOREN TAYLOR
363100,Vote by Mail - 400C,000029121,MYA WHITAKER,MARLO RODRIGUEZ,LOREN TAYLOR
363100,Vote by Mail - 400C,000029122,LOREN TAYLOR,MARLO RODRIGUEZ,skipped
363100,Vote by Mail - 400C,000029123,DESLEY BROOKS,LOREN TAYLOR,MARLO RODRIGUEZ
363100,Vote by Mail - 400C,000029124,LOREN TAYLOR,NATASHA MIDDLETON,MYA WHITAKER
363100,Vote by Mail - 400C,000029125,LOREN TAYLOR,NATASHA MIDDLETON,MYA WHITAKER
363100,Vote by Mail - 400C,000029126,LOREN TAYLOR,MARLO RODRIGUEZ,NATASHA MIDDLETON
363100,Vote by Mail - 400C,000029127,LOREN TAYLOR,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029128,NATASHA MIDDLETON,LOREN TAYLOR,DESLEY BROOKS
363100,Vote by Mail - 400C,000029129,NATASHA MIDDLETON,skipped,skipped
363100,Vote by Mail - 400C,000029130,skipped,skipped,skipped
363100,Vote by Mail - 400C,000029131,skipped,skipped,skipped
363100,Vote by Mail - 400C,000029132,LOREN TAYLOR,MYA WHITAKER,NATASHA MIDDLETON
363100,Vote by Mail - 400C,000029133,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029134,LOREN TAYLOR,MYA WHITAKER,LOREN TAYLOR
363100,Vote by Mail - 400C,000029135,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029136,LOREN TAYLOR,skipped,skipped
363100,Vote by Mail - 400C,000029137,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029138,DESLEY BROOKS,LOREN TAYLOR,MYA WHITAKER
363100,Vote by Mail - 400C,000029139,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029140,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
363100,Vote by Mail - 400C,000029141,DESLEY BROOKS,skipped,skipped
363100,Vote by Mail - 400C,000029142,LOREN TAYLOR,MYA WHITAKER,DESLEY BROOKS
363100,Vote by Mail - 400C,000029143,MYA WHITAKER,MYA WHITAKER,MYA WHITAKER
363100,Vote by Mail - 400C,000029144,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
363100,Vote by Mail - 400C,000029145,NATASHA MIDDLETON,LOREN TAYLOR,MYA WHITAKER
363100,Vote by Mail - 400C,000029146,LOREN TAYLOR,skipped,skipped
363100,Vote by Mail - 400C,000029147,MARLO RODRIGUEZ,MYA WHITAKER,LOREN TAYLOR
363100,Vote by Mail - 400C,000029148,NATASHA MIDDLETON,DESLEY BROOKS,LOREN TAYLOR
