precincts,tally_type,ballotID,rank1,rank2,rank3
364700,Election Day - Insight,000076850,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076851,JAMES MOORE,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076852,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076853,JAMES MOORE,MICHAEL V. JOHNSON,DESLEY BROOKS
364700,Election Day - Insight,000076854,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076855,SHEREDA F. NOSAKHARE,JAMES MOORE,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076856,MICHAEL V. JOHNSON,skipped,skipped
364700,Election Day - Insight,000076857,JAMES MOORE,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076858,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076859,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076860,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076861,SHEREDA F. NOSAKHARE,DESLEY BROOKS,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076862,DESLEY BROOKS,MICHAEL V. JOHNSON,DESLEY BROOKS
364700,Election Day - Insight,000076863,SHEREDA F. NOSAKHARE,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076864,SHEREDA F. NOSAKHARE,skipped,skipped
364700,Election Day - Insight,000076865,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,DESLEY BROOKS
364700,Election Day - Insight,000076866,MICHAEL V. JOHNSON,MICHAEL V. JOHNSON,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076867,SHEREDA F. NOSAKHARE,skipped,skipped
364700,Election Day - Insight,000076868,DESLEY BROOKS,JAMES MOORE,skipped
364700,Election Day - Insight,000076869,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,JAMES MOORE
364700,Election Day - Insight,000076870,DESLEY BROOKS,SHEREDA F. NOSAKHARE,skipped
364700,Election Day - Insight,000076871,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076872,MICHAEL V. JOHNSON,JAMES MOORE,DESLEY BROOKS
364700,Election Day - Insight,000076873,SHEREDA F. NOSAKHARE,skipped,skipped
364700,Election Day - Insight,000076874,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076875,skipped,skipped,skipped
364700,Election Day - Insight,000076876,skipped,skipped,skipped
364700,Election Day - Insight,000076877,DESLEY BROOKS,skipped,DESLEY BROOKS
364700,Election Day - Insight,000076878,SHEREDA F. NOSAKHARE,DESLEY BROOKS,skipped
364700,Election Day - Insight,000076879,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076880,DESLEY BROOKS,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076881,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076882,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076883,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076884,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076885,DESLEY BROOKS,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076886,JAMES MOORE,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076887,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076888,DESLEY BROOKS,DESLEY BROOKS,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076889,JAMES MOORE,JAMES MOORE,JAMES MOORE
364700,Election Day - Insight,000076890,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,JAMES MOORE
364700,Election Day - Insight,000076891,skipped,skipped,skipped
364700,Election Day - Insight,000076892,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076893,SHEREDA F. NOSAKHARE,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076894,DESLEY BROOKS,JAMES MOORE,skipped
364700,Election Day - Insight,000076895,DESLEY BROOKS,SHEREDA F. NOSAKHARE,DESLEY BROOKS
364700,Election Day - Insight,000076896,SHEREDA F. NOSAKHARE,DESLEY BROOKS,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076897,DESLEY BROOKS,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076898,DESLEY BROOKS,JAMES MOORE,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076899,DESLEY BROOKS,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076900,JAMES MOORE,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076901,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076902,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076903,JAMES MOORE,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076904,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076905,skipped,skipped,skipped
364700,Election Day - Insight,000076906,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,JAMES MOORE
364700,Election Day - Insight,000076907,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076908,skipped,skipped,skipped
364700,Election Day - Insight,000076909,SHEREDA F. NOSAKHARE,MICHAEL V. JOHNSON,JAMES MOORE
364700,Election Day - Insight,000076910,MICHAEL V. JOHNSON,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076911,MICHAEL V. JOHNSON,DESLEY BROOKS,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076912,DESLEY BROOKS,JAMES MOORE,SHEREDA F. NOSAKHARE
364700,Election Day - Insight,000076913,DESLEY BROOKS,JAMES MOORE,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076914,SHEREDA F. NOSAKHARE,JAMES MOORE,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076915,DESLEY BROOKS,skipped,skipped
364700,Election Day - Insight,000076916,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
364700,Election Day - Insight,000076917,MICHAEL V. JOHNSON,JAMES MOORE,DESLEY BROOKS
364700,Election Day - Insight,000076918,MICHAEL V. JOHNSON,MICHAEL V. JOHNSON,MICHAEL V. JOHNSON
364700,Election Day - Insight,000076919,MICHAEL V. JOHNSON,SHEREDA F. NOSAKHARE,JAMES MOORE
