precinct,rank1,rank2,rank3
2001-10-10,writein,Anita Tabb,skipped
2001-06-04,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-06-03,writein,skipped,skipped
2001-07-01,writein,skipped,skipped
2001-05-06,writein,Anita Tabb,writein
2001-05-06,writein,Anita Tabb,skipped
2001-10-03,writein,writein,skipped
2001-06-03,writein,skipped,skipped
2001-07-02,writein,skipped,skipped
2001-07-01,writein,writein,writein
2001-07-06,writein,skipped,skipped
2001-10-03,writein,skipped,skipped
2001-06-04,writein,writein,Anita Tabb
2001-07-04,writein,skipped,skipped
2001-10-10,writein,skipped,skipped
2001-07-10,writein,writein,writein
2001-07-03,writein,skipped,skipped
2001-07-03,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-07-04,writein,writein,skipped
2001-06-02,writein,Anita Tabb,skipped
2001-06-02,writein,skipped,skipped
2001-07-05,writein,skipped,skipped
2001-06-04,writein,writein,writein
2001-06-02,writein,skipped,skipped
2001-07-06,writein,skipped,skipped
2001-07-09,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-07-02,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-07-03,writein,Anita Tabb,writein
2001-07-02,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-07-10,writein,skipped,skipped
2001-06-02,writein,writein,writein
2001-10-01,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-06-04,writein,skipped,skipped
2001-06-02,writein,writein,writein
2001-06-02,writein,writein,writein
2001-07-09,writein,writein,writein
2001-06-04,writein,skipped,skipped
2001-07-02,writein,skipped,skipped
2001-07-10,writein,writein,Anita Tabb
2001-07-08,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-10-11,writein,Anita Tabb,skipped
2001-07-06,writein,writein,writein
2001-10-01,writein,skipped,skipped
2001-07-08,writein,skipped,skipped
2001-07-05,writein,skipped,skipped
2001-07-08,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-10-03,writein,skipped,skipped
2001-07-09,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-06-02,writein,Anita Tabb,skipped
2001-10-03,writein,Anita Tabb,skipped
2001-06-04,writein,skipped,skipped
2001-07-09,writein,skipped,skipped
2001-07-01,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-06-02,writein,skipped,skipped
2001-07-06,writein,skipped,skipped
2001-07-01,writein,skipped,skipped
2001-07-04,writein,skipped,skipped
2001-10-10,writein,Anita Tabb,skipped
2001-06-04,writein,skipped,skipped
2001-05-06,writein,skipped,skipped
2001-10-02,writein,skipped,skipped
2001-10-03,writein,writein,skipped
2001-10-03,writein,skipped,skipped
2001-07-05,writein,skipped,skipped
2001-06-04,writein,skipped,skipped
2001-10-03,writein,skipped,skipped
2001-06-04,writein,writein,writein
2001-10-01,writein,skipped,skipped
2001-07-08,writein,writein,writein
2001-07-02,writein,skipped,skipped
2001-07-05,writein,skipped,skipped
2001-07-01,writein,skipped,skipped
2001-06-01,writein,writein,writein
2001-07-04,writein,Anita Tabb,skipped
2001-10-01,writein,writein,skipped
2001-10-11,writein,skipped,skipped
2001-07-10,writein,writein,Anita Tabb
2001-06-03,writein,skipped,skipped
2001-05-06,writein,Anita Tabb,skipped
2001-07-05,writein,Anita Tabb,skipped
2001-07-02,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-06-04,writein,writein,Anita Tabb
2001-10-01,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-07-08,writein,skipped,skipped
2001-07-06,writein,skipped,skipped
2001-07-06,writein,skipped,skipped
2001-10-01,writein,skipped,skipped
2001-10-03,writein,writein,writein
2001-10-02,writein,skipped,skipped
2001-07-06,Anita Tabb,writein,skipped
2001-07-10,Anita Tabb,writein,writein
2001-06-02,Anita Tabb,writein,writein
2001-07-08,Anita Tabb,writein,writein
2001-10-03,Anita Tabb,writein,writein
2001-07-08,Anita Tabb,writein,skipped
2001-05-06,Anita Tabb,writein,skipped
2001-07-08,Anita Tabb,writein,writein
2001-10-03,Anita Tabb,writein,skipped
2001-07-04,Anita Tabb,writein,writein
2001-10-10,Anita Tabb,writein,skipped
2001-07-05,Anita Tabb,writein,skipped
2001-07-02,Anita Tabb,writein,skipped
2001-06-02,Anita Tabb,writein,skipped
2001-05-06,Anita Tabb,writein,skipped
2001-10-01,Anita Tabb,writein,skipped
2001-05-06,Anita Tabb,writein,writein
2001-10-03,Anita Tabb,writein,skipped
2001-10-03,Anita Tabb,writein,writein
2001-07-01,Anita Tabb,writein,skipped
2001-07-04,Anita Tabb,writein,skipped
2001-07-04,Anita Tabb,writein,skipped
2001-10-11,Anita Tabb,writein,skipped
2001-06-02,Anita Tabb,writein,writein
2001-07-03,Anita Tabb,writein,skipped
2001-10-10,Anita Tabb,writein,writein
2001-07-06,Anita Tabb,writein,writein
2001-10-02,Anita Tabb,writein,skipped
2001-07-03,Anita Tabb,writein,writein
2001-10-01,Anita Tabb,writein,skipped
2001-07-08,Anita Tabb,writein,skipped
2001-07-08,Anita Tabb,writein,writein
2001-07-10,Anita Tabb,writein,skipped
2001-06-02,Anita Tabb,writein,skipped
2001-07-03,Anita Tabb,writein,writein
2001-10-03,Anita Tabb,writein,writein
2001-07-03,Anita Tabb,writein,writein
2001-07-06,Anita Tabb,writein,skipped
2001-10-10,Anita Tabb,writein,writein
2001-06-04,Anita Tabb,writein,skipped
2001-07-05,Anita Tabb,writein,skipped
2001-07-10,Anita Tabb,writein,writein
2001-06-02,Anita Tabb,writein,skipped
2001-06-04,Anita Tabb,writein,skipped
2001-10-11,Anita Tabb,writein,skipped
2001-06-04,Anita Tabb,writein,skipped
2001-07-05,Anita Tabb,writein,skipped
2001-07-08,Anita Tabb,writein,skipped
2001-07-03,Anita Tabb,writein,skipped
2001-07-05,Anita Tabb,writein,skipped
2001-07-08,Anita Tabb,writein,skipped
2001-07-02,Anita Tabb,writein,skipped
2001-07-10,Anita Tabb,writein,skipped
2001-10-11,Anita Tabb,writein,skipped
2001-06-04,Anita Tabb,writein,skipped
2001-07-03,Anita Tabb,writein,writein
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
2001-05-06,Anita Tabb,skipped,skipped
