precinct,rank1,rank2,rank3
13-03,writein,writein,writein
10-06,Brad Bourn,writein,skipped
13-04,Brad Bourn,writein,writein
08-06,Brad Bourn,writein,writein
08-07,Brad Bourn,writein,writein
13-06,Brad Bourn,writein,skipped
08-06,Brad Bourn,writein,skipped
10-09,Brad Bourn,Meg Forney,writein
10-04,Brad Bourn,Meg Forney,writein
13-01,Brad Bourn,Meg Forney,writein
13-09,Brad Bourn,Meg Forney,writein
08-06,Brad Bourn,Meg Forney,writein
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-06,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
08-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-04,Brad Bourn,Meg Forney,Geneva Hanvik
10-04,Brad Bourn,Meg Forney,Geneva Hanvik
10-05,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-06,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-07,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-08,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
10-09,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-01,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-02,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-03,Brad Bourn,Meg Forney,Geneva Hanvik
11-04,Brad Bourn,Meg Forney,Geneva Hanvik
11-04,Brad Bourn,Meg Forney,Geneva Hanvik
11-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-01,Brad Bourn,Meg Forney,Geneva Hanvik
13-02,Brad Bourn,Meg Forney,Geneva Hanvik
13-02,Brad Bourn,Meg Forney,Geneva Hanvik
13-02,Brad Bourn,Meg Forney,Geneva Hanvik
13-02,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-03,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-04,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-05,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
13-06,Brad Bourn,Meg Forney,Geneva Hanvik
