Precinct,rank1,rank2,rank3
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
MINNEAPOLIS W-10 P-07,Elizabeth Shaffer,skipped,skipped
