Precinct,rank1,rank2,rank3
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad
MINNEAPOLIS W-13 P-12,Bob Fine,Cathy Abene,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,Barb Schlaefer,Bob Fine,Risa Hustad
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
MINNEAPOLIS W-13 P-12,skipped,skipped,skipped
