ic, 0.3020401606425703
mallows_001, 0.6868246318607765
mallows_01, 0.6692744310575636
mallows_05, 0.594190093708166
mallows_1, 0.5071512717536814
mallows_25, 0.2902650602409638
mallows_5, 0.023170013386880857
mallows_75, 0.16913253012048193
mallows_95, 0.28713253012048195
mallows_99, 0.30021419009370814
mallows_999, 0.301095046854083
spoc_conitzer, 0.30285943775100405
walsh, 0.30139223560910305
sc, 0.30300133868808565
urn_01, 0.22927175368139224
urn_02, 0.20650066934404285
urn_05, 0.16644444444444445
urn_1, 0.15911111111111112
urn_2, 0.18524765729585008
urn_5, 0.2718340026773762
5d_sphere, 0.25546184738955824
2d_sphere, 0.3026532797858099
3d_sphere, 0.27028380187416334
csp, 0.3009718875502008
1d_interval, 0.16215528781793842
2d_square, 0.18602945113788488
3d_cube, 0.1853788487282463
5d_cube, 0.17982864792503347
10d_cube, 0.1726880856760375
20d_cube, 0.17126372155287817
