,0,1,2,3,4,5
1,Write-In cells: 304,,,,,
2,Overvote cells: 147,,,,,
3,Gale A. Brewer: 0,,,,,
4,Zachary Tov Weiner: 1,,,,,
5,Jeffrey Omura: 2,,,,,
6,David Gold: 3,,,,,
7,Sara Lind: 4,,,,,
8,Maria Danzilo: 5,,,,,
91,0,1.0,2.0,3.0,4.0,
92,0,,,,,
93,3,0.0,,,,
95,5,1.0,,,,
96,0,,,,,
97,0,3.0,5.0,2.0,1.0,
98,5,,,,,
99,0,4.0,5.0,,,
100,0,1.0,2.0,5.0,3.0,
101,0,2.0,4.0,,,
102,0,,,,,
103,0,2.0,,,,
104,0,,,,,
105,0,2.0,,,,
106,0,2.0,,,,
107,3,1.0,4.0,0.0,,
109,1,3.0,,,,
110,0,2.0,4.0,1.0,,
111,0,2.0,,,,
112,2,0.0,4.0,,,
113,0,3.0,,,,
114,0,,,,,
115,0,,,,,
116,0,,,,,
117,0,2.0,3.0,,,
118,0,,,,,
119,0,2.0,,,,
120,0,2.0,5.0,3.0,4.0,
121,5,,,,,
122,0,,,,,
123,0,,,,,
124,2,4.0,0.0,,,
125,4,0.0,,,,
126,0,4.0,2.0,,,
127,0,,,,,
128,0,4.0,1.0,,,
129,0,,,,,
130,5,1.0,,,,
131,0,4.0,,,,
132,0,,,,,
133,3,0.0,,,,
134,0,4.0,3.0,,,
135,0,2.0,,,,
136,5,1.0,,,,
137,2,0.0,3.0,,,
138,3,1.0,,,,
139,0,,,,,
140,0,,,,,
141,4,5.0,3.0,1.0,2.0,
142,0,,,,,
143,0,,,,,
144,4,,,,,
146,0,,,,,
147,5,4.0,,,,
148,0,,,,,
149,0,5.0,3.0,1.0,2.0,
150,0,5.0,4.0,3.0,1.0,
151,0,3.0,2.0,4.0,,
152,4,2.0,0.0,3.0,1.0,
153,0,3.0,5.0,4.0,1.0,
155,0,,,,,
156,0,,,,,
157,0,,,,,
159,0,,,,,
160,0,,,,,
161,0,1.0,,,,
162,0,3.0,2.0,1.0,,
163,5,4.0,2.0,3.0,0.0,
164,4,2.0,0.0,3.0,1.0,
237,0,,,,,
238,0,2.0,4.0,3.0,,
239,4,2.0,3.0,5.0,1.0,
240,5,0.0,4.0,2.0,3.0,
241,5,,,,,
242,4,0.0,,,,
243,0,,,,,
244,5,3.0,4.0,1.0,0.0,
246,4,,,,,
249,2,4.0,0.0,,,
251,2,4.0,0.0,,,
252,0,,,,,
253,0,5.0,,,,
254,0,,,,,
255,3,4.0,1.0,2.0,,
256,0,5.0,4.0,,,
257,0,5.0,,,,
258,4,3.0,,,,
259,2,0.0,,,,
260,2,,,,,
261,2,,,,,
262,4,,,,,
263,3,5.0,1.0,2.0,4.0,
264,2,,,,,
337,0,3.0,4.0,2.0,1.0,
338,4,,,,,
339,5,,,,,
340,0,,,,,
341,1,3.0,,,,
342,0,,,,,
343,4,,,,,
344,4,5.0,2.0,0.0,,
345,0,2.0,1.0,3.0,5.0,
346,5,,,,,
347,4,,,,,
349,3,4.0,0.0,5.0,1.0,
350,0,2.0,,,,
352,5,,,,,
353,4,0.0,,,,
354,0,,,,,
355,0,5.0,,,,
356,2,3.0,0.0,5.0,1.0,
357,4,2.0,0.0,,,
358,4,2.0,,,,
359,5,0.0,3.0,4.0,2.0,
360,1,3.0,2.0,,,
361,3,,,,,
362,5,,,,,
363,3,4.0,5.0,2.0,,
364,2,4.0,3.0,0.0,1.0,
365,4,0.0,2.0,3.0,,
366,3,5.0,4.0,2.0,0.0,
367,3,,,,,
368,5,1.0,,,,
369,4,,,,,
370,4,2.0,5.0,1.0,3.0,
371,4,2.0,0.0,1.0,,
372,0,,,,,
373,5,0.0,,,,
374,0,,,,,
375,5,,,,,
377,2,0.0,4.0,3.0,5.0,
378,4,1.0,2.0,5.0,3.0,
379,4,1.0,2.0,5.0,3.0,
380,3,,,,,
382,0,5.0,4.0,,,
383,2,4.0,0.0,,,
384,4,2.0,,,,
385,0,4.0,5.0,3.0,2.0,
