,0,1,2,3,4,5,6
1,Write-In cells: 399,,,,,,
2,Overvote cells: 252,,,,,,
3,Renee T. Collymore: 0,,,,,,
4,Curtis M. Harris: 1,,,,,,
5,Michael Hollingsworth: 2,,,,,,
6,Deirdre M. Levy: 3,,,,,,
7,Crystal Hudson: 4,,,,,,
8,Hector Robertson: 5,,,,,,
9,Regina A. Kinsey: 6,,,,,,
10642,2,,,,,,
10904,1,2.0,,,,,
10905,2,,,,,,
10906,4,2.0,5.0,0.0,1.0,,
10907,2,,,,,,
10908,1,0.0,3.0,4.0,6.0,,
10909,1,4.0,,,,,
10910,4,0.0,,,,,
10911,4,2.0,1.0,5.0,0.0,,
10912,4,2.0,1.0,5.0,0.0,,
10913,4,,,,,,
10914,4,0.0,,,,,
10915,2,,,,,,
10916,4,2.0,1.0,0.0,3.0,,
10917,6,1.0,4.0,,,,
10918,4,2.0,,,,,
10921,2,4.0,1.0,3.0,,,
10924,1,2.0,,,,,
10926,6,1.0,4.0,,,,
10928,0,,,,,,
10929,3,4.0,6.0,0.0,5.0,,
10930,4,2.0,,,,,
10931,4,,,,,,
10956,0,5.0,,,,,
10957,3,,,,,,
10958,2,4.0,0.0,3.0,5.0,,
10959,2,4.0,,,,,
10960,4,0.0,5.0,6.0,1.0,,
10962,4,2.0,0.0,3.0,1.0,,
10963,4,2.0,5.0,,,,
10964,1,2.0,3.0,6.0,4.0,,
10999,4,2.0,0.0,3.0,,,
11000,2,0.0,6.0,1.0,5.0,,
11001,3,1.0,4.0,2.0,5.0,,
11002,4,2.0,0.0,1.0,3.0,,
11003,2,4.0,1.0,3.0,5.0,,
11004,2,4.0,,,,,
11005,2,,,,,,
11006,2,3.0,,,,,
11007,4,,,,,,
11008,2,,,,,,
11009,2,4.0,3.0,,,,
11010,4,2.0,0.0,3.0,,,
11152,4,2.0,,,,,
11246,2,0.0,4.0,,,,
11247,0,1.0,6.0,2.0,4.0,,
11248,1,5.0,4.0,6.0,0.0,,
11250,5,2.0,1.0,6.0,3.0,,
11251,4,0.0,3.0,2.0,5.0,,
11252,2,4.0,,,,,
11254,5,4.0,2.0,0.0,3.0,,
11255,0,6.0,5.0,3.0,1.0,,
11257,1,6.0,5.0,0.0,,,
11258,2,4.0,,,,,
11259,2,0.0,1.0,,,,
11260,5,,,,,,
11261,4,1.0,2.0,,,,
11262,6,4.0,1.0,3.0,5.0,,
11263,5,,,,,,
11264,4,1.0,6.0,5.0,2.0,,
11265,3,6.0,0.0,,,,
11266,1,6.0,5.0,3.0,2.0,,
11267,4,,,,,,
11268,4,0.0,6.0,1.0,3.0,,
11269,1,2.0,6.0,4.0,0.0,,
11270,2,,,,,,
11272,1,3.0,2.0,6.0,4.0,,
11273,4,2.0,,,,,
11274,2,4.0,0.0,3.0,5.0,,
11275,4,,,,,,
11276,6,2.0,1.0,3.0,,,
11277,3,1.0,2.0,6.0,,,
11279,3,2.0,6.0,4.0,5.0,,
11281,5,4.0,6.0,2.0,0.0,,
11282,2,0.0,6.0,3.0,,,
11283,4,5.0,3.0,2.0,0.0,,
11284,2,4.0,,,,,
11285,4,2.0,3.0,6.0,1.0,,
11286,2,,,,,,
11287,2,0.0,1.0,,,,
11288,1,,,,,,
11289,5,2.0,1.0,,,,
11290,1,6.0,0.0,4.0,2.0,,
11291,6,0.0,4.0,3.0,5.0,,
11292,0,,,,,,
11293,2,4.0,,,,,
11295,0,2.0,3.0,4.0,5.0,,
11296,2,4.0,,,,,
11297,4,3.0,1.0,2.0,5.0,,
11298,2,4.0,0.0,1.0,6.0,,
11299,0,,,,,,
11300,0,2.0,4.0,1.0,6.0,,
11301,4,5.0,3.0,,,,
11302,0,4.0,2.0,6.0,1.0,,
11303,4,0.0,2.0,,,,
11304,1,,,,,,
11305,4,2.0,0.0,3.0,6.0,,
11306,6,4.0,0.0,1.0,3.0,,
11307,6,4.0,0.0,3.0,2.0,,
11309,2,0.0,4.0,5.0,1.0,,
11310,0,4.0,2.0,,,,
11311,4,0.0,,,,,
11312,0,,,,,,
11313,0,4.0,1.0,6.0,5.0,,
11314,1,2.0,4.0,5.0,0.0,,
11315,2,0.0,6.0,,,,
11316,2,4.0,0.0,3.0,5.0,,
11317,4,,,,,,
11318,4,,,,,,
11319,4,2.0,,,,,
11321,2,0.0,,,,,
11322,2,0.0,,,,,
11323,2,4.0,,,,,
11324,1,6.0,0.0,5.0,3.0,,
11325,0,4.0,,,,,
11326,2,4.0,6.0,3.0,0.0,,
11327,0,4.0,,,,,
11328,2,6.0,4.0,5.0,1.0,,
11330,0,4.0,1.0,6.0,5.0,,
11331,4,2.0,,,,,
11332,2,0.0,4.0,1.0,,,
11333,1,5.0,4.0,2.0,0.0,,
11334,2,4.0,,,,,
11335,4,0.0,,,,,
11336,2,4.0,,,,,
11337,2,3.0,0.0,4.0,6.0,,
11338,0,,,,,,
11339,4,2.0,1.0,,,,
11340,0,,,,,,
11341,4,2.0,1.0,5.0,0.0,,
11342,5,1.0,4.0,,,,
11343,0,,,,,,
11344,4,2.0,0.0,5.0,,,
11345,0,1.0,,,,,
11346,2,0.0,4.0,,,,
11347,4,0.0,,,,,
11348,2,4.0,0.0,1.0,,,
11444,4,2.0,1.0,6.0,0.0,,
11446,2,4.0,1.0,5.0,0.0,,
11447,1,2.0,,,,,
11448,3,0.0,2.0,,,,
11449,4,0.0,3.0,2.0,5.0,,
11450,2,4.0,1.0,5.0,0.0,,
11451,4,0.0,3.0,2.0,5.0,,
11452,4,,,,,,
11453,4,2.0,0.0,,,,
11454,4,2.0,0.0,,,,
11455,4,2.0,0.0,,,,
11456,4,2.0,0.0,,,,
11457,2,,,,,,
11458,6,,,,,,
11459,2,4.0,3.0,,,,
11460,0,2.0,,,,,
11461,1,4.0,0.0,,,,
11462,3,,,,,,
11463,4,,,,,,
11464,2,4.0,,,,,
11465,0,4.0,2.0,1.0,,,
11498,2,4.0,,,,,
11543,0,,,,,,
11544,4,2.0,,,,,
11545,6,4.0,0.0,1.0,2.0,,
11546,2,4.0,3.0,,,,
11547,4,2.0,0.0,,,,
11548,0,3.0,5.0,2.0,4.0,,
11549,2,4.0,1.0,,,,
11550,4,3.0,0.0,2.0,5.0,,
11551,2,,,,,,
11552,0,1.0,,,,,
11553,4,3.0,,,,,
11554,6,,,,,,
11555,4,2.0,3.0,0.0,6.0,,
11556,0,1.0,,,,,
11557,1,0.0,6.0,,,,
11558,0,1.0,,,,,
11559,6,3.0,4.0,0.0,2.0,,
11560,2,,,,,,
11561,3,2.0,4.0,1.0,5.0,,
11562,0,2.0,,,,,
11563,6,1.0,3.0,4.0,0.0,,
11565,6,,,,,,
11566,2,,,,,,
11567,1,4.0,6.0,0.0,,,
11568,1,,,,,,
11569,4,2.0,3.0,,,,
11598,6,,,,,,
11600,0,4.0,6.0,1.0,3.0,,
11602,6,0.0,5.0,1.0,4.0,,
11604,3,4.0,,,,,
11605,4,2.0,0.0,6.0,3.0,,
11607,2,,,,,,
11608,2,4.0,0.0,,,,
11609,0,1.0,,,,,
11610,1,4.0,2.0,0.0,6.0,,
11611,1,0.0,2.0,4.0,,,
11615,2,3.0,6.0,4.0,5.0,,
11616,3,1.0,2.0,6.0,4.0,,
11617,4,2.0,5.0,,,,
11618,1,6.0,0.0,5.0,2.0,,
11619,4,0.0,2.0,,,,
11620,2,4.0,0.0,3.0,5.0,,
11621,2,4.0,1.0,3.0,5.0,,
11622,2,4.0,,,,,
11624,2,4.0,1.0,0.0,,,
11625,6,,,,,,
11626,2,4.0,0.0,1.0,3.0,,
11627,4,2.0,0.0,1.0,3.0,,
11629,2,,,,,,
11630,2,,,,,,
11632,2,4.0,0.0,5.0,1.0,,
11698,3,5.0,2.0,4.0,,,
11699,4,,,,,,
11700,4,,,,,,
