,0,1,2,3,4,5,6
1,Write-In cells: 354,,,,,,
2,Overvote cells: 156,,,,,,
3,Justin M. Krebs: 0,,,,,,
4,Mamnun M. Haq: 1,,,,,,
5,Briget Rein: 2,,,,,,
6,Douglas M. Schneider: 3,,,,,,
7,Brandon West: 4,,,,,,
8,Shahana K. Hanif: 5,,,,,,
9,Jessica Simmons: 6,,,,,,
11,0,1.0,,,,,
12,0,2.0,3.0,4.0,5.0,,
13,0,5.0,4.0,3.0,1.0,,
14,4,5.0,6.0,,,,
15,6,5.0,3.0,1.0,0.0,,
16,4,,,,,,
19,5,4.0,2.0,,,,
20,1,6.0,2.0,,,,
21,4,,,,,,
22,4,,,,,,
23,5,4.0,3.0,,,,
24,4,,,,,,
25,3,4.0,5.0,,,,
26,4,5.0,1.0,3.0,,,
27,3,2.0,1.0,,,,
29,2,,,,,,
30,2,,,,,,
31,4,,,,,,
32,2,4.0,,,,,
33,2,,,,,,
34,5,2.0,6.0,4.0,1.0,,
35,5,1.0,0.0,4.0,3.0,,
36,4,3.0,0.0,5.0,,,
37,4,5.0,0.0,,,,
44,5,2.0,4.0,3.0,0.0,,
45,3,4.0,5.0,,,,
46,0,,,,,,
47,4,0.0,5.0,,,,
48,0,4.0,5.0,,,,
49,3,4.0,2.0,0.0,1.0,,
50,5,4.0,0.0,2.0,,,
51,0,6.0,4.0,,,,
52,3,4.0,2.0,0.0,1.0,,
53,4,5.0,0.0,1.0,2.0,,
54,5,4.0,0.0,2.0,,,
55,4,5.0,0.0,,,,
56,4,1.0,5.0,6.0,0.0,,
58,1,,,,,,
59,0,4.0,5.0,,,,
61,5,4.0,2.0,3.0,0.0,,
62,3,2.0,1.0,5.0,0.0,,
63,5,4.0,2.0,3.0,,,
64,6,0.0,2.0,5.0,4.0,,
261,3,1.0,0.0,,,,
262,0,3.0,,,,,
263,3,1.0,0.0,2.0,,,
264,4,5.0,2.0,0.0,3.0,,
265,5,6.0,0.0,,,,
266,0,2.0,3.0,,,,
267,4,5.0,3.0,,,,
268,5,4.0,2.0,0.0,3.0,,
270,4,0.0,5.0,,,,
271,5,3.0,0.0,,,,
272,0,3.0,2.0,,,,
273,5,0.0,3.0,,,,
274,5,4.0,0.0,2.0,,,
275,0,,,,,,
276,5,4.0,0.0,2.0,,,
277,4,3.0,1.0,0.0,6.0,,
280,0,6.0,4.0,1.0,3.0,,
281,0,2.0,3.0,,,,
282,0,,,,,,
284,5,0.0,2.0,4.0,1.0,,
285,1,,,,,,
286,2,,,,,,
287,0,5.0,4.0,,,,
288,3,5.0,6.0,,,,
289,2,,,,,,
290,5,,,,,,
291,5,0.0,,,,,
589,4,5.0,0.0,1.0,2.0,,
590,2,,,,,,
591,3,6.0,,,,,
592,6,0.0,4.0,5.0,,,
593,3,0.0,4.0,,,,
594,5,,,,,,
596,4,6.0,5.0,3.0,0.0,,
597,5,6.0,3.0,1.0,2.0,,
598,0,4.0,3.0,2.0,5.0,,
599,0,4.0,3.0,2.0,5.0,,
600,0,,,,,,
601,3,2.0,0.0,,,,
602,5,4.0,0.0,1.0,3.0,,
604,5,6.0,2.0,,,,
605,4,5.0,0.0,,,,
606,5,4.0,,,,,
607,5,4.0,,,,,
608,4,3.0,,,,,
609,5,4.0,0.0,2.0,,,
610,5,2.0,6.0,,,,
611,0,5.0,,,,,
612,4,5.0,,,,,
613,5,,,,,,
614,1,5.0,2.0,0.0,3.0,,
615,5,2.0,4.0,6.0,3.0,,
616,6,2.0,,,,,
617,0,4.0,3.0,,,,
618,5,3.0,1.0,0.0,2.0,,
619,3,,,,,,
621,3,0.0,6.0,4.0,2.0,,
622,6,0.0,5.0,4.0,2.0,,
623,4,3.0,1.0,0.0,,,
624,5,6.0,3.0,1.0,2.0,,
625,5,6.0,3.0,1.0,,,
626,0,6.0,,,,,
627,1,6.0,3.0,4.0,2.0,,
694,3,,,,,,
695,0,5.0,3.0,,,,
696,3,4.0,,,,,
697,2,,,,,,
698,4,3.0,5.0,2.0,0.0,,
699,0,3.0,5.0,,,,
700,4,3.0,1.0,6.0,0.0,,
701,4,3.0,1.0,6.0,0.0,,
702,5,4.0,3.0,,,,
703,0,3.0,4.0,,,,
704,4,0.0,,,,,
705,5,4.0,,,,,
706,4,2.0,,,,,
707,5,4.0,0.0,,,,
708,0,3.0,4.0,5.0,6.0,,
711,5,4.0,,,,,
712,3,0.0,,,,,
713,0,3.0,4.0,5.0,6.0,,
714,3,6.0,4.0,,,,
715,5,4.0,,,,,
716,2,3.0,5.0,4.0,,,
717,3,1.0,0.0,4.0,,,
718,5,2.0,4.0,0.0,6.0,,
719,3,5.0,0.0,,,,
720,4,5.0,3.0,,,,
721,5,4.0,0.0,3.0,1.0,,
722,3,,,,,,
723,3,4.0,,,,,
724,5,,,,,,
725,0,1.0,5.0,2.0,4.0,,
726,4,3.0,1.0,,,,
1055,5,4.0,2.0,3.0,6.0,,
1056,5,0.0,,,,,
1057,1,,,,,,
1058,4,5.0,,,,,
1059,1,,,,,,
1060,6,0.0,1.0,,,,
1061,4,3.0,,,,,
1062,4,5.0,0.0,1.0,3.0,,
1064,0,5.0,,,,,
1066,4,5.0,,,,,
1067,3,0.0,6.0,,,,
1068,0,6.0,1.0,2.0,4.0,,
1069,0,4.0,6.0,3.0,5.0,,
1070,5,3.0,0.0,6.0,,,
1071,3,2.0,0.0,4.0,5.0,,
1072,4,1.0,5.0,2.0,0.0,,
1073,5,4.0,1.0,,,,
1074,5,4.0,0.0,2.0,1.0,,
1075,1,5.0,,,,,
1077,0,2.0,3.0,5.0,,,
1078,4,5.0,1.0,,,,
1079,0,4.0,2.0,5.0,,,
1080,5,4.0,0.0,2.0,1.0,,
